,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Mattia Caldara,"€ 78,269","€ 4,070,000","€ 4,070,000",D,25,Italy,Atalanta,Serie A,2019-2020
1,Duván Zapata,"€ 64,038","€ 3,330,000","€ 3,330,000",F,28,Colombia,Atalanta,Serie A,2019-2020
2,Papu Gómez,"€ 64,038","€ 3,330,000","€ 3,330,000",F,31,Argentina,Atalanta,Serie A,2019-2020
3,Josip Ilicic,"€ 53,462","€ 2,780,000","€ 2,780,000",F,31,Slovenia,Atalanta,Serie A,2019-2020
4,Mario Pasalic,"€ 46,346","€ 2,410,000","€ 2,410,000",M,24,Croatia,Atalanta,Serie A,2019-2020
5,Luis Muriel,"€ 44,423","€ 2,310,000","€ 2,310,000",F,28,Colombia,Atalanta,Serie A,2019-2020
6,Rafael Tolói,"€ 28,462","€ 1,480,000","€ 1,480,000",D,28,Brazil,Atalanta,Serie A,2019-2020
7,Marten de Roon,"€ 26,731","€ 1,390,000","€ 1,390,000",M,28,Netherlands,Atalanta,Serie A,2019-2020
8,Simon Kjaer,"€ 24,615","€ 1,280,000","€ 1,280,000",D,30,Denmark,Atalanta,Serie A,2019-2020
9,Ruslan Malinovskyi,"€ 24,615","€ 1,280,000","€ 1,280,000",M,26,Ukraine,Atalanta,Serie A,2019-2020
10,José Luis Palomino,"€ 21,346","€ 1,110,000","€ 1,110,000",D,29,Argentina,Atalanta,Serie A,2019-2020
11,Timothy Castagne,"€ 19,615","€ 1,020,000","€ 1,020,000",D,23,Belgium,Atalanta,Serie A,2019-2020
12,Raoul Bellanova,"€ 18,269","€ 950,000","€ 950,000",D,19,Italy,Atalanta,Serie A,2019-2020
13,Andrea Masiello,"€ 17,885","€ 930,000","€ 930,000",D,33,Italy,Atalanta,Serie A,2019-2020
14,Pierluigi Gollini,"€ 17,885","€ 930,000","€ 930,000",K,24,Italy,Atalanta,Serie A,2019-2020
15,Hans Hateboer,"€ 17,885","€ 930,000","€ 930,000",D,25,Netherlands,Atalanta,Serie A,2019-2020
16,Remo Freuler,"€ 17,885","€ 930,000","€ 930,000",M,27,Switzerland,Atalanta,Serie A,2019-2020
17,Adrien Tamèze,"€ 15,769","€ 820,000","€ 820,000",M,26,France,Atalanta,Serie A,2019-2020
18,Berat Djimsiti,"€ 14,231","€ 740,000","€ 740,000",D,26,Albania,Atalanta,Serie A,2019-2020
19,Lennart Czyborra,"€ 14,038","€ 730,000","€ 730,000",D,20,Germany,Atalanta,Serie A,2019-2020
20,Bosko Sutalo,"€ 12,500","€ 650,000","€ 650,000",D,20,Croatia,Atalanta,Serie A,2019-2020
21,Marco Sportiello,"€ 12,500","€ 650,000","€ 650,000",K,27,Italy,Atalanta,Serie A,2019-2020
22,Guilherme Arana,"€ 12,308","€ 640,000","€ 640,000",D,22,Brazil,Atalanta,Serie A,2019-2020
23,João Schmidt,"€ 11,538","€ 600,000","€ 600,000",M,26,Brazil,Atalanta,Serie A,2019-2020
24,Robin Gosens,"€ 10,769","€ 560,000","€ 560,000",D,25,Germany,Atalanta,Serie A,2019-2020
25,Musa Barrow,"€ 8,846","€ 460,000","€ 460,000",F,20,The Gambia,Atalanta,Serie A,2019-2020
26,Roger Ibañez,"€ 6,154","€ 320,000","€ 320,000",D,20,Brazil,Atalanta,Serie A,2019-2020
27,Francesco Rossi,"€ 3,654","€ 190,000","€ 190,000",K,28,Italy,Atalanta,Serie A,2019-2020
