,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Fabio Borini,"€ 89,038","€ 4,630,000","€ 4,630,000",F,28,Italy,Hellas Verona,Serie A,2019-2020
1,Giampaolo Pazzini,"€ 46,346","€ 2,410,000","€ 2,410,000",F,35,Italy,Hellas Verona,Serie A,2019-2020
2,Valentin Eysseric,"€ 28,462","€ 1,480,000","€ 1,480,000",F,27,France,Hellas Verona,Serie A,2019-2020
3,Samuel Di Carmine,"€ 28,462","€ 1,480,000","€ 1,480,000",F,30,Italy,Hellas Verona,Serie A,2019-2020
4,Mariusz Stepinski,"€ 21,346","€ 1,110,000","€ 1,110,000",F,24,Poland,Hellas Verona,Serie A,2019-2020
5,Eddie Salcedo,"€ 19,615","€ 1,020,000","€ 1,020,000",F,17,Italy,Hellas Verona,Serie A,2019-2020
6,Darko Lazovic,"€ 17,885","€ 930,000","€ 930,000",M,28,Serbia,Hellas Verona,Serie A,2019-2020
7,Emmanuel Badu,"€ 17,885","€ 930,000","€ 930,000",M,28,Ghana,Hellas Verona,Serie A,2019-2020
8,Daniel Bessa,"€ 15,962","€ 830,000","€ 830,000",M,26,Italy,Hellas Verona,Serie A,2019-2020
9,Miguel Veloso,"€ 14,231","€ 740,000","€ 740,000",M,33,Portugal,Hellas Verona,Serie A,2019-2020
10,Antonio Di Gaudio,"€ 14,231","€ 740,000","€ 740,000",F,30,Italy,Hellas Verona,Serie A,2019-2020
11,Mattia Zaccagni,"€ 14,231","€ 740,000","€ 740,000",M,24,Italy,Hellas Verona,Serie A,2019-2020
12,Valerio Verre,"€ 14,231","€ 740,000","€ 740,000",M,25,Italy,Hellas Verona,Serie A,2019-2020
13,Claud Adjapong,"€ 12,500","€ 650,000","€ 650,000",D,21,Italy,Hellas Verona,Serie A,2019-2020
14,Salvatore Bocchetti,"€ 12,308","€ 640,000","€ 640,000",D,32,Italy,Hellas Verona,Serie A,2019-2020
15,Liam Henderson,"€ 10,769","€ 560,000","€ 560,000",M,23,Scotland,Hellas Verona,Serie A,2019-2020
16,Gennaro Tutino,"€ 10,769","€ 560,000","€ 560,000",F,23,Italy,Hellas Verona,Serie A,2019-2020
17,Koray Günter,"€ 10,769","€ 560,000","€ 560,000",D,25,Germany,Hellas Verona,Serie A,2019-2020
18,Marco Silvestri,"€ 10,769","€ 560,000","€ 560,000",K,28,Italy,Hellas Verona,Serie A,2019-2020
19,Davide Faraoni,"€ 10,769","€ 560,000","€ 560,000",D,27,Italy,Hellas Verona,Serie A,2019-2020
20,Luigi Vitale,"€ 10,769","€ 560,000","€ 560,000",D,31,Italy,Hellas Verona,Serie A,2019-2020
21,Alan Empereur,"€ 8,846","€ 460,000","€ 460,000",D,25,Brazil,Hellas Verona,Serie A,2019-2020
22,Alessandro Crescenzi,"€ 8,846","€ 460,000","€ 460,000",D,27,Italy,Hellas Verona,Serie A,2019-2020
23,Amir Rrahmani,"€ 7,500","€ 390,000","€ 390,000",D,25,Kosovo,Hellas Verona,Serie A,2019-2020
24,Sofyan Amrabat,"€ 7,500","€ 390,000","€ 390,000",M,23,Morocco,Hellas Verona,Serie A,2019-2020
25,Pawel Dawidowicz,"€ 7,500","€ 390,000","€ 390,000",D,24,Poland,Hellas Verona,Serie A,2019-2020
26,Boris Radunović,"€ 7,115","€ 370,000","€ 370,000",K,23,Serbia,Hellas Verona,Serie A,2019-2020
27,Matteo Pessina,"€ 7,115","€ 370,000","€ 370,000",M,22,Italy,Hellas Verona,Serie A,2019-2020
28,Boris Radunović,"€ 7,115","€ 370,000","€ 370,000",K,23,Serbia,Hellas Verona,Serie A,2019-2020
29,Federico Dimarco,"€ 7,115","€ 370,000","€ 370,000",D,22,Italy,Hellas Verona,Serie A,2019-2020
30,Andrea Danzi,"€ 6,346","€ 330,000","€ 330,000",M,20,Italy,Hellas Verona,Serie A,2019-2020
31,Wesley,"€ 6,154","€ 320,000","€ 320,000",D,19,Brazil,Hellas Verona,Serie A,2019-2020
32,Alessandro Berardi,"€ 5,385","€ 280,000","€ 280,000",K,28,Italy,Hellas Verona,Serie A,2019-2020
33,Lubomir Tupta,"€ 4,231","€ 220,000","€ 220,000",F,21,Slovakia,Hellas Verona,Serie A,2019-2020
34,Marash Kumbulla,"€ 1,731","€ 90,000","€ 90,000",D,19,Albania,Hellas Verona,Serie A,2019-2020
35,Matteo Lovato,"€ 1,346","€ 70,000","€ 70,000",D,19,Italy,Hellas Verona,Serie A,2019-2020
36,Lucas Felippe,€ 769,"€ 40,000","€ 40,000",M,19,Brazil,Hellas Verona,Serie A,2019-2020
