,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Radja Nainggolan,"€ 106,923","€ 5,560,000","€ 5,560,000",M,31,Belgium,Cagliari,Serie A,2019-2020
1,Leonardo Pavoletti,"€ 64,038","€ 3,330,000","€ 3,330,000",F,30,Italy,Cagliari,Serie A,2019-2020
2,Marko Rog,"€ 53,462","€ 2,780,000","€ 2,780,000",M,24,Croatia,Cagliari,Serie A,2019-2020
3,Giovanni Simeone,"€ 53,462","€ 2,780,000","€ 2,780,000",F,24,Argentina,Cagliari,Serie A,2019-2020
4,Nahitan Nández,"€ 36,923","€ 1,920,000","€ 1,920,000",M,23,Uruguay,Cagliari,Serie A,2019-2020
5,Alberto Cerri,"€ 35,577","€ 1,850,000","€ 1,850,000",F,23,Italy,Cagliari,Serie A,2019-2020
6,Alberto Paloschi,"€ 35,577","€ 1,850,000","€ 1,850,000",F,30,Italy,Cagliari,Serie A,2019-2020
7,Alessio Cragno,"€ 35,577","€ 1,850,000","€ 1,850,000",K,25,Italy,Cagliari,Serie A,2019-2020
8,Luca Ceppitelli,"€ 35,577","€ 1,850,000","€ 1,850,000",D,30,Italy,Cagliari,Serie A,2019-2020
9,Luca Pellegrini,"€ 35,577","€ 1,850,000","€ 1,850,000",D,20,Italy,Cagliari,Serie A,2019-2020
10,Ragnar Klavan,"€ 35,577","€ 1,850,000","€ 1,850,000",D,33,Estonia,Cagliari,Serie A,2019-2020
11,João Pedro,"€ 28,462","€ 1,480,000","€ 1,480,000",F,27,Brazil,Cagliari,Serie A,2019-2020
12,Artur Ionita,"€ 28,462","€ 1,480,000","€ 1,480,000",M,29,Moldova,Cagliari,Serie A,2019-2020
13,Lucas Castro,"€ 28,462","€ 1,480,000","€ 1,480,000",M,30,Argentina,Cagliari,Serie A,2019-2020
14,Gastón Pereiro,"€ 24,423","€ 1,270,000","€ 1,270,000",F,24,Uruguay,Cagliari,Serie A,2019-2020
15,Valter Birsa,"€ 21,346","€ 1,110,000","€ 1,110,000",F,33,Slovenia,Cagliari,Serie A,2019-2020
16,Luca Cigarini,"€ 17,885","€ 930,000","€ 930,000",M,33,Italy,Cagliari,Serie A,2019-2020
17,Paolo Faragò,"€ 17,885","€ 930,000","€ 930,000",M,26,Italy,Cagliari,Serie A,2019-2020
18,Robin Olsen,"€ 17,885","€ 930,000","€ 930,000",K,29,Sweden,Cagliari,Serie A,2019-2020
19,Charalampos Lykogiannis,"€ 17,885","€ 930,000","€ 930,000",D,25,Greece,Cagliari,Serie A,2019-2020
20,Fabio Pisacane,"€ 17,885","€ 930,000","€ 930,000",D,33,Italy,Cagliari,Serie A,2019-2020
21,Fabrizio Cacciatore,"€ 14,231","€ 740,000","€ 740,000",D,32,Italy,Cagliari,Serie A,2019-2020
22,Federico Mattiello,"€ 10,769","€ 560,000","€ 560,000",D,24,Italy,Cagliari,Serie A,2019-2020
23,Alessandro Deiola,"€ 10,769","€ 560,000","€ 560,000",M,24,Italy,Cagliari,Serie A,2019-2020
24,Rafael,"€ 10,769","€ 560,000","€ 560,000",K,37,Brazil,Cagliari,Serie A,2019-2020
25,Christian Oliva,"€ 10,769","€ 560,000","€ 560,000",M,23,Uruguay,Cagliari,Serie A,2019-2020
26,Simone Aresti,"€ 5,385","€ 280,000","€ 280,000",K,33,Italy,Cagliari,Serie A,2019-2020
27,Daniele Ragatzu,"€ 5,385","€ 280,000","€ 280,000",F,27,Italy,Cagliari,Serie A,2019-2020
28,Sebastian Walukiewicz,"€ 5,000","€ 260,000","€ 260,000",D,19,Poland,Cagliari,Serie A,2019-2020
29,Simone Pinna,"€ 1,731","€ 90,000","€ 90,000",D,21,Italy,Cagliari,Serie A,2019-2020
30,Giuseppe Ciocci,€ 385,"€ 20,000","€ 20,000",K,17,Italy,Cagliari,Serie A,2019-2020
