,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Mario Balotelli,"€ 36,923","€ 1,920,000","€ 1,920,000",F,29,Italy,Brescia,Serie A,2019-2020
1,Alessandro Matri,"€ 35,577","€ 1,850,000","€ 1,850,000",F,35,Italy,Brescia,Serie A,2019-2020
2,Alfredo Donnarumma,"€ 21,346","€ 1,110,000","€ 1,110,000",F,28,Italy,Brescia,Serie A,2019-2020
3,Giangiacomo Magnani,"€ 21,346","€ 1,110,000","€ 1,110,000",D,23,Italy,Brescia,Serie A,2019-2020
4,Rômulo,"€ 21,346","€ 1,110,000","€ 1,110,000",D,32,Italy,Brescia,Serie A,2019-2020
5,Ernesto Torregrossa,"€ 15,962","€ 830,000","€ 830,000",F,27,Italy,Brescia,Serie A,2019-2020
6,Daniele Dessena,"€ 14,231","€ 740,000","€ 740,000",M,32,Italy,Brescia,Serie A,2019-2020
7,Jesse Joronen,"€ 12,308","€ 640,000","€ 640,000",K,26,Finland,Brescia,Serie A,2019-2020
8,Daniele Gastaldello,"€ 10,769","€ 560,000","€ 560,000",D,36,Italy,Brescia,Serie A,2019-2020
9,Luca Tremolada,"€ 10,769","€ 560,000","€ 560,000",F,27,Italy,Brescia,Serie A,2019-2020
10,Stefano Sabelli,"€ 8,846","€ 460,000","€ 460,000",D,26,Italy,Brescia,Serie A,2019-2020
11,Bruno Martella,"€ 8,846","€ 460,000","€ 460,000",D,27,Italy,Brescia,Serie A,2019-2020
12,Dimitri Bisoli,"€ 8,846","€ 460,000","€ 460,000",M,25,Italy,Brescia,Serie A,2019-2020
13,Sandro Tonali,"€ 8,846","€ 460,000","€ 460,000",M,19,Italy,Brescia,Serie A,2019-2020
14,Birkir Bjarnason,"€ 8,462","€ 440,000","€ 440,000",M,31,Iceland,Brescia,Serie A,2019-2020
15,Emanuele Ndoj,"€ 7,115","€ 370,000","€ 370,000",M,22,Albania,Brescia,Serie A,2019-2020
16,Enrico Alfonso,"€ 7,115","€ 370,000","€ 370,000",K,31,Italy,Brescia,Serie A,2019-2020
17,Leonardo Morosini,"€ 7,115","€ 370,000","€ 370,000",F,23,Italy,Brescia,Serie A,2019-2020
18,Simon Skrabb,"€ 6,538","€ 340,000","€ 340,000",F,25,Finland,Brescia,Serie A,2019-2020
19,Jaromir Zmrhal,"€ 6,154","€ 320,000","€ 320,000",M,26,Czech Republic,Brescia,Serie A,2019-2020
20,Nikolas Spalek,"€ 5,385","€ 280,000","€ 280,000",F,22,Slovakia,Brescia,Serie A,2019-2020
21,Florian Ayé,"€ 3,654","€ 190,000","€ 190,000",F,22,France,Brescia,Serie A,2019-2020
22,Jhon Chancellor,"€ 3,654","€ 190,000","€ 190,000",D,27,Venezuela,Brescia,Serie A,2019-2020
23,Andrea Cistana,"€ 3,654","€ 190,000","€ 190,000",D,22,Italy,Brescia,Serie A,2019-2020
24,Mattia Viviani,"€ 3,654","€ 190,000","€ 190,000",M,19,Italy,Brescia,Serie A,2019-2020
25,Alessandro Semprini,"€ 3,654","€ 190,000","€ 190,000",D,21,Italy,Brescia,Serie A,2019-2020
26,Ales Mateju,"€ 3,654","€ 190,000","€ 190,000",D,23,Czech Republic,Brescia,Serie A,2019-2020
27,Felipe Curcio,"€ 2,885","€ 150,000","€ 150,000",D,26,Brazil,Brescia,Serie A,2019-2020
28,Massimiliano Mangraviti,"€ 1,346","€ 70,000","€ 70,000",D,21,Italy,Brescia,Serie A,2019-2020
29,Lorenzo Andrenacci,"€ 1,346","€ 70,000","€ 70,000",K,24,Italy,Brescia,Serie A,2019-2020
