,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Cristiano Ronaldo,"€ 1,104,038","€ 57,410,000","€ 57,410,000",F,34,Portugal,Juventus,Serie A,2019-2020
1,Gonzalo Higuaín,"€ 267,115","€ 13,890,000","€ 13,890,000",F,31,Argentina,Juventus,Serie A,2019-2020
2,Paulo Dybala,"€ 260,000","€ 13,520,000","€ 13,520,000",F,25,Argentina,Juventus,Serie A,2019-2020
3,Miralem Pjanic,"€ 231,538","€ 12,040,000","€ 12,040,000",M,29,Bosnia-Herzegovina,Juventus,Serie A,2019-2020
4,Mario Mandzukic,"€ 213,654","€ 11,110,000","€ 11,110,000",F,33,Croatia,Juventus,Serie A,2019-2020
5,Sami Khedira,"€ 213,654","€ 11,110,000","€ 11,110,000",M,32,Germany,Juventus,Serie A,2019-2020
6,Douglas Costa,"€ 213,654","€ 11,110,000","€ 11,110,000",F,28,Brazil,Juventus,Serie A,2019-2020
7,Matthijs de Ligt,"€ 197,308","€ 10,260,000","€ 10,260,000",D,20,Netherlands,Juventus,Serie A,2019-2020
8,Leonardo Bonucci,"€ 195,962","€ 10,190,000","€ 10,190,000",D,32,Italy,Juventus,Serie A,2019-2020
9,Emre Can,"€ 178,077","€ 9,260,000","€ 9,260,000",M,25,Germany,Juventus,Serie A,2019-2020
10,Alex Sandro,"€ 178,077","€ 9,260,000","€ 9,260,000",D,28,Brazil,Juventus,Serie A,2019-2020
11,Aaron Ramsey,"€ 172,500","€ 8,970,000","€ 8,970,000",M,28,Wales,Juventus,Serie A,2019-2020
12,Adrien Rabiot,"€ 172,500","€ 8,970,000","€ 8,970,000",M,24,France,Juventus,Serie A,2019-2020
13,Federico Bernardeschi,"€ 142,500","€ 7,410,000","€ 7,410,000",F,25,Italy,Juventus,Serie A,2019-2020
14,Juan Cuadrado,"€ 124,615","€ 6,480,000","€ 6,480,000",F,31,Colombia,Juventus,Serie A,2019-2020
15,Giorgio Chiellini,"€ 124,615","€ 6,480,000","€ 6,480,000",D,35,Italy,Juventus,Serie A,2019-2020
16,Daniele Rugani,"€ 124,615","€ 6,480,000","€ 6,480,000",D,25,Italy,Juventus,Serie A,2019-2020
17,Blaise Matuidi,"€ 124,615","€ 6,480,000","€ 6,480,000",M,32,France,Juventus,Serie A,2019-2020
18,Wojciech Szczesny,"€ 124,615","€ 6,480,000","€ 6,480,000",K,29,Poland,Juventus,Serie A,2019-2020
19,Mattia De Sciglio,"€ 106,923","€ 5,560,000","€ 5,560,000",D,26,Italy,Juventus,Serie A,2019-2020
20,Rodrigo Bentancur,"€ 89,038","€ 4,630,000","€ 4,630,000",M,22,Uruguay,Juventus,Serie A,2019-2020
21,Mattia Perin,"€ 81,923","€ 4,260,000","€ 4,260,000",K,26,Italy,Juventus,Serie A,2019-2020
22,Marko Pjaca,"€ 71,154","€ 3,700,000","€ 3,700,000",F,24,Croatia,Juventus,Serie A,2019-2020
23,Merih Demiral,"€ 64,038","€ 3,330,000","€ 3,330,000",D,21,Turkey,Juventus,Serie A,2019-2020
24,Gianluigi Buffon,"€ 53,462","€ 2,780,000","€ 2,780,000",K,41,Italy,Juventus,Serie A,2019-2020
25,Danilo,"€ 19,808","€ 1,030,000","€ 1,030,000",D,28,Brazil,Juventus,Serie A,2019-2020
26,Carlo Pinsoglio,"€ 10,769","€ 560,000","€ 560,000",K,29,Italy,Juventus,Serie A,2019-2020
