,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Mattia Destro,"€ 71,154","€ 3,700,000","€ 3,700,000",F,28,Italy,Bologna,Serie A,2019-2020
1,Nicolás Domínguez,"€ 62,500","€ 3,250,000","€ 3,250,000",M,21,Argentina,Bologna,Serie A,2019-2020
2,Blerim Dzemaili,"€ 42,692","€ 2,220,000","€ 2,220,000",M,33,Switzerland,Bologna,Serie A,2019-2020
3,Gary Medel,"€ 36,923","€ 1,920,000","€ 1,920,000",M,32,Chile,Bologna,Serie A,2019-2020
4,Nicola Sansone,"€ 36,923","€ 1,920,000","€ 1,920,000",F,28,Italy,Bologna,Serie A,2019-2020
5,Roberto Soriano,"€ 36,923","€ 1,920,000","€ 1,920,000",M,28,Italy,Bologna,Serie A,2019-2020
6,Andrea Poli,"€ 35,577","€ 1,850,000","€ 1,850,000",M,29,Italy,Bologna,Serie A,2019-2020
7,Federico Santander,"€ 35,577","€ 1,850,000","€ 1,850,000",F,28,Paraguay,Bologna,Serie A,2019-2020
8,Riccardo Orsolini,"€ 35,577","€ 1,850,000","€ 1,850,000",F,22,Italy,Bologna,Serie A,2019-2020
9,Rodrigo Palacio,"€ 35,577","€ 1,850,000","€ 1,850,000",F,37,Argentina,Bologna,Serie A,2019-2020
10,Lukasz Skorupski,"€ 32,115","€ 1,670,000","€ 1,670,000",K,28,Poland,Bologna,Serie A,2019-2020
11,Mitchell Dijks,"€ 28,462","€ 1,480,000","€ 1,480,000",D,26,Netherlands,Bologna,Serie A,2019-2020
12,Ibrahima Mbaye,"€ 26,731","€ 1,390,000","€ 1,390,000",D,24,Senegal,Bologna,Serie A,2019-2020
13,Andreas Skov Olsen,"€ 19,808","€ 1,030,000","€ 1,030,000",F,19,Denmark,Bologna,Serie A,2019-2020
14,Danilo,"€ 19,808","€ 1,030,000","€ 1,030,000",D,35,Brazil,Bologna,Serie A,2019-2020
15,Stefano Denswil,"€ 19,808","€ 1,030,000","€ 1,030,000",D,26,Netherlands,Bologna,Serie A,2019-2020
16,Ladislav Krejci,"€ 19,615","€ 1,020,000","€ 1,020,000",F,27,Czech Republic,Bologna,Serie A,2019-2020
17,Mattias Svanberg,"€ 17,885","€ 930,000","€ 930,000",M,20,Sweden,Bologna,Serie A,2019-2020
18,Mattia Bani,"€ 17,885","€ 930,000","€ 930,000",D,25,Italy,Bologna,Serie A,2019-2020
19,Nehuén Paz,"€ 15,962","€ 830,000","€ 830,000",D,26,Argentina,Bologna,Serie A,2019-2020
20,Takehiro Tomiyasu,"€ 14,808","€ 770,000","€ 770,000",D,20,Japan,Bologna,Serie A,2019-2020
21,Angelo da Costa,"€ 12,500","€ 650,000","€ 650,000",K,35,Brazil,Bologna,Serie A,2019-2020
22,Jerdy Schouten,"€ 12,308","€ 640,000","€ 640,000",M,22,Netherlands,Bologna,Serie A,2019-2020
23,Gabriele Corbo,"€ 10,769","€ 560,000","€ 560,000",D,19,Italy,Bologna,Serie A,2019-2020
24,Musa Barrow,"€ 8,846","€ 460,000","€ 460,000",F,21,The Gambia,Bologna,Serie A,2019-2020
25,Mouhamadou Sarr,"€ 1,346","€ 70,000","€ 70,000",K,22,Senegal,Bologna,Serie A,2019-2020
26,Sebastian Breza,"€ 1,154","€ 60,000","€ 60,000",K,21,Canada,Bologna,Serie A,2019-2020
