,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Mattia Perin,"€ 81,923","€ 4,260,000","€ 4,260,000",K,27,Italy,Genoa,Serie A,2019-2020
1,Mattia Destro,"€ 71,154","€ 3,700,000","€ 3,700,000",F,28,Italy,Genoa,Serie A,2019-2020
2,Iago Falque,"€ 60,577","€ 3,150,000","€ 3,150,000",F,30,Spain,Genoa,Serie A,2019-2020
3,Cristián Zapata,"€ 42,692","€ 2,220,000","€ 2,220,000",D,32,Colombia,Genoa,Serie A,2019-2020
4,Andrea Pinamonti,"€ 42,692","€ 2,220,000","€ 2,220,000",F,20,Italy,Genoa,Serie A,2019-2020
5,Domenico Criscito,"€ 42,692","€ 2,220,000","€ 2,220,000",D,32,Italy,Genoa,Serie A,2019-2020
6,Antonio Sanabria,"€ 39,231","€ 2,040,000","€ 2,040,000",F,23,Paraguay,Genoa,Serie A,2019-2020
7,Lasse Schöne,"€ 36,923","€ 1,920,000","€ 1,920,000",M,33,Denmark,Genoa,Serie A,2019-2020
8,Cristian Romero,"€ 32,115","€ 1,670,000","€ 1,670,000",D,21,Argentina,Genoa,Serie A,2019-2020
9,Sandro,"€ 32,115","€ 1,670,000","€ 1,670,000",M,30,Brazil,Genoa,Serie A,2019-2020
10,Stefano Sturaro,"€ 29,615","€ 1,540,000","€ 1,540,000",M,26,Italy,Genoa,Serie A,2019-2020
11,Ionut Radu,"€ 28,462","€ 1,480,000","€ 1,480,000",K,22,Romania,Genoa,Serie A,2019-2020
12,Adama Soumaoro,"€ 27,692","€ 1,440,000","€ 1,440,000",D,27,France,Genoa,Serie A,2019-2020
13,Federico Marchetti,"€ 25,000","€ 1,300,000","€ 1,300,000",K,36,Italy,Genoa,Serie A,2019-2020
14,Lukas Lerager,"€ 25,000","€ 1,300,000","€ 1,300,000",M,26,Denmark,Genoa,Serie A,2019-2020
15,Andrea Favilli,"€ 25,000","€ 1,300,000","€ 1,300,000",F,22,Italy,Genoa,Serie A,2019-2020
16,Riccardo Saponara,"€ 22,115","€ 1,150,000","€ 1,150,000",F,27,Italy,Genoa,Serie A,2019-2020
17,Ivan Radovanovic,"€ 21,346","€ 1,110,000","€ 1,110,000",M,31,Serbia,Genoa,Serie A,2019-2020
18,Antonio Barreca,"€ 20,962","€ 1,090,000","€ 1,090,000",D,24,Italy,Genoa,Serie A,2019-2020
19,Sinan Gümüs,"€ 19,808","€ 1,030,000","€ 1,030,000",F,25,Germany,Genoa,Serie A,2019-2020
20,Andrea Masiello,"€ 17,885","€ 930,000","€ 930,000",D,33,Italy,Genoa,Serie A,2019-2020
21,Edoardo Goldaniga,"€ 17,885","€ 930,000","€ 930,000",D,25,Italy,Genoa,Serie A,2019-2020
22,Valon Behrami,"€ 16,923","€ 880,000","€ 880,000",M,34,Switzerland,Genoa,Serie A,2019-2020
23,Christian Kouamé,"€ 15,962","€ 830,000","€ 830,000",F,21,Cote d'Ivoire,Genoa,Serie A,2019-2020
24,Davide Biraschi,"€ 15,962","€ 830,000","€ 830,000",D,25,Italy,Genoa,Serie A,2019-2020
25,Goran Pandev,"€ 12,500","€ 650,000","€ 650,000",F,36,North Macedonia,Genoa,Serie A,2019-2020
26,Peter Ankersen,"€ 12,308","€ 640,000","€ 640,000",D,28,Denmark,Genoa,Serie A,2019-2020
27,Paolo Ghiglione,"€ 10,769","€ 560,000","€ 560,000",D,22,Italy,Genoa,Serie A,2019-2020
28,Marko Pajac,"€ 10,769","€ 560,000","€ 560,000",D,26,Croatia,Genoa,Serie A,2019-2020
29,Francesco Cassata,"€ 10,769","€ 560,000","€ 560,000",M,22,Italy,Genoa,Serie A,2019-2020
30,Jawad El Yamiq,"€ 10,769","€ 560,000","€ 560,000",D,27,Morocco,Genoa,Serie A,2019-2020
31,Sebastian Eriksson,"€ 9,038","€ 470,000","€ 470,000",M,31,Sweden,Genoa,Serie A,2019-2020
32,Kevin Agudelo,"€ 8,846","€ 460,000","€ 460,000",M,20,Colombia,Genoa,Serie A,2019-2020
33,Jandrei,"€ 8,654","€ 450,000","€ 450,000",K,26,Brazil,Genoa,Serie A,2019-2020
34,Rok Vodisek,"€ 7,115","€ 370,000","€ 370,000",K,20,Slovenia,Genoa,Serie A,2019-2020
35,Filip Jagiello,"€ 6,154","€ 320,000","€ 320,000",M,22,Poland,Genoa,Serie A,2019-2020
