club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Bayern Munich,Javi Martínez,23,Defensive Midfield,Athletic,£36.00m,in,Summer,36,1 Bundesliga,2012,2012/2013
Bayern Munich,Mario Mandzukic,26,Centre-Forward,VfL Wolfsburg,£11.70m,in,Summer,11.7,1 Bundesliga,2012,2012/2013
Bayern Munich,Xherdan Shaqiri,20,Right Winger,FC Basel,£10.62m,in,Summer,10.62,1 Bundesliga,2012,2012/2013
Bayern Munich,Dante,28,Centre-Back,Bor. M'gladbach,£4.23m,in,Summer,4.23,1 Bundesliga,2012,2012/2013
Bayern Munich,Mitchell Weiser,18,Right-Back,1.FC Köln U19,£720Th.,in,Summer,0.72,1 Bundesliga,2012,2012/2013
Bayern Munich,Lukas Raeder,18,Goalkeeper,Schalke 04 U19,Free transfer,in,Summer,0,1 Bundesliga,2012,2012/2013
Bayern Munich,Tom Starke,31,Goalkeeper,TSG Hoffenheim,Free transfer,in,Summer,0,1 Bundesliga,2012,2012/2013
Bayern Munich,Claudio Pizarro,33,Centre-Forward,Werder Bremen,Free transfer,in,Summer,0,1 Bundesliga,2012,2012/2013
Bayern Munich,Emre Can,18,Defensive Midfield,FC Bayern II,-,in,Summer,0,1 Bundesliga,2012,2012/2013
Bayern Munich,Patrick Weihrauch,18,Attacking Midfield,FC Bayern U19,-,in,Summer,0,1 Bundesliga,2012,2012/2013
Bayern Munich,Nils Petersen,23,Centre-Forward,Werder Bremen,Loan fee:£450Th.,out,Summer,0.45,1 Bundesliga,2012,2012/2013
Bayern Munich,Ivica Olic,32,Centre-Forward,VfL Wolfsburg,Free transfer,out,Summer,0,1 Bundesliga,2012,2012/2013
Bayern Munich,Danijel Pranjic,30,Left-Back,Sporting CP,Free transfer,out,Summer,0,1 Bundesliga,2012,2012/2013
Bayern Munich,Hans Jörg Butt,38,Goalkeeper,Retired,-,out,Summer,0,1 Bundesliga,2012,2012/2013
Bayern Munich,Breno,22,Centre-Back,Career break,-,out,Summer,0,1 Bundesliga,2012,2012/2013
Bayern Munich,Takashi Usami,20,Left Winger,Gamba Osaka,"End of loanJun 30, 2012",out,Summer,0,1 Bundesliga,2012,2012/2013
Borussia Dortmund,Marco Reus,23,Attacking Midfield,Bor. M'gladbach,£15.39m,in,Summer,15.39,1 Bundesliga,2012,2012/2013
Borussia Dortmund,Julian Schieber,23,Centre-Forward,VfB Stuttgart,£4.95m,in,Summer,4.95,1 Bundesliga,2012,2012/2013
Borussia Dortmund,Leonardo Bittencourt,18,Attacking Midfield,Energie Cottbus,£2.43m,in,Summer,2.43,1 Bundesliga,2012,2012/2013
Borussia Dortmund,Oliver Kirch,29,Defensive Midfield,1.FC K'lautern,£315Th.,in,Summer,0.315,1 Bundesliga,2012,2012/2013
Borussia Dortmund,Zlatan Alomerovic,21,Goalkeeper,B. Dortmund II,-,in,Summer,0,1 Bundesliga,2012,2012/2013
Borussia Dortmund,Koray Günter,17,Centre-Back,B. Dortmund U19,-,in,Summer,0,1 Bundesliga,2012,2012/2013
Borussia Dortmund,Marco Stiepermann,21,Attacking Midfield,Alem. Aachen,"End of loanJun 30, 2012",in,Summer,0,1 Bundesliga,2012,2012/2013
Borussia Dortmund,Lasse Sobiech,21,Centre-Back,FC St. Pauli,"End of loanJun 30, 2012",in,Summer,0,1 Bundesliga,2012,2012/2013
Borussia Dortmund,Daniel Ginczek,21,Centre-Forward,VfL Bochum,"End of loanJun 30, 2012",in,Summer,0,1 Bundesliga,2012,2012/2013
Borussia Dortmund,Dimitar Rangelov,29,Second Striker,Energie Cottbus,"End of loanJun 30, 2012",in,Summer,0,1 Bundesliga,2012,2012/2013
Borussia Dortmund,Marc Hornschuh,21,Centre-Back,FC Ingolstadt,"End of loanJun 30, 2012",in,Summer,0,1 Bundesliga,2012,2012/2013
Borussia Dortmund,Shinji Kagawa,23,Attacking Midfield,Man Utd,£14.40m,out,Summer,14.4,1 Bundesliga,2012,2012/2013
Borussia Dortmund,Lucas Barrios,27,Centre-Forward,GZ Evergrande,£7.65m,out,Summer,7.65,1 Bundesliga,2012,2012/2013
Borussia Dortmund,Dimitar Rangelov,29,Second Striker,FC Luzern,£450Th.,out,Summer,0.45,1 Bundesliga,2012,2012/2013
Borussia Dortmund,Marco Stiepermann,21,Attacking Midfield,Energie Cottbus,£180Th.,out,Summer,0.18,1 Bundesliga,2012,2012/2013
Borussia Dortmund,Julian Koch,21,Defensive Midfield,MSV Duisburg,Loan fee:£90Th.,out,Summer,0.09,1 Bundesliga,2012,2012/2013
Borussia Dortmund,Lasse Sobiech,21,Centre-Back,Greuther Fürth,Loan fee:£90Th.,out,Summer,0.09,1 Bundesliga,2012,2012/2013
Borussia Dortmund,Daniel Ginczek,21,Centre-Forward,FC St. Pauli,Loan fee:£90Th.,out,Summer,0.09,1 Bundesliga,2012,2012/2013
