id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
227,Robert Lewandowski,33,2959,22,33.14324213936925,7,9.613417826592922,144,47,2,0,F,Bayern Munich,19,30.112296249717474,41.9232893884182,8.940890244208276
2380,Paco Alcácer,26,1181,18,10.243740145117044,0,1.6062996024265885,52,15,0,0,F S,Borussia Dortmund,17,9.485963467508554,12.346812877804041,4.099529501050711
319,Marco Reus,27,2335,17,16.63949491083622,8,6.939870925620198,69,38,3,1,F M,Borussia Dortmund,14,14.366164984181523,25.320983104407787,9.207558187656105
956,Andrej Kramaric,30,2418,17,21.57557637989521,4,5.921647775918245,111,51,2,0,F M S,Hoffenheim,12,17.029077153652906,30.95578696206212,12.90021593682468
5220,Kai Havertz,34,2906,17,11.994204838760197,3,2.954478455707431,86,35,2,0,F M S,Bayer Leverkusen,14,9.721117750741541,22.984744610264897,12.918041354045272
6228,Luka Jovic,32,2256,17,16.374113779515028,5,3.95373404212296,96,26,1,0,F M S,Eintracht Frankfurt,16,15.616337072104216,19.62764548137784,4.356704535894096
7052,Wout Weghorst,34,2933,17,15.743419464677572,7,4.72768147289753,74,37,4,0,F S,Wolfsburg,13,12.712312754243612,18.03469513170421,3.53567233402282
65,Timo Werner,30,2537,16,17.38365549966693,7,5.612686746753752,107,36,1,0,F M S,RasenBallsport Leipzig,16,16.62587882205844,24.071137614548206,3.907918706536293
3834,Ishak Belfodil,28,1867,16,12.273321896791458,3,5.104059521108866,89,30,3,0,F M S,Hoffenheim,16,12.273321896791458,18.454887218773365,3.8128798585385084
5250,Yussuf Poulsen,31,2450,15,12.088994555175304,3,4.421724207699299,65,32,2,0,F S,RasenBallsport Leipzig,15,12.088994555175304,19.941681249067187,6.061321057379246
6144,Sébastien Haller,29,2176,15,13.69488088041544,9,7.365839168429375,54,38,3,0,F S,Eintracht Frankfurt,12,11.42155072838068,18.38964570313692,5.61649052798748
83,Kevin Volland,34,2829,14,15.157771278172731,9,8.729120729491115,87,43,4,0,D F M S,Bayer Leverkusen,14,15.157771278172731,24.608725138008595,5.735533520579338
5735,Jean-Philippe Mateta,34,2505,14,13.438383596017957,2,2.8835377227514982,96,30,2,0,F S,Mainz 05,14,13.438383596017957,17.881380734965205,2.674824961461127
3310,Alassane Pléa,34,2513,12,11.376326887868345,4,3.4188451878726482,83,34,2,0,F M S,Borussia M.Gladbach,12,11.376326887868345,15.470366824418306,5.197072887793183
6345,Jadon Sancho,34,2463,12,7.42170562967658,14,8.30954198166728,40,63,2,0,M S,Borussia Dortmund,12,7.42170562967658,28.072816412895918,16.31535041704774
155,Max Kruse,32,2840,11,10.845131965354085,9,5.90660797804594,91,78,0,0,F M,Werder Bremen,8,8.571801902726293,19.773427449166775,9.382066011428833
5240,Ondrej Duda,32,2590,11,6.746959904208779,5,5.985960928723216,54,41,7,0,M S,Hertha Berlin,11,6.746959904208779,17.58169650286436,8.362128216773272
29,Vedad Ibisevic,28,1838,10,11.796553768217564,2,1.202530164271593,53,16,4,1,F M S,Hertha Berlin,9,11.038777105510235,15.357350505888462,3.7467411402612925
213,Thorgan Hazard,33,2885,10,9.718650277704,10,9.782202674075961,75,73,1,0,F M,Borussia M.Gladbach,7,5.9297669269144535,17.893276195973158,8.82364621385932
993,Serge Gnabry,30,1782,10,9.3367649782449,5,7.477375930175185,63,27,0,0,F M S,Bayern Munich,10,9.3367649782449,23.934615643694997,9.198966048657894
2655,Alfred Finnbogason,18,1372,10,11.457083161920309,1,2.4275614842772484,40,20,2,0,F S,Augsburg,6,8.426219340413809,10.54528609290719,1.5004216907545924
4248,Nils Petersen,24,1925,10,7.423548826947808,3,1.512045355513692,49,21,0,0,F S,Freiburg,9,5.907995501533151,8.715452741831541,3.1481847977265716
5706,Dodi Lukebakio,31,1989,10,11.845299813896418,3,2.206744723021984,56,20,6,0,F M S,Fortuna Duesseldorf,6,7.298882864415646,12.223737822845578,2.986319987103343
7059,Benito Raman,30,1677,10,7.745715342462063,4,3.12570059299469,55,21,1,0,F M S,Fortuna Duesseldorf,10,7.745715342462063,11.815192606300116,2.0095480903983116
294,Gian-Luca Waldschmidt,30,1705,9,7.428588226437569,1,2.396783926524222,64,23,1,0,F M S,Freiburg,6,5.155258126556873,9.611495083197951,4.248695028945804
1852,Ante Rebic,28,1995,9,10.508407331071794,4,5.556315046735108,61,34,3,1,F M S,Eintracht Frankfurt,9,10.508407331071794,16.078252567909658,2.8449556343257427
6338,Lucas Alario,27,1240,9,6.610637441277504,3,1.6486541628837585,42,15,1,0,F S,Bayer Leverkusen,9,6.610637441277504,9.995476050302386,2.3495355527848005
6523,Milot Rashica,26,1571,9,6.400961929932237,5,4.246432401239872,59,30,1,0,F M S,Werder Bremen,8,5.643185282126069,10.05634458642453,2.065902835689485
26,Salomon Kalou,30,2329,8,10.371440075337887,2,4.99396488070488,47,29,0,0,F M S,Hertha Berlin,5,8.098110042512417,15.156662099063396,3.438527861610055
