id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
227,Robert Lewandowski,30,2163,29,27.895815512165427,2,2.3904438270255923,127,22,1,0,F S,Bayern Munich,23,22.591378761455417,28.035747051239014,5.410496477037668
4248,Nils Petersen,32,2226,15,11.808655567467213,1,2.1846737880259752,64,32,3,1,F S,Freiburg,10,7.2619954869151115,8.896061250939965,1.8138738851994276
83,Kevin Volland,31,2607,14,10.532188460230827,2,5.164173441007733,55,33,5,0,F M S,Bayer Leverkusen,14,10.532188460230827,17.41034341417253,4.32119206013158
88,Mark Uth,31,2171,14,9.936885599046946,8,4.7034618165344,56,29,5,0,D F M S,Hoffenheim,14,9.936885599046946,16.576855247840285,4.064813103526831
6098,Niclas Füllkrug,34,2387,14,11.419231377542019,3,3.6936256112530828,87,37,2,0,F S,Hannover 96,11,8.388204976916313,14.361855374649167,4.863059373572469
65,Timo Werner,32,2497,13,13.574377294629812,7,4.531201355159283,95,24,1,0,F S,RasenBallsport Leipzig,11,12.058823954313993,16.80082842335105,2.6707771569490433
171,Michael Gregoritsch,32,2543,13,9.903523188084364,2,1.2969312742352486,91,20,3,0,F M S,Augsburg,12,9.145746480673552,12.259740420617163,4.842769099399447
318,Pierre-Emerick Aubameyang,16,1421,13,16.653736653737724,3,2.558148507028818,59,16,0,1,F,Borussia Dortmund,10,13.622629853896797,16.92688262462616,2.5583305675536394
956,Andrej Kramaric,34,2221,13,10.218700809404254,6,5.703152911737561,82,52,1,0,F M S,Hoffenheim,11,8.703147543594241,16.007909201085567,7.24349557980895
11,Sandro Wagner,25,1599,12,9.843643795698881,3,1.720282780006528,53,22,4,0,F S,"Bayern Munich,Hoffenheim",11,9.085867058485746,11.890928357839584,2.1556781213730574
26,Salomon Kalou,31,2237,12,9.567291403189301,3,2.3350696871057153,50,16,0,0,F M S,Hertha Berlin,11,8.051737987436354,9.753897490911186,1.9603100549429655
2655,Alfred Finnbogason,22,1837,12,11.308463230729103,3,3.5568736158311367,52,32,2,0,F,Augsburg,9,9.035133257508278,13.886732403188944,2.5996821308508515
5302,Guido Burgstaller,32,2324,11,9.003491194918752,4,4.392529845237732,55,28,8,0,F M S,Schalke 04,11,9.003491194918752,11.453916266560555,2.062215194106102
213,Thorgan Hazard,34,2955,10,14.29757103510201,5,6.631205789744854,88,63,1,0,F M S,Borussia M.Gladbach,5,9.751071785576642,20.93061375245452,8.564175194129348
993,Serge Gnabry,22,1535,10,5.927383705973625,5,3.723110433667898,50,26,0,0,F M S,Hoffenheim,10,5.169607006013393,11.800418868660927,4.1164103131741285
4280,Davie Selke,27,1887,10,7.410128842107952,0,1.7112513706088066,46,15,4,0,F S,Hertha Berlin,9,6.652352164499462,10.679216637276113,3.385634621605277
210,Raffael,27,2087,9,7.206687377765775,2,4.466371538117528,53,35,0,0,F S,Borussia M.Gladbach,8,6.4489106852561235,14.4151691198349,5.948902063071728
261,Julian Brandt,34,2347,9,6.035905315540731,3,6.286203434690833,43,59,0,0,D F M S,Bayer Leverkusen,9,6.035905315540731,16.71145360916853,8.130163364112377
300,Daniel Didavi,30,2262,9,4.22995846811682,5,2.2997862063348293,55,29,4,0,F M S,Wolfsburg,9,4.22995846811682,7.026380226947367,2.5583178009837866
407,Martin Harnik,30,1892,9,7.442933835089207,2,1.194212176837027,49,18,2,0,F M S,Hannover 96,9,7.442933835089207,9.097863975912333,1.9594202246516943
3299,Jean-Kevin Augustin,25,1273,9,7.302128504961729,5,2.091574113816023,37,16,1,0,F S,RasenBallsport Leipzig,8,5.786575123667717,9.258109405636787,2.346625229343772
3887,Mario Gomez,28,2329,9,10.123370645567775,3,3.007443292066455,56,25,3,0,F S,"VfB Stuttgart,Wolfsburg",9,8.607817268930376,11.7104268129915,2.7160697765648365
4247,Maximilian Philipp,20,1212,9,4.919506423175335,1,2.19315617531538,44,15,0,0,F M S,Borussia Dortmund,9,4.919506423175335,9.881750244647264,3.7884496226906776
