,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Youssef Aït Bennasser,"€ 11,250","€ 585,000","€ 605,301",M,19,Morocco,Nancy,Ligue 1,2016-2017
1,Issiar Dia,"€ 11,000","€ 572,000","€ 591,850",F,29,Senegal,Nancy,Ligue 1,2016-2017
2,Youssouf Hadji,"€ 11,000","€ 572,000","€ 591,850",F,36,Morocco,Nancy,Ligue 1,2016-2017
3,Christophe Mandanne,"€ 8,808","€ 458,000","€ 473,894",F,31,France,Nancy,Ligue 1,2016-2017
4,Anthony Koura,"€ 8,808","€ 458,000","€ 473,894",F,23,Burkina Faso,Nancy,Ligue 1,2016-2017
5,Loïc Puyo,"€ 8,462","€ 440,000","€ 455,269",M,27,France,Nancy,Ligue 1,2016-2017
6,Joffrey Cuffaut,"€ 7,673","€ 399,000","€ 412,846",D,28,France,Nancy,Ligue 1,2016-2017
7,Serge N'Guessan,"€ 7,538","€ 392,000","€ 405,603",M,21,Cote d'Ivoire,Nancy,Ligue 1,2016-2017
8,Erick Cabaco,"€ 6,596","€ 343,000","€ 354,903",D,21,Uruguay,Nancy,Ligue 1,2016-2017
9,Vincent Marchetti,"€ 6,481","€ 337,000","€ 348,695",M,18,France,Nancy,Ligue 1,2016-2017
10,Vincent Muratori,"€ 6,385","€ 332,000","€ 343,521",D,28,France,Nancy,Ligue 1,2016-2017
11,Sergey Chernik,"€ 6,327","€ 329,000","€ 340,417",K,27,Belarus,Nancy,Ligue 1,2016-2017
12,Alexis Busin,"€ 5,846","€ 304,000","€ 314,550",F,20,France,Nancy,Ligue 1,2016-2017
13,Alou Diarra,"€ 5,500","€ 286,000","€ 295,925",M,34,France,Nancy,Ligue 1,2016-2017
14,Karim Coulibaly,"€ 4,904","€ 255,000","€ 263,849",F,23,France,Nancy,Ligue 1,2016-2017
15,Modou Diagne,"€ 4,808","€ 250,000","€ 258,676",D,22,Senegal,Nancy,Ligue 1,2016-2017
16,Tobias Badila,"€ 4,788","€ 249,000","€ 257,641",D,23,Congo,Nancy,Ligue 1,2016-2017
17,Benoît Pedretti,"€ 4,404","€ 229,000","€ 236,947",M,35,France,Nancy,Ligue 1,2016-2017
18,Yann Mabella,"€ 3,615","€ 188,000","€ 194,524",F,20,France,Nancy,Ligue 1,2016-2017
19,Faitout Maouassa,"€ 2,308","€ 120,000","€ 124,164",D,17,France,Nancy,Ligue 1,2016-2017
20,Amine Bassi,"€ 1,404","€ 73,000","€ 75,533",M,18,Morocco,Nancy,Ligue 1,2016-2017
21,Alexandre Menay,"€ 1,058","€ 55,000","€ 56,909",K,19,France,Nancy,Ligue 1,2016-2017
22,Ryan Bidounga,€ 923,"€ 48,000","€ 49,666",D,19,France,Nancy,Ligue 1,2016-2017
23,Mickaël Chrétien Basser,€ 0,€ 0,€ 0,D,31,Morocco,Nancy,Ligue 1,2016-2017
24,Maurice Dalé,€ 0,€ 0,€ 0,F,30,France,Nancy,Ligue 1,2016-2017
25,Julien Cetout,€ 0,€ 0,€ 0,D,28,France,Nancy,Ligue 1,2016-2017
26,Guy Ndy Assembé,€ 0,€ 0,€ 0,K,30,Cameroon,Nancy,Ligue 1,2016-2017
27,Diallo Guidileye,€ 0,€ 0,€ 0,M,26,Mauritania,Nancy,Ligue 1,2016-2017
28,Clément Lenglet,€ 0,€ 0,€ 0,D,21,France,Nancy,Ligue 1,2016-2017
29,Anthony Robic,€ 0,€ 0,€ 0,F,30,France,Nancy,Ligue 1,2016-2017
