,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Morgan Sanson,"€ 37,808","€ 1,966,000","€ 2,034,226",M,21,France,Montpellier,Ligue 1,2016-2017
1,Souleymane Camara,"€ 18,058","€ 939,000","€ 971,586",F,33,Senegal,Montpellier,Ligue 1,2016-2017
2,Ryad Boudebouz,"€ 17,404","€ 905,000","€ 936,406",M,26,Algeria,Montpellier,Ligue 1,2016-2017
3,Anthony Vanden Borre,"€ 14,346","€ 746,000","€ 771,888",D,28,Belgium,Montpellier,Ligue 1,2016-2017
4,Kévin Bérigaud,"€ 13,269","€ 690,000","€ 713,945",F,28,France,Montpellier,Ligue 1,2016-2017
5,Hilton,"€ 13,038","€ 678,000","€ 701,528",D,38,Brazil,Montpellier,Ligue 1,2016-2017
6,Daniel Congré,"€ 13,038","€ 678,000","€ 701,528",D,31,France,Montpellier,Ligue 1,2016-2017
7,Geoffrey Jourdren,"€ 13,038","€ 678,000","€ 701,528",K,30,France,Montpellier,Ligue 1,2016-2017
8,Steve Mounié,"€ 11,519","€ 599,000","€ 619,787",F,21,Benin,Montpellier,Ligue 1,2016-2017
9,Casimir Ninga,"€ 11,365","€ 591,000","€ 611,509",F,23,Chad,Montpellier,Ligue 1,2016-2017
10,Mathieu Deplagne,"€ 11,250","€ 585,000","€ 605,301",D,24,France,Montpellier,Ligue 1,2016-2017
11,Ellyes Skhiri,"€ 11,038","€ 574,000","€ 593,919",M,21,Tunisia,Montpellier,Ligue 1,2016-2017
12,Jonathan Ikoné,"€ 10,904","€ 567,000","€ 586,676",M,18,France,Montpellier,Ligue 1,2016-2017
13,Lukas Pokorny,"€ 10,269","€ 534,000","€ 552,531",D,22,Czech Republic,Montpellier,Ligue 1,2016-2017
14,Joris Marveaux,"€ 10,173","€ 529,000","€ 547,358",M,33,Martinique,Montpellier,Ligue 1,2016-2017
15,Paul Lasne,"€ 10,096","€ 525,000","€ 543,219",M,27,France,Montpellier,Ligue 1,2016-2017
16,Jérôme Roussillon,"€ 10,096","€ 525,000","€ 543,219",D,23,France,Montpellier,Ligue 1,2016-2017
17,Laurent Pionnier,"€ 10,096","€ 525,000","€ 543,219",K,34,France,Montpellier,Ligue 1,2016-2017
18,Jamel Saihi,"€ 9,904","€ 515,000","€ 532,872",M,29,Tunisia,Montpellier,Ligue 1,2016-2017
19,Keagan Dolly,"€ 9,269","€ 482,000","€ 498,727",F,23,South Africa,Montpellier,Ligue 1,2016-2017
20,William Rémy,"€ 9,096","€ 473,000","€ 489,414",D,25,France,Montpellier,Ligue 1,2016-2017
21,Cédric Mongongu,"€ 8,577","€ 446,000","€ 461,477",D,27,Democratic Republic of Congo,Montpellier,Ligue 1,2016-2017
22,Yacouba Sylla,"€ 8,231","€ 428,000","€ 442,853",M,25,Mali,Montpellier,Ligue 1,2016-2017
23,Isaac Mbenza,"€ 7,173","€ 373,000","€ 385,944",F,20,Belgium,Montpellier,Ligue 1,2016-2017
24,Nicolas Saint-Ruf,"€ 6,250","€ 325,000","€ 336,278",D,23,France,Montpellier,Ligue 1,2016-2017
25,Nordi Mukiele,"€ 5,231","€ 272,000","€ 281,439",D,18,France,Montpellier,Ligue 1,2016-2017
26,Jonathan Ligali,"€ 3,981","€ 207,000","€ 214,183",K,25,France,Montpellier,Ligue 1,2016-2017
27,Killian Sanson,"€ 1,731","€ 90,000","€ 93,123",M,19,France,Montpellier,Ligue 1,2016-2017
28,Morgan Poaty,"€ 1,673","€ 87,000","€ 90,019",D,18,France,Montpellier,Ligue 1,2016-2017
29,Pierrick Fito,"€ 1,654","€ 86,000","€ 88,984",M,20,France,Montpellier,Ligue 1,2016-2017
30,Bryan Passi,"€ 1,385","€ 72,000","€ 74,499",D,18,France,Montpellier,Ligue 1,2016-2017
31,Alexandre Llovet,"€ 1,365","€ 71,000","€ 73,464",F,18,France,Montpellier,Ligue 1,2016-2017
32,Dimitry Bertaud,€ 769,"€ 40,000","€ 41,388",K,18,France,Montpellier,Ligue 1,2016-2017
33,Mamadou N'Diaye,€ 0,€ 0,€ 0,D,21,Senegal,Montpellier,Ligue 1,2016-2017
34,Stéphane Sessègnon,€ 0,€ 0,€ 0,M,32,Benin,Montpellier,Ligue 1,2016-2017
