,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Julien Féret,"€ 17,404","€ 905,000","€ 936,406",M,33,France,Caen,Ligue 1,2016-2017
1,Ivan Santini,"€ 15,231","€ 792,000","€ 819,485",F,27,Croatia,Caen,Ligue 1,2016-2017
2,Ronny Rodelin,"€ 15,231","€ 792,000","€ 819,485",F,26,France,Caen,Ligue 1,2016-2017
3,Jonathan Delaplace,"€ 13,192","€ 686,000","€ 709,806",M,30,France,Caen,Ligue 1,2016-2017
4,Damien Da Silva,"€ 12,115","€ 630,000","€ 651,863",D,28,France,Caen,Ligue 1,2016-2017
5,Vincent Bessat,"€ 10,885","€ 566,000","€ 585,642",D,30,France,Caen,Ligue 1,2016-2017
6,Rémy Vercoutre,"€ 10,885","€ 566,000","€ 585,642",K,36,France,Caen,Ligue 1,2016-2017
7,Romain Genevois,"€ 9,904","€ 515,000","€ 532,872",D,28,Haiti,Caen,Ligue 1,2016-2017
8,Steed Malbranque,"€ 9,904","€ 515,000","€ 532,872",M,36,France,Caen,Ligue 1,2016-2017
9,Nicolas Seube,"€ 8,808","€ 458,000","€ 473,894",M,36,France,Caen,Ligue 1,2016-2017
10,Ismaël Diomandé,"€ 8,808","€ 458,000","€ 473,894",M,23,Cote d'Ivoire,Caen,Ligue 1,2016-2017
11,Matthieu Dreyer,"€ 8,808","€ 458,000","€ 473,894",K,27,France,Caen,Ligue 1,2016-2017
12,Mouhamadou Dabo,"€ 8,692","€ 452,000","€ 467,686",D,29,France,Caen,Ligue 1,2016-2017
13,Emmanuel Imorou,"€ 8,692","€ 452,000","€ 467,686",D,27,Benin,Caen,Ligue 1,2016-2017
14,Jordan Adéoti,"€ 8,692","€ 452,000","€ 467,686",M,27,Benin,Caen,Ligue 1,2016-2017
15,Alaeddine Yahia,"€ 8,692","€ 452,000","€ 467,686",D,34,Tunisia,Caen,Ligue 1,2016-2017
16,Hervé Bazile,"€ 8,692","€ 452,000","€ 467,686",F,26,Haiti,Caen,Ligue 1,2016-2017
17,Jeff Louis,"€ 7,654","€ 398,000","€ 411,812",M,23,Haiti,Caen,Ligue 1,2016-2017
18,Syam Ben Youssef,"€ 6,596","€ 343,000","€ 354,903",D,27,Tunisia,Caen,Ligue 1,2016-2017
19,Chaker Alhadhur,"€ 4,404","€ 229,000","€ 236,947",D,24,Comoros,Caen,Ligue 1,2016-2017
20,Paul Reulet,"€ 4,404","€ 229,000","€ 236,947",K,22,France,Caen,Ligue 1,2016-2017
21,Frédéric Guilbert,"€ 4,212","€ 219,000","€ 226,600",D,21,France,Caen,Ligue 1,2016-2017
22,Pape Sané,"€ 3,827","€ 199,000","€ 205,906",F,24,Senegal,Caen,Ligue 1,2016-2017
23,Jean-Victor Makengo,"€ 1,750","€ 91,000","€ 94,158",M,18,France,Caen,Ligue 1,2016-2017
24,Yann Karamoh,"€ 1,750","€ 91,000","€ 94,158",F,17,France,Caen,Ligue 1,2016-2017
25,Jordan Leborgne,"€ 1,538","€ 80,000","€ 82,776",M,20,France,Caen,Ligue 1,2016-2017
26,Jordan Tell,€ 442,"€ 23,000","€ 23,798",F,19,France,Caen,Ligue 1,2016-2017
27,Durel Avounou,€ 442,"€ 23,000","€ 23,798",M,18,Congo,Caen,Ligue 1,2016-2017
28,Louis Deschateaux,€ 442,"€ 23,000","€ 23,798",K,19,France,Caen,Ligue 1,2016-2017
29,Valentin Voisin,€ 385,"€ 20,000","€ 20,694",M,20,France,Caen,Ligue 1,2016-2017
30,Christopher Operi,€ 192,"€ 10,000","€ 10,347",D,19,France,Caen,Ligue 1,2016-2017
31,Christian Kouakou,€ 0,€ 0,€ 0,F,25,Cote d'Ivoire,Caen,Ligue 1,2016-2017
32,Jordan N'Kololo,€ 0,€ 0,€ 0,F,23,Democratic Republic of Congo,Caen,Ligue 1,2016-2017
33,Adama Mbengue,€ 0,€ 0,€ 0,D,22,Senegal,Caen,Ligue 1,2016-2017
34,Florian Le Joncour,€ 0,€ 0,€ 0,D,21,France,Caen,Ligue 1,2016-2017
35,Exaucé Ngassaki,€ 0,€ 0,€ 0,F,19,Congo,Caen,Ligue 1,2016-2017
