,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Kévin Bérigaud,"€ 13,269","€ 690,000","€ 713,945",F,28,France,Angers,Ligue 1,2016-2017
1,Famara Diédhiou,"€ 10,096","€ 525,000","€ 543,219",F,23,Senegal,Angers,Ligue 1,2016-2017
2,Thomas Mangani,"€ 10,096","€ 525,000","€ 543,219",M,29,France,Angers,Ligue 1,2016-2017
3,Karl Toko Ekambi,"€ 10,096","€ 525,000","€ 543,219",F,23,Cameroon,Angers,Ligue 1,2016-2017
4,Jamel Saihi,"€ 9,904","€ 515,000","€ 532,872",M,29,Tunisia,Angers,Ligue 1,2016-2017
5,Romain Thomas,"€ 8,692","€ 452,000","€ 467,686",D,28,France,Angers,Ligue 1,2016-2017
6,Pablo Martinez,"€ 8,615","€ 448,000","€ 463,547",D,27,France,Angers,Ligue 1,2016-2017
7,Yoann Andreu,"€ 7,577","€ 394,000","€ 407,673",D,27,France,Angers,Ligue 1,2016-2017
8,Alexandre Letellier,"€ 7,577","€ 394,000","€ 407,673",K,25,France,Angers,Ligue 1,2016-2017
9,Gilles Sunu,"€ 7,577","€ 394,000","€ 407,673",F,25,Togo,Angers,Ligue 1,2016-2017
10,Ismaël Traoré,"€ 7,577","€ 394,000","€ 407,673",D,29,Cote d'Ivoire,Angers,Ligue 1,2016-2017
11,Pierrick Capelle,"€ 7,577","€ 394,000","€ 407,673",M,29,France,Angers,Ligue 1,2016-2017
12,Vincent Manceau,"€ 7,577","€ 394,000","€ 407,673",D,26,France,Angers,Ligue 1,2016-2017
13,Flavien Tait,"€ 7,519","€ 391,000","€ 404,569",F,23,France,Angers,Ligue 1,2016-2017
14,Nicolas Pépé,"€ 7,481","€ 389,000","€ 402,499",F,21,Cote d'Ivoire,Angers,Ligue 1,2016-2017
15,Abdoulaye Bamba,"€ 7,462","€ 388,000","€ 401,465",D,26,Cote d'Ivoire,Angers,Ligue 1,2016-2017
16,Denis Petric,"€ 7,423","€ 386,000","€ 399,395",K,28,Serbia,Angers,Ligue 1,2016-2017
17,Mathieu Michel,"€ 7,346","€ 382,000","€ 395,256",K,24,France,Angers,Ligue 1,2016-2017
18,Mateo Pavlovic,"€ 7,250","€ 377,000","€ 390,083",D,26,Croatia,Angers,Ligue 1,2016-2017
19,Grégory Bourillon,"€ 6,462","€ 336,000","€ 347,660",D,32,France,Angers,Ligue 1,2016-2017
20,Mathias Serin,"€ 6,058","€ 315,000","€ 325,931",M,24,France,Angers,Ligue 1,2016-2017
21,Issa Cissokho,"€ 6,019","€ 313,000","€ 323,862",D,31,Senegal,Angers,Ligue 1,2016-2017
22,Dickson Nwakaeme,"€ 5,635","€ 293,000","€ 303,168",F,30,Nigeria,Angers,Ligue 1,2016-2017
23,Jonathan Bamba,"€ 3,962","€ 206,000","€ 213,149",F,20,France,Angers,Ligue 1,2016-2017
24,Ronan Touzet,"€ 1,231","€ 64,000","€ 66,221",D,18,France,Angers,Ligue 1,2016-2017
25,Gabriel Mutombo,€ 0,€ 0,€ 0,D,20,France,Angers,Ligue 1,2016-2017
26,Goran Karanovic,€ 0,€ 0,€ 0,F,28,Switzerland,Angers,Ligue 1,2016-2017
27,Kalifa Traoré,€ 0,€ 0,€ 0,D,25,Mali,Angers,Ligue 1,2016-2017
28,Cheikh N'Doye,€ 0,€ 0,€ 0,M,30,Senegal,Angers,Ligue 1,2016-2017
29,Billy Ketkeophomphone,€ 0,€ 0,€ 0,M,26,France,Angers,Ligue 1,2016-2017
30,Mehdi Tahrat,€ 0,€ 0,€ 0,D,26,Algeria,Angers,Ligue 1,2016-2017
31,Baptiste Santamaría,€ 0,€ 0,€ 0,M,21,France,Angers,Ligue 1,2016-2017
32,Yoane Wissa,€ 0,€ 0,€ 0,M,19,France,Angers,Ligue 1,2016-2017
33,Anthony Mandrea,€ 0,€ 0,€ 0,K,19,France,Angers,Ligue 1,2016-2017
34,Férébory Doré,€ 0,€ 0,€ 0,F,27,Congo,Angers,Ligue 1,2016-2017
35,Aïssa Laïdouni,€ 0,€ 0,€ 0,M,19,France,Angers,Ligue 1,2016-2017
