,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Majeed Waris,"€ 15,231","€ 792,000","€ 819,485",F,24,Ghana,Lorient,Ligue 1,2016-2017
1,Benjamin Moukandjo,"€ 14,135","€ 735,000","€ 760,507",F,27,Cameroon,Lorient,Ligue 1,2016-2017
2,Michaël Ciani,"€ 12,615","€ 656,000","€ 678,765",D,32,France,Lorient,Ligue 1,2016-2017
3,Cafú,"€ 12,250","€ 637,000","€ 659,106",M,23,Portugal,Lorient,Ligue 1,2016-2017
4,Jimmy Cabot,"€ 11,154","€ 580,000","€ 600,128",M,22,France,Lorient,Ligue 1,2016-2017
5,Sylvain Marveaux,"€ 10,885","€ 566,000","€ 585,642",M,30,Martinique,Lorient,Ligue 1,2016-2017
6,Arnold Mvuemba,"€ 10,885","€ 566,000","€ 585,642",M,31,Democratic Republic of Congo,Lorient,Ligue 1,2016-2017
7,Lindsay Rose,"€ 10,442","€ 543,000","€ 561,844",D,24,Mauritius,Lorient,Ligue 1,2016-2017
8,Benjamin Jeannot,"€ 10,096","€ 525,000","€ 543,219",F,24,France,Lorient,Ligue 1,2016-2017
9,François Bellugou,"€ 10,096","€ 525,000","€ 543,219",D,29,France,Lorient,Ligue 1,2016-2017
10,Wesley Lautoa,"€ 10,096","€ 525,000","€ 543,219",D,28,France,Lorient,Ligue 1,2016-2017
11,Walid Mesloub,"€ 10,096","€ 525,000","€ 543,219",M,30,Algeria,Lorient,Ligue 1,2016-2017
12,Benjamin Lecomte,"€ 10,096","€ 525,000","€ 543,219",K,25,France,Lorient,Ligue 1,2016-2017
13,Zargo Touré,"€ 9,904","€ 515,000","€ 532,872",D,26,Senegal,Lorient,Ligue 1,2016-2017
14,Mathieu Peybernes,"€ 9,904","€ 515,000","€ 532,872",D,25,France,Lorient,Ligue 1,2016-2017
15,Romain Philippoteaux,"€ 9,038","€ 470,000","€ 486,310",M,28,France,Lorient,Ligue 1,2016-2017
16,Jérémie Aliadière,"€ 8,692","€ 452,000","€ 467,686",F,33,France,Lorient,Ligue 1,2016-2017
17,Maxime Barthelmé,"€ 8,692","€ 452,000","€ 467,686",M,27,France,Lorient,Ligue 1,2016-2017
18,Vincent Le Goff,"€ 8,404","€ 437,000","€ 452,165",D,26,France,Lorient,Ligue 1,2016-2017
19,Steven Moreira,"€ 7,981","€ 415,000","€ 429,402",D,21,France,Lorient,Ligue 1,2016-2017
20,Pape Paye,"€ 7,596","€ 395,000","€ 408,708",D,26,France,Lorient,Ligue 1,2016-2017
21,Paul Delecroix,"€ 7,269","€ 378,000","€ 391,118",K,27,France,Lorient,Ligue 1,2016-2017
22,Erwin Koffi,"€ 4,827","€ 251,000","€ 259,710",D,21,France,Lorient,Ligue 1,2016-2017
23,Pierre-Yves Hamel,"€ 3,327","€ 173,000","€ 179,004",F,22,France,Lorient,Ligue 1,2016-2017
24,Issam Ben Khemis,"€ 3,077","€ 160,000","€ 165,552",M,20,Tunisia,Lorient,Ligue 1,2016-2017
25,Mohamed Mara,"€ 3,038","€ 158,000","€ 163,483",F,19,Guinea,Lorient,Ligue 1,2016-2017
26,Bradley Mazikou,"€ 2,462","€ 128,000","€ 132,442",D,20,Congo,Lorient,Ligue 1,2016-2017
27,Alexis Claude-Maurice,"€ 1,923","€ 100,000","€ 103,470",M,18,France,Lorient,Ligue 1,2016-2017
28,Anthony Lamonge,"€ 1,904","€ 99,000","€ 102,436",K,20,France,Lorient,Ligue 1,2016-2017
29,Alexandre Lavenant,"€ 1,885","€ 98,000","€ 101,401",M,21,France,Lorient,Ligue 1,2016-2017
30,Ibrahima Conté,"€ 1,750","€ 91,000","€ 94,158",D,20,Guinea,Lorient,Ligue 1,2016-2017
31,Moryké Fofana,€ 0,€ 0,€ 0,F,24,Cote d'Ivoire,Lorient,Ligue 1,2016-2017
32,Mattéo Guendouzi,€ 0,€ 0,€ 0,M,17,France,Lorient,Ligue 1,2016-2017
33,Marvin Gakpa,€ 0,€ 0,€ 0,M,22,France,Lorient,Ligue 1,2016-2017
34,Valentin Lavigne,€ 0,€ 0,€ 0,F,22,France,Lorient,Ligue 1,2016-2017
35,Faïz Selemani,€ 0,€ 0,€ 0,F,22,Comoros,Lorient,Ligue 1,2016-2017
36,Didier Ndong,€ 0,€ 0,€ 0,M,22,Gabon,Lorient,Ligue 1,2016-2017
37,Denis Bouanga,€ 0,€ 0,€ 0,F,21,Gabon,Lorient,Ligue 1,2016-2017
38,Yohann Wachter,€ 0,€ 0,€ 0,D,24,Gabon,Lorient,Ligue 1,2016-2017
39,Pierre Lavenant,€ 0,€ 0,€ 0,M,20,France,Lorient,Ligue 1,2016-2017
40,Alhassan Wakaso,€ 0,€ 0,€ 0,M,24,Ghana,Lorient,Ligue 1,2016-2017
