,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Cheick Diabaté,"€ 16,250","€ 845,000","€ 874,324",F,28,Mali,Metz,Ligue 1,2016-2017
1,Fallou Diagne,"€ 14,346","€ 746,000","€ 771,888",D,26,Senegal,Metz,Ligue 1,2016-2017
2,Milan Bisevac,"€ 13,038","€ 678,000","€ 701,528",D,32,Serbia,Metz,Ligue 1,2016-2017
3,Renaud Cohade,"€ 10,885","€ 566,000","€ 585,642",M,31,France,Metz,Ligue 1,2016-2017
4,Georges Mandjeck,"€ 10,096","€ 525,000","€ 543,219",M,27,Cameroon,Metz,Ligue 1,2016-2017
5,Yann Jouffre,"€ 8,692","€ 452,000","€ 467,686",M,31,France,Metz,Ligue 1,2016-2017
6,Simon Falette,"€ 8,692","€ 452,000","€ 467,686",D,24,Guinea,Metz,Ligue 1,2016-2017
7,Cheick Doukouré,"€ 8,692","€ 452,000","€ 467,686",M,23,Cote d'Ivoire,Metz,Ligue 1,2016-2017
8,Benoît Assou-Ekotto,"€ 8,692","€ 452,000","€ 467,686",D,32,Cameroon,Metz,Ligue 1,2016-2017
9,Franck Signorino,"€ 8,615","€ 448,000","€ 463,547",D,34,France,Metz,Ligue 1,2016-2017
10,Eiji Kawashima,"€ 8,135","€ 423,000","€ 437,679",K,33,Japan,Metz,Ligue 1,2016-2017
11,Opa Nguette,"€ 6,462","€ 336,000","€ 347,660",F,21,Senegal,Metz,Ligue 1,2016-2017
12,Jonathan Rivierez,"€ 6,308","€ 328,000","€ 339,383",D,27,France,Metz,Ligue 1,2016-2017
13,Florent Mollet,"€ 6,115","€ 318,000","€ 329,035",M,24,France,Metz,Ligue 1,2016-2017
14,Thomas Didillon,"€ 6,115","€ 318,000","€ 329,035",K,20,France,Metz,Ligue 1,2016-2017
15,Iván Balliu,"€ 5,269","€ 274,000","€ 283,509",D,24,Albania,Metz,Ligue 1,2016-2017
16,David Oberhauser,"€ 3,788","€ 197,000","€ 203,836",K,25,France,Metz,Ligue 1,2016-2017
17,Chris Philipps,"€ 3,327","€ 173,000","€ 179,004",M,22,Luxembourg,Metz,Ligue 1,2016-2017
18,Ismaïla Sarr,"€ 3,096","€ 161,000","€ 166,587",F,18,Senegal,Metz,Ligue 1,2016-2017
19,Matthieu Udol,"€ 2,212","€ 115,000","€ 118,991",D,20,France,Metz,Ligue 1,2016-2017
20,Gauthier Hein,"€ 1,731","€ 90,000","€ 93,123",F,19,France,Metz,Ligue 1,2016-2017
21,Moussa Seydi,"€ 1,692","€ 88,000","€ 91,054",F,19,Senegal,Metz,Ligue 1,2016-2017
22,Thibaut Vion,"€ 1,442","€ 75,000","€ 77,603",D,22,France,Metz,Ligue 1,2016-2017
23,Boris Mathis,"€ 1,231","€ 64,000","€ 66,221",F,18,France,Metz,Ligue 1,2016-2017
24,Lemouya Goudiaby,"€ 1,173","€ 61,000","€ 63,117",D,19,Senegal,Metz,Ligue 1,2016-2017
25,Vahid Selimovic,"€ 1,096","€ 57,000","€ 58,978",D,19,Luxembourg,Metz,Ligue 1,2016-2017
26,Youssef Maziz,€ 769,"€ 40,000","€ 41,388",M,18,France,Metz,Ligue 1,2016-2017
27,Nicolas Basin,€ 692,"€ 36,000","€ 37,249",D,17,France,Metz,Ligue 1,2016-2017
28,Vincent Thill,€ 615,"€ 32,000","€ 33,110",M,16,Luxembourg,Metz,Ligue 1,2016-2017
29,Kevin Lejeune,€ 0,€ 0,€ 0,M,31,France,Metz,Ligue 1,2016-2017
30,Guido Milán,€ 0,€ 0,€ 0,D,28,Argentina,Metz,Ligue 1,2016-2017
31,Habib Diallo,€ 0,€ 0,€ 0,F,21,Senegal,Metz,Ligue 1,2016-2017
32,Hamza Sakhi,€ 0,€ 0,€ 0,M,20,Morocco,Metz,Ligue 1,2016-2017
33,Alexis Larriere,€ 0,€ 0,€ 0,M,19,France,Metz,Ligue 1,2016-2017
34,Lucas Toussaint,€ 0,€ 0,€ 0,M,20,France,Metz,Ligue 1,2016-2017
35,Médéric Deher,€ 0,€ 0,€ 0,D,21,France,Metz,Ligue 1,2016-2017
36,Mevlüt Erdinc,€ 0,€ 0,€ 0,F,29,Turkey,Metz,Ligue 1,2016-2017
37,Oumar Gonzalez,€ 0,€ 0,€ 0,D,18,France,Metz,Ligue 1,2016-2017
38,Théodore Efouba Ayissi,€ 0,€ 0,€ 0,D,19,Cameroon,Metz,Ligue 1,2016-2017
