,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Abdelhamid El Kaoutari,"€ 17,750","€ 923,000","€ 955,031",D,26,Morocco,Bastia,Ligue 1,2016-2017
1,Pierre Bengtsson,"€ 15,231","€ 792,000","€ 819,485",D,28,Sweden,Bastia,Ligue 1,2016-2017
2,Sébastien Squillaci,"€ 15,231","€ 792,000","€ 819,485",D,35,France,Bastia,Ligue 1,2016-2017
3,Allan Saint-Maximin,"€ 13,269","€ 690,000","€ 713,945",F,19,France,Bastia,Ligue 1,2016-2017
4,Prince Oniangué,"€ 11,115","€ 578,000","€ 598,058",M,27,Congo,Bastia,Ligue 1,2016-2017
5,Lenny Nangis,"€ 10,904","€ 567,000","€ 586,676",F,22,Guadeloupe,Bastia,Ligue 1,2016-2017
6,Lindsay Rose,"€ 10,442","€ 543,000","€ 561,844",D,24,Mauritius,Bastia,Ligue 1,2016-2017
7,Florian Marange,"€ 10,096","€ 525,000","€ 543,219",D,30,France,Bastia,Ligue 1,2016-2017
8,Mathieu Peybernes,"€ 9,904","€ 515,000","€ 532,872",D,25,France,Bastia,Ligue 1,2016-2017
9,Yannick Cahuzac,"€ 9,788","€ 509,000","€ 526,664",M,31,France,Bastia,Ligue 1,2016-2017
10,Florian Raspentino,"€ 9,750","€ 507,000","€ 524,594",F,27,France,Bastia,Ligue 1,2016-2017
11,Farid Boulaya,"€ 8,769","€ 456,000","€ 471,824",F,23,Algeria,Bastia,Ligue 1,2016-2017
12,Sadio Diallo,"€ 8,692","€ 452,000","€ 467,686",M,25,Guinea,Bastia,Ligue 1,2016-2017
13,Axel Ngando,"€ 8,519","€ 443,000","€ 458,373",M,22,France,Bastia,Ligue 1,2016-2017
14,Mehdi Mostefa,"€ 8,019","€ 417,000","€ 431,471",M,32,Algeria,Bastia,Ligue 1,2016-2017
15,Enzo Crivelli,"€ 7,692","€ 400,000","€ 413,881",F,21,France,Bastia,Ligue 1,2016-2017
16,Gilles Cioni,"€ 7,635","€ 397,000","€ 410,777",D,32,France,Bastia,Ligue 1,2016-2017
17,Gaël Danic,"€ 7,615","€ 396,000","€ 409,742",F,34,France,Bastia,Ligue 1,2016-2017
18,Jean-Louis Leca,"€ 6,654","€ 346,000","€ 358,007",K,30,France,Bastia,Ligue 1,2016-2017
19,Nicolas Saint-Ruf,"€ 6,250","€ 325,000","€ 336,278",D,23,France,Bastia,Ligue 1,2016-2017
20,Alexander Djiku,"€ 5,750","€ 299,000","€ 309,376",D,21,France,Bastia,Ligue 1,2016-2017
21,Abdoulaye Keita,"€ 4,769","€ 248,000","€ 256,606",M,22,Mali,Bastia,Ligue 1,2016-2017
22,Lassana Coulibaly,"€ 4,750","€ 247,000","€ 255,572",M,20,Mali,Bastia,Ligue 1,2016-2017
23,Alexis Thébaux,"€ 4,519","€ 235,000","€ 243,155",K,31,France,Bastia,Ligue 1,2016-2017
24,Thomas Vincensini,"€ 3,462","€ 180,000","€ 186,247",K,22,France,Bastia,Ligue 1,2016-2017
25,Geoffrey Acheampong,"€ 3,327","€ 173,000","€ 179,004",M,19,Ghana,Bastia,Ligue 1,2016-2017
26,Julien Benhaim,"€ 1,692","€ 88,000","€ 91,054",D,19,France,Bastia,Ligue 1,2016-2017
27,Lucas Triki,"€ 1,192","€ 62,000","€ 64,152",D,18,Morocco,Bastia,Ligue 1,2016-2017
28,Fodé Camara,"€ 1,096","€ 57,000","€ 58,978",D,18,Guinea,Bastia,Ligue 1,2016-2017
29,Sami Ben Amar,€ 288,"€ 15,000","€ 15,521",F,18,Morocco,Bastia,Ligue 1,2016-2017
30,Hugo Magnetti,€ 96,"€ 5,000","€ 5,174",M,18,France,Bastia,Ligue 1,2016-2017
31,Julien Romain,€ 0,€ 0,€ 0,F,20,France,Bastia,Ligue 1,2016-2017
32,Lyes Houri,€ 0,€ 0,€ 0,M,20,France,Bastia,Ligue 1,2016-2017
33,Jerson Cabral,€ 0,€ 0,€ 0,F,25,Cape Verde,Bastia,Ligue 1,2016-2017
34,Thievy Bifouma,€ 0,€ 0,€ 0,F,24,Congo,Bastia,Ligue 1,2016-2017
35,Ismaël Diallo,€ 0,€ 0,€ 0,D,19,Cote d'Ivoire,Bastia,Ligue 1,2016-2017
36,Paul Charruau,€ 0,€ 0,€ 0,K,22,France,Bastia,Ligue 1,2016-2017
