,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,João Moutinho,"€ 77,038","€ 4,006,000","€ 4,145,019",M,29,Portugal,Monaco,Ligue 1,2016-2017
1,Thomas Lemar,"€ 69,596","€ 3,619,000","€ 3,744,589",F,20,France,Monaco,Ligue 1,2016-2017
2,Benjamin Mendy,"€ 66,038","€ 3,434,000","€ 3,553,169",D,21,France,Monaco,Ligue 1,2016-2017
3,Kamil Glik,"€ 60,942","€ 3,169,000","€ 3,278,973",D,28,Poland,Monaco,Ligue 1,2016-2017
4,Jemerson,"€ 46,288","€ 2,407,000","€ 2,490,530",D,23,Brazil,Monaco,Ligue 1,2016-2017
5,Nabil Dirar,"€ 39,615","€ 2,060,000","€ 2,131,488",M,30,Morocco,Monaco,Ligue 1,2016-2017
6,Jorge,"€ 38,692","€ 2,012,000","€ 2,081,822",D,20,Brazil,Monaco,Ligue 1,2016-2017
7,Guido Carrillo,"€ 35,827","€ 1,863,000","€ 1,927,651",F,25,Argentina,Monaco,Ligue 1,2016-2017
8,Djibril Sidibé,"€ 35,231","€ 1,832,000","€ 1,895,575",D,23,France,Monaco,Ligue 1,2016-2017
9,Danijel Subasic,"€ 35,231","€ 1,832,000","€ 1,895,575",K,31,Croatia,Monaco,Ligue 1,2016-2017
10,Morgan De Sanctis,"€ 27,385","€ 1,424,000","€ 1,473,417",K,39,Italy,Monaco,Ligue 1,2016-2017
11,Fabinho,"€ 26,404","€ 1,373,000","€ 1,420,647",M,22,Brazil,Monaco,Ligue 1,2016-2017
12,Andrea Raggi,"€ 25,769","€ 1,340,000","€ 1,386,502",D,32,Italy,Monaco,Ligue 1,2016-2017
13,Valère Germain,"€ 24,269","€ 1,262,000","€ 1,305,795",F,26,France,Monaco,Ligue 1,2016-2017
14,Bernardo Silva,"€ 24,212","€ 1,259,000","€ 1,302,691",F,21,Portugal,Monaco,Ligue 1,2016-2017
15,Rony Lopes,"€ 22,019","€ 1,145,000","€ 1,184,735",F,20,Portugal,Monaco,Ligue 1,2016-2017
16,Kylian Mbappé,"€ 21,731","€ 1,130,000","€ 1,169,214",F,17,France,Monaco,Ligue 1,2016-2017
17,Almamy Touré,"€ 16,096","€ 837,000","€ 866,046",D,20,France,Monaco,Ligue 1,2016-2017
18,Allan Saint-Maximin,"€ 13,269","€ 690,000","€ 713,945",F,19,France,Monaco,Ligue 1,2016-2017
19,Corentin Jean,"€ 12,596","€ 655,000","€ 677,730",F,20,France,Monaco,Ligue 1,2016-2017
20,Youssef Aït Bennasser,"€ 11,250","€ 585,000","€ 605,301",M,19,Morocco,Monaco,Ligue 1,2016-2017
