,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Jimmy Briand,"€ 17,404","€ 905,000","€ 936,406",F,30,France,Guingamp,Ligue 1,2016-2017
1,Mathieu Bodmer,"€ 17,404","€ 905,000","€ 936,406",M,33,France,Guingamp,Ligue 1,2016-2017
2,Jérémy Sorbon,"€ 11,365","€ 591,000","€ 611,509",D,32,France,Guingamp,Ligue 1,2016-2017
3,Yannis Salibur,"€ 11,365","€ 591,000","€ 611,509",F,25,France,Guingamp,Ligue 1,2016-2017
4,Lucas Deaux,"€ 9,788","€ 509,000","€ 526,664",M,27,France,Guingamp,Ligue 1,2016-2017
5,Sloan Privat,"€ 9,788","€ 509,000","€ 526,664",F,26,French Guiana,Guingamp,Ligue 1,2016-2017
6,Nill De Pauw,"€ 8,692","€ 452,000","€ 467,686",F,26,Belgium,Guingamp,Ligue 1,2016-2017
7,Reynald Lemaître,"€ 8,481","€ 441,000","€ 456,304",D,33,France,Guingamp,Ligue 1,2016-2017
8,Dorian Lévêque,"€ 8,442","€ 439,000","€ 454,235",D,26,France,Guingamp,Ligue 1,2016-2017
9,Jonathan Martins Pereira,"€ 8,346","€ 434,000","€ 449,061",D,30,France,Guingamp,Ligue 1,2016-2017
10,Romain Salin,"€ 7,885","€ 410,000","€ 424,228",K,31,France,Guingamp,Ligue 1,2016-2017
11,Thibault Giresse,"€ 7,577","€ 394,000","€ 407,673",M,35,France,Guingamp,Ligue 1,2016-2017
12,Karl-Johan Johnsson,"€ 7,577","€ 394,000","€ 407,673",K,26,Sweden,Guingamp,Ligue 1,2016-2017
13,Alexandre Mendy,"€ 7,231","€ 376,000","€ 389,048",F,22,France,Guingamp,Ligue 1,2016-2017
14,Johny Placide,"€ 6,885","€ 358,000","€ 370,424",K,28,Haiti,Guingamp,Ligue 1,2016-2017
15,Christophe Kerbrat,"€ 6,519","€ 339,000","€ 350,764",D,29,France,Guingamp,Ligue 1,2016-2017
16,Marcus Coco,"€ 6,308","€ 328,000","€ 339,383",F,20,France,Guingamp,Ligue 1,2016-2017
17,Jordan Ikoko,"€ 6,308","€ 328,000","€ 339,383",D,22,Democratic Republic of Congo,Guingamp,Ligue 1,2016-2017
18,Ludovic Blas,"€ 6,308","€ 328,000","€ 339,383",M,18,France,Guingamp,Ligue 1,2016-2017
19,Marçal,"€ 4,788","€ 249,000","€ 257,641",D,27,Brazil,Guingamp,Ligue 1,2016-2017
20,Jonathan Correia,"€ 2,154","€ 112,000","€ 115,887",M,22,Monaco,Guingamp,Ligue 1,2016-2017
21,Jérémy Livolant,"€ 2,115","€ 110,000","€ 113,817",M,18,France,Guingamp,Ligue 1,2016-2017
22,Sullivan Martinet,"€ 2,019","€ 105,000","€ 108,644",F,20,France,Guingamp,Ligue 1,2016-2017
23,Théo Guivarch,"€ 1,308","€ 68,000","€ 70,360",K,20,France,Guingamp,Ligue 1,2016-2017
24,Alexis Mane,€ 0,€ 0,€ 0,D,19,France,Guingamp,Ligue 1,2016-2017
25,Yvan Inzoudine,€ 0,€ 0,€ 0,D,19,France,Guingamp,Ligue 1,2016-2017
26,Karim Achahbar,€ 0,€ 0,€ 0,F,20,Morocco,Guingamp,Ligue 1,2016-2017
27,Franck Héry,€ 0,€ 0,€ 0,D,23,France,Guingamp,Ligue 1,2016-2017
28,Mattéo Ahlinvi,€ 0,€ 0,€ 0,M,16,France,Guingamp,Ligue 1,2016-2017
29,Mustapha Diallo,€ 0,€ 0,€ 0,M,30,Senegal,Guingamp,Ligue 1,2016-2017
30,Nicolas Benezet,€ 0,€ 0,€ 0,F,25,France,Guingamp,Ligue 1,2016-2017
31,Fousseni Diabaté,€ 0,€ 0,€ 0,F,20,Mali,Guingamp,Ligue 1,2016-2017
32,Étienne Didot,€ 0,€ 0,€ 0,M,32,France,Guingamp,Ligue 1,2016-2017
33,Benjamin Angoua,€ 0,€ 0,€ 0,D,29,Cote d'Ivoire,Guingamp,Ligue 1,2016-2017
34,Baissama Sankoh,€ 0,€ 0,€ 0,M,24,Guinea,Guingamp,Ligue 1,2016-2017
