,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Antonio Candreva,,"€ 46,346","€ 2,410,000",RM,34,,"Jun 30, 2024",3-yrs,"€ 7,230,000",Sampdoria,Serie A,2021-2022
1,Fabio Quagliarella,,"€ 42,692","€ 2,220,000",CF,38,,"Jun 30, 2022",1-yr,"€ 2,220,000",Sampdoria,Serie A,2021-2022
2,Albin Ekdal,,"€ 39,231","€ 2,040,000",DM,31,,"Jun 30, 2022",1-yr,"€ 2,040,000",Sampdoria,Serie A,2021-2022
3,Lorenzo Tonelli,,"€ 35,577","€ 1,850,000",CB,31,,"Jun 30, 2022",1-yr,"€ 1,850,000",Sampdoria,Serie A,2021-2022
4,Federico Bonazzoli,,"€ 35,577","€ 1,850,000",CF,24,,"Jun 30, 2025",4-yrs,"€ 7,400,000",Sampdoria,Serie A,2021-2022
5,Omar Colley,,"€ 33,846","€ 1,760,000",CB,28,,"Jun 30, 2025",4-yrs,"€ 7,040,000",Sampdoria,Serie A,2021-2022
6,Gianluca Caprari,,"€ 32,115","€ 1,670,000",LW,27,,"Jun 30, 2023",2-yrs,"€ 3,340,000",Sampdoria,Serie A,2021-2022
7,Jakub Jankto,,"€ 28,462","€ 1,480,000",LM,25,,"Jun 30, 2023",2-yrs,"€ 2,960,000",Sampdoria,Serie A,2021-2022
8,Ernesto Torregrossa,,"€ 28,462","€ 1,480,000",CF,29,,"Jun 30, 2025",4-yrs,"€ 5,920,000",Sampdoria,Serie A,2021-2022
9,Emil Audero,,"€ 28,462","€ 1,480,000",GK,24,,"Jun 30, 2026",5-yrs,"€ 7,400,000",Sampdoria,Serie A,2021-2022
10,Adrien Silva,,"€ 27,115","€ 1,410,000",CM,32,,"Jun 30, 2022",1-yr,"€ 1,410,000",Sampdoria,Serie A,2021-2022
11,Manolo Gabbiadini,,"€ 27,115","€ 1,410,000",CF,29,,"Jun 30, 2026",5-yrs,"€ 7,050,000",Sampdoria,Serie A,2021-2022
12,Nicola Murru,,"€ 25,000","€ 1,300,000",LB,26,,"Jun 30, 2024",3-yrs,"€ 3,900,000",Sampdoria,Serie A,2021-2022
13,Valerio Verre,,"€ 25,000","€ 1,300,000",CM,27,,"Jun 30, 2025",4-yrs,"€ 5,200,000",Sampdoria,Serie A,2021-2022
14,Maya Yoshida,,"€ 24,615","€ 1,280,000",CB,32,,"Jun 30, 2022",1-yr,"€ 1,280,000",Sampdoria,Serie A,2021-2022
15,Ronaldo Vieira,,"€ 17,885","€ 930,000",CM,22,,"Jun 30, 2023",2-yrs,"€ 1,860,000",Sampdoria,Serie A,2021-2022
16,Bartosz Bereszynski,,"€ 15,962","€ 830,000",RB,29,,"Jun 30, 2023",2-yrs,"€ 1,660,000",Sampdoria,Serie A,2021-2022
17,Alex Ferrari,,"€ 14,231","€ 740,000",CB,27,,"Jun 30, 2025",4-yrs,"€ 2,960,000",Sampdoria,Serie A,2021-2022
18,Antonino La Gumina,,"€ 14,231","€ 740,000",CF,25,,"Jun 30, 2024",3-yrs,"€ 2,220,000",Sampdoria,Serie A,2021-2022
19,Fabio Depaoli,,"€ 12,500","€ 650,000",RB,24,,"Jun 30, 2024",3-yrs,"€ 1,950,000",Sampdoria,Serie A,2021-2022
20,Morten Thorsby,,"€ 12,308","€ 640,000",CM,25,,"Jun 30, 2023",2-yrs,"€ 1,280,000",Sampdoria,Serie A,2021-2022
21,Mehdi Léris,,"€ 10,000","€ 520,000",CM,23,,"Jun 30, 2024",3-yrs,"€ 1,560,000",Sampdoria,Serie A,2021-2022
22,Tommaso Augello,,"€ 8,846","€ 460,000",LB,26,,"Jun 30, 2025",4-yrs,"€ 1,840,000",Sampdoria,Serie A,2021-2022
23,Kaique Rocha,,"€ 5,000","€ 260,000",CB,20,,"Jun 30, 2024",3-yrs,"€ 780,000",Sampdoria,Serie A,2021-2022
24,Julian Chabot,,"€ 5,000","€ 260,000",CB,23,,"Jun 30, 2024",3-yrs,"€ 780,000",Sampdoria,Serie A,2021-2022
25,Nicola Ravaglia,,"€ 3,654","€ 190,000",GK,32,,"Jun 30, 2022",1-yr,"€ 190,000",Sampdoria,Serie A,2021-2022
26,Mikkel Damsgaard,,"€ 2,500","€ 130,000",LW,21,,"Jun 30, 2024",3-yrs,"€ 390,000",Sampdoria,Serie A,2021-2022
27,Kristoffer Askildsen,,"€ 2,500","€ 130,000",CM,20,,"Jun 30, 2024",3-yrs,"€ 390,000",Sampdoria,Serie A,2021-2022
28,Mohamed Bahlouli,,€ 0,€ 0,AM,21,,"Jun 30, 2023",2-yrs,€ 0,Sampdoria,Serie A,2021-2022
29,Jeison Murillo,,€ 0,€ 0,CB,29,,"Jun 30, 2023",2-yrs,€ 0,Sampdoria,Serie A,2021-2022
30,Wladimiro Falcone,,€ 0,€ 0,GK,26,,"Jun 30, 2024",3-yrs,€ 0,Sampdoria,Serie A,2021-2022
