,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Kalidou Koulibaly,,"€ 213,654","€ 11,110,000",CB,30,,"Jun 30, 2023",2-yrs,"€ 22,220,000",Napoli,Serie A,2021-2022
1,Lorenzo Insigne,,"€ 163,846","€ 8,520,000",LW,30,,"Jun 30, 2022",1-yr,"€ 8,520,000",Napoli,Serie A,2021-2022
2,Dries Mertens,,"€ 160,192","€ 8,330,000",CF,34,,"Jun 30, 2022",1-yr,"€ 8,330,000",Napoli,Serie A,2021-2022
3,Konstantinos Manolas,,"€ 142,500","€ 7,410,000",CB,30,,"Jun 30, 2024",3-yrs,"€ 22,230,000",Napoli,Serie A,2021-2022
4,Piotr Zielinski,,"€ 124,615","€ 6,480,000",AM,27,,"Jun 30, 2024",3-yrs,"€ 19,440,000",Napoli,Serie A,2021-2022
5,Hirving Lozano,,"€ 110,962","€ 5,770,000",RW,25,,"Jun 30, 2024",3-yrs,"€ 17,310,000",Napoli,Serie A,2021-2022
6,Victor Osimhen,,"€ 110,962","€ 5,770,000",CF,22,,"Jun 30, 2025",4-yrs,"€ 23,080,000",Napoli,Serie A,2021-2022
7,Faouzi Ghoulam,,"€ 85,385","€ 4,440,000",LB,30,,"Jun 30, 2022",1-yr,"€ 4,440,000",Napoli,Serie A,2021-2022
8,Giovanni Di Lorenzo,,"€ 81,923","€ 4,260,000",RB,27,,"Jun 30, 2025",4-yrs,"€ 17,040,000",Napoli,Serie A,2021-2022
9,Matteo Politano,,"€ 78,269","€ 4,070,000",RW,27,,"Jun 30, 2024",3-yrs,"€ 12,210,000",Napoli,Serie A,2021-2022
10,Mário Rui,,"€ 74,808","€ 3,890,000",LB,30,,"Jun 30, 2025",4-yrs,"€ 15,560,000",Napoli,Serie A,2021-2022
11,Andrea Petagna,,"€ 64,038","€ 3,330,000",CF,26,,"Jun 30, 2024",3-yrs,"€ 9,990,000",Napoli,Serie A,2021-2022
12,Diego Demme,,"€ 61,731","€ 3,210,000",DM,29,,"Jun 30, 2024",3-yrs,"€ 9,630,000",Napoli,Serie A,2021-2022
13,Fabián Ruiz,,"€ 53,462","€ 2,780,000",CM,25,,"Jun 30, 2023",2-yrs,"€ 5,560,000",Napoli,Serie A,2021-2022
14,Stanislav Lobotka,,"€ 49,231","€ 2,560,000",DM,26,,"Jun 30, 2024",3-yrs,"€ 7,680,000",Napoli,Serie A,2021-2022
15,Amir Rrahmani,,"€ 44,423","€ 2,310,000",CB,27,,"Jun 30, 2024",3-yrs,"€ 6,930,000",Napoli,Serie A,2021-2022
16,Eljif Elmas,,"€ 36,923","€ 1,920,000",AM,21,,"Jun 30, 2025",4-yrs,"€ 7,680,000",Napoli,Serie A,2021-2022
17,Adam Ounas,,"€ 35,577","€ 1,850,000",RW,24,,"Jun 30, 2022",1-yr,"€ 1,850,000",Napoli,Serie A,2021-2022
18,Alex Meret,,"€ 35,577","€ 1,850,000",GK,24,,"Jun 30, 2023",2-yrs,"€ 3,700,000",Napoli,Serie A,2021-2022
19,Juan Jesus,,"€ 35,577","€ 1,850,000",CB,30,,"Jun 30, 2022",1-yr,"€ 1,850,000",Napoli,Serie A,2021-2022
20,David Ospina,,"€ 34,423","€ 1,790,000",GK,32,,"Jun 30, 2022",1-yr,"€ 1,790,000",Napoli,Serie A,2021-2022
21,Kévin Malcuit,,"€ 28,462","€ 1,480,000",RB,29,,"Jun 30, 2022",1-yr,"€ 1,480,000",Napoli,Serie A,2021-2022
22,Sebastiano Luperto,,"€ 25,000","€ 1,300,000",CB,24,,"Jun 30, 2023",2-yrs,"€ 2,600,000",Napoli,Serie A,2021-2022
23,Nikita Contini,,"€ 10,769","€ 560,000",GK,25,,"Jun 30, 2025",4-yrs,"€ 2,240,000",Napoli,Serie A,2021-2022
24,Filippo Costa,,€ 0,€ 0,LB,26,,"Jun 30, 2022",1-yr,€ 0,Napoli,Serie A,2021-2022
25,Michael Folorunsho,,€ 0,€ 0,CM,23,,"Jun 30, 2024",3-yrs,€ 0,Napoli,Serie A,2021-2022
26,Antonio Cioffi,,€ 0,€ 0,LW,18,,"Jun 30, 2022",1-yr,€ 0,Napoli,Serie A,2021-2022
27,Amato Ciciretti,,€ 0,€ 0,RW,27,,"Jun 30, 2022",1-yr,€ 0,Napoli,Serie A,2021-2022
28,Alessandro Zanoli,,€ 0,€ 0,RB,20,,"Jun 30, 2023",2-yrs,€ 0,Napoli,Serie A,2021-2022
29,Karim Zedadka,,€ 0,€ 0,LM,21,,"Jun 30, 2022",1-yr,€ 0,Napoli,Serie A,2021-2022
30,Zinédine Machach,,€ 0,€ 0,AM,25,,"Jun 30, 2022",1-yr,€ 0,Napoli,Serie A,2021-2022
31,Gianluca Gaetano,,€ 0,€ 0,AM,21,,"Jun 30, 2023",2-yrs,€ 0,Napoli,Serie A,2021-2022
32,Gennaro Tutino,,€ 0,€ 0,CF,24,,"Jun 30, 2024",3-yrs,€ 0,Napoli,Serie A,2021-2022
33,Luca Palmiero,,€ 0,€ 0,DM,25,,"Jun 30, 2023",2-yrs,€ 0,Napoli,Serie A,2021-2022
