,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
14,Riccardo Saponara,"€ 24,615","€ 1,280,000",AM,29,,"Jun 30, 2022",1-yr,"€ 1,280,000",Fiorentina,Serie A,2021-2022
15,Dusan Vlahovic,"€ 19,808","€ 1,030,000",CF,21,,"Jun 30, 2023",2-yrs,"€ 2,060,000",Fiorentina,Serie A,2021-2022
16,Riccardo Sottil,"€ 17,885","€ 930,000",LW,22,,"Jun 30, 2024",3-yrs,"€ 2,790,000",Fiorentina,Serie A,2021-2022
17,Igor,"€ 17,308","€ 900,000",CB,23,,"Jun 30, 2024",3-yrs,"€ 2,700,000",Fiorentina,Serie A,2021-2022
18,Lorenzo Venuti,"€ 14,231","€ 740,000",RB,26,,"Jun 30, 2024",3-yrs,"€ 2,220,000",Fiorentina,Serie A,2021-2022
19,Pietro Terracciano,"€ 10,769","€ 560,000",GK,31,,"Jun 30, 2023",2-yrs,"€ 1,120,000",Fiorentina,Serie A,2021-2022
20,Antonio Rosati,"€ 5,385","€ 280,000",GK,38,,"Jun 30, 2022",1-yr,"€ 280,000",Fiorentina,Serie A,2021-2022
21,Tòfol Montiel,"€ 3,654","€ 190,000",AM,21,,"Jun 30, 2023",2-yrs,"€ 380,000",Fiorentina,Serie A,2021-2022
22,Federico Brancolini,€ 769,"€ 40,000",GK,20,,"Jun 30, 2022",1-yr,"€ 40,000",Fiorentina,Serie A,2021-2022
23,Youssef Maleh,€ 0,€ 0,CM,22,,"Jun 30, 2024",3-yrs,€ 0,Fiorentina,Serie A,2021-2022
24,Aleksa Terzic,€ 0,€ 0,LB,21,,"Jun 30, 2024",3-yrs,€ 0,Fiorentina,Serie A,2021-2022
25,Christian Dalle Mura,€ 0,€ 0,CB,19,,"Jun 30, 2023",2-yrs,€ 0,Fiorentina,Serie A,2021-2022
26,Gabriele Ferrarini,€ 0,€ 0,RB,21,,"Jun 30, 2023",2-yrs,€ 0,Fiorentina,Serie A,2021-2022
27,Louis Munteanu,€ 0,€ 0,CF,19,,"Jun 30, 2025",4-yrs,€ 0,Fiorentina,Serie A,2021-2022
28,Luca Ranieri,€ 0,€ 0,CB,22,,"Jun 30, 2024",3-yrs,€ 0,Fiorentina,Serie A,2021-2022
29,Michele Cerofolini,€ 0,€ 0,GK,22,,"Jun 30, 2023",2-yrs,€ 0,Fiorentina,Serie A,2021-2022
30,Rafik Zekhnini,€ 0,€ 0,LW,23,,"Jun 30, 2022",1-yr,€ 0,Fiorentina,Serie A,2021-2022
31,Szymon Zurkowski,€ 0,€ 0,CM,23,,"Jun 30, 2024",3-yrs,€ 0,Fiorentina,Serie A,2021-2022
0,Domenico Criscito,"€ 42,692","€ 2,220,000",LB,34,,"Jun 30, 2023",2-yrs,"€ 4,440,000",Genoa,Serie A,2021-2022
1,Milan Badelj,"€ 34,423","€ 1,790,000",DM,32,,"Jun 30, 2023",2-yrs,"€ 3,580,000",Genoa,Serie A,2021-2022
2,Stefano Sturaro,"€ 29,615","€ 1,540,000",CM,28,,"Jun 30, 2022",1-yr,"€ 1,540,000",Genoa,Serie A,2021-2022
3,Davide Biraschi,"€ 25,000","€ 1,300,000",CB,27,,"Jun 30, 2024",3-yrs,"€ 3,900,000",Genoa,Serie A,2021-2022
4,Andrea Favilli,"€ 25,000","€ 1,300,000",CF,24,,"Jun 30, 2023",2-yrs,"€ 2,600,000",Genoa,Serie A,2021-2022
5,Mattia Bani,"€ 25,000","€ 1,300,000",CB,27,,"Jun 30, 2022",1-yr,"€ 1,300,000",Genoa,Serie A,2021-2022
6,Andrea Masiello,"€ 25,000","€ 1,300,000",CB,35,,"Jun 30, 2022",1-yr,"€ 1,300,000",Genoa,Serie A,2021-2022
7,Francesco Cassata,"€ 21,346","€ 1,110,000",CM,23,,"Jun 30, 2022",1-yr,"€ 1,110,000",Genoa,Serie A,2021-2022
8,Ivan Radovanovic,"€ 21,346","€ 1,110,000",CB,32,,"Jun 30, 2022",1-yr,"€ 1,110,000",Genoa,Serie A,2021-2022
9,Paolo Ghiglione,"€ 21,346","€ 1,110,000",RM,24,,"Jun 30, 2023",2-yrs,"€ 2,220,000",Genoa,Serie A,2021-2022
10,Manolo Portanova,"€ 21,346","€ 1,110,000",AM,21,,"Jun 30, 2024",3-yrs,"€ 3,330,000",Genoa,Serie A,2021-2022
11,Mattia Destro,"€ 19,615","€ 1,020,000",CF,30,,"Jun 30, 2022",1-yr,"€ 1,020,000",Genoa,Serie A,2021-2022
12,Kevin Agudelo,"€ 14,231","€ 740,000",RW,22,,"Jun 30, 2023",2-yrs,"€ 1,480,000",Genoa,Serie A,2021-2022
13,Federico Marchetti,"€ 14,231","€ 740,000",GK,38,,"Jun 30, 2022",1-yr,"€ 740,000",Genoa,Serie A,2021-2022
14,Lennart Czyborra,"€ 9,808","€ 510,000",LM,22,,"Jun 30, 2022",1-yr,"€ 510,000",Genoa,Serie A,2021-2022
15,Alberto Paleari,"€ 3,269","€ 170,000",GK,28,,"Jun 30, 2022",1-yr,"€ 170,000",Genoa,Serie A,2021-2022
16,Giuseppe Caso,"€ 1,346","€ 70,000",LW,22,,"Jun 30, 2022",1-yr,"€ 70,000",Genoa,Serie A,2021-2022
17,Filippo Melegoni,€ 962,"€ 50,000",CM,22,,"Jun 30, 2022",1-yr,"€ 50,000",Genoa,Serie A,2021-2022
18,Nicolò Rovella,€ 769,"€ 40,000",DM,19,,"Jun 30, 2022",1-yr,"€ 40,000",Genoa,Serie A,2021-2022
19,Lorenzo Andrenacci,€ 0,€ 0,GK,26,,"Jun 30, 2024",3-yrs,€ 0,Genoa,Serie A,2021-2022
20,Luca Chierico,€ 0,€ 0,DM,19,,"Jun 30, 2022",1-yr,€ 0,Genoa,Serie A,2021-2022
21,Lukas Lerager,€ 0,€ 0,CM,28,,"Jun 30, 2023",2-yrs,€ 0,Genoa,Serie A,2021-2022
22,Gabriel Charpentier,€ 0,€ 0,CF,22,,"Jun 30, 2023",2-yrs,€ 0,Genoa,Serie A,2021-2022
23,Flavio Bianchi,€ 0,€ 0,CF,21,,"Jun 30, 2024",3-yrs,€ 0,Genoa,Serie A,2021-2022
24,Filip Jagiello,€ 0,€ 0,CM,23,,"Jun 30, 2023",2-yrs,€ 0,Genoa,Serie A,2021-2022
25,Andrea Cambiaso,€ 0,€ 0,RB,21,,"Jun 30, 2022",1-yr,€ 0,Genoa,Serie A,2021-2022
26,Pawel Jaroszynski,€ 0,€ 0,LB,26,,"Jun 30, 2023",2-yrs,€ 0,Genoa,Serie A,2021-2022
27,Raúl Asencio,€ 0,€ 0,CF,23,,"Jun 30, 2024",3-yrs,€ 0,Genoa,Serie A,2021-2022
28,Aleksander Buksa,€ 0,€ 0,CF,18,,"Jun 30, 2026",5-yrs,€ 0,Genoa,Serie A,2021-2022
29,Vittorio Parigini,€ 0,€ 0,RW,25,,"Jun 30, 2024",3-yrs,€ 0,Genoa,Serie A,2021-2022
30,Yayah Kallon,€ 0,€ 0,SS,20,,"Jun 30, 2022",1-yr,€ 0,Genoa,Serie A,2021-2022
31,Jandrei,€ 0,€ 0,GK,28,,"Jun 30, 2022",1-yr,€ 0,Genoa,Serie A,2021-2022
32,Zinho Vanheusden,€ 0,€ 0,CB,21,,"Jun 30, 2026",5-yrs,€ 0,Genoa,Serie A,2021-2022
33,Laurens Serpe,€ 0,€ 0,CB,20,,"Jun 30, 2023",2-yrs,€ 0,Genoa,Serie A,2021-2022
34,Giacomo Calò,€ 0,€ 0,DM,24,,"Jun 30, 2023",2-yrs,€ 0,Genoa,Serie A,2021-2022
0,Nikola Kalinic,"€ 53,462","€ 2,780,000",CF,33,,"Jun 30, 2022",1-yr,"€ 2,780,000",Hellas Verona,Serie A,2021-2022
1,Samuel Di Carmine,"€ 25,000","€ 1,300,000",CF,32,,"Jun 30, 2022",1-yr,"€ 1,300,000",Hellas Verona,Serie A,2021-2022
2,Kevin Lasagna,"€ 25,000","€ 1,300,000",CF,28,,"Jun 30, 2022",1-yr,"€ 1,300,000",Hellas Verona,Serie A,2021-2022
3,Darko Lazovic,"€ 21,346","€ 1,110,000",LM,30,,"Jun 30, 2024",3-yrs,"€ 3,330,000",Hellas Verona,Serie A,2021-2022
4,Koray Günter,"€ 21,346","€ 1,110,000",CB,26,,"Jun 30, 2023",2-yrs,"€ 2,220,000",Hellas Verona,Serie A,2021-2022
5,Giangiacomo Magnani,"€ 21,346","€ 1,110,000",CB,25,,"Jun 30, 2022",1-yr,"€ 1,110,000",Hellas Verona,Serie A,2021-2022
6,Antonin Barak,"€ 17,885","€ 930,000",AM,26,,"Jun 30, 2022",1-yr,"€ 930,000",Hellas Verona,Serie A,2021-2022
7,Davide Faraoni,"€ 17,885","€ 930,000",RM,29,,"Jun 30, 2024",3-yrs,"€ 2,790,000",Hellas Verona,Serie A,2021-2022
8,Federico Ceccherini,"€ 17,885","€ 930,000",CB,29,,"Jun 30, 2022",1-yr,"€ 930,000",Hellas Verona,Serie A,2021-2022
9,Marco Silvestri,"€ 17,885","€ 930,000",GK,30,,"Jun 30, 2022",1-yr,"€ 930,000",Hellas Verona,Serie A,2021-2022
10,Miguel Veloso,"€ 17,885","€ 930,000",DM,35,,"Jun 30, 2022",1-yr,"€ 930,000",Hellas Verona,Serie A,2021-2022
11,Daniel Bessa,"€ 15,962","€ 830,000",CM,28,,"Jun 30, 2022",1-yr,"€ 830,000",Hellas Verona,Serie A,2021-2022
12,Adrien Tamèze,"€ 12,308","€ 640,000",DM,27,,"Jun 30, 2024",3-yrs,"€ 1,920,000",Hellas Verona,Serie A,2021-2022
13,Kevin Rüegg,"€ 7,308","€ 380,000",RB,22,,"Jun 30, 2025",4-yrs,"€ 1,520,000",Hellas Verona,Serie A,2021-2022
14,Pawel Dawidowicz,"€ 7,308","€ 380,000",CB,26,,"Jun 30, 2025",4-yrs,"€ 1,520,000",Hellas Verona,Serie A,2021-2022
15,Mert Cetin,"€ 6,154","€ 320,000",CB,24,,"Jun 30, 2022",1-yr,"€ 320,000",Hellas Verona,Serie A,2021-2022
16,Martin Hongla,"€ 5,962","€ 310,000",DM,23,,"Jun 30, 2022",1-yr,"€ 310,000",Hellas Verona,Serie A,2021-2022
17,Alessandro Berardi,"€ 5,385","€ 280,000",GK,30,,"Jun 30, 2023",2-yrs,"€ 560,000",Hellas Verona,Serie A,2021-2022
18,Ivor Pandur,"€ 3,654","€ 190,000",GK,21,,"Jun 30, 2025",4-yrs,"€ 760,000",Hellas Verona,Serie A,2021-2022
19,Gianluca Frabotta,"€ 3,654","€ 190,000",LB,22,,"Jun 30, 2022",1-yr,"€ 190,000",Hellas Verona,Serie A,2021-2022
20,Matteo Lovato,"€ 2,885","€ 150,000",CB,21,,"Jun 30, 2024",3-yrs,"€ 450,000",Hellas Verona,Serie A,2021-2022
21,Bruno Amione,"€ 2,500","€ 130,000",CB,19,,"Jun 30, 2025",4-yrs,"€ 520,000",Hellas Verona,Serie A,2021-2022
22,Destiny Udogie,€ 769,"€ 40,000",LB,18,,"Jun 30, 2022",1-yr,"€ 40,000",Hellas Verona,Serie A,2021-2022
23,Nicola Borghetto,€ 769,"€ 40,000",GK,21,,"Jun 30, 2022",1-yr,"€ 40,000",Hellas Verona,Serie A,2021-2022
24,Lubomir Tupta,€ 0,€ 0,CF,23,,"Jun 30, 2023",2-yrs,€ 0,Hellas Verona,Serie A,2021-2022
25,Antonino Ragusa,€ 0,€ 0,LW,31,,"Jun 30, 2022",1-yr,€ 0,Hellas Verona,Serie A,2021-2022
26,Karim Laribi,€ 0,€ 0,AM,30,,"Jun 30, 2022",1-yr,€ 0,Hellas Verona,Serie A,2021-2022
27,Nicolò Casale,€ 0,€ 0,CB,23,,"Jun 30, 2023",2-yrs,€ 0,Hellas Verona,Serie A,2021-2022
28,Matteo Cancellieri,€ 0,€ 0,RW,19,,"Jun 30, 2022",1-yr,€ 0,Hellas Verona,Serie A,2021-2022
29,Alan Empereur,€ 0,€ 0,CB,27,,"Jun 30, 2022",1-yr,€ 0,Hellas Verona,Serie A,2021-2022
30,Mariusz Stepinski,€ 0,€ 0,CF,26,,"Jun 30, 2024",3-yrs,€ 0,Hellas Verona,Serie A,2021-2022
0,Lautaro Martínez,"€ 213,654","€ 11,110,000",CF,23,,"Jun 30, 2025",4-yrs,"€ 44,440,000",Inter Milan,Serie A,2021-2022
1,Christian Eriksen,"€ 185,000","€ 9,620,000",AM,29,,"Jun 30, 2024",3-yrs,"€ 28,860,000",Inter Milan,Serie A,2021-2022
2,Hakan Calhanoglu,"€ 177,885","€ 9,250,000",AM,27,,"Jun 30, 2024",3-yrs,"€ 27,750,000",Inter Milan,Serie A,2021-2022
3,Edin Dzeko,"€ 177,885","€ 9,250,000",CF,35,,"Jun 30, 2023",2-yrs,"€ 18,500,000",Inter Milan,Serie A,2021-2022
4,Ivan Perisic,"€ 177,885","€ 9,250,000",LM,32,,"Jun 30, 2022",1-yr,"€ 9,250,000",Inter Milan,Serie A,2021-2022
5,Alexis Sánchez,"€ 172,500","€ 8,970,000",CF,32,,"Jun 30, 2023",2-yrs,"€ 17,940,000",Inter Milan,Serie A,2021-2022
6,Arturo Vidal,"€ 160,192","€ 8,330,000",CM,34,,"Jun 30, 2022",1-yr,"€ 8,330,000",Inter Milan,Serie A,2021-2022
7,Stefan de Vrij,"€ 135,385","€ 7,040,000",CB,29,,"Jun 30, 2023",2-yrs,"€ 14,080,000",Inter Milan,Serie A,2021-2022
8,Joaquín Correa,"€ 124,615","€ 6,480,000",SS,26,,"Jun 30, 2025",4-yrs,"€ 25,920,000",Inter Milan,Serie A,2021-2022
9,Marcelo Brozovic,"€ 124,615","€ 6,480,000",DM,28,,"Jun 30, 2022",1-yr,"€ 6,480,000",Inter Milan,Serie A,2021-2022
10,Samir Handanovic,"€ 114,038","€ 5,930,000",GK,37,,"Jun 30, 2022",1-yr,"€ 5,930,000",Inter Milan,Serie A,2021-2022
11,Milan Skriniar,"€ 106,923","€ 5,560,000",CB,26,,"Jun 30, 2023",2-yrs,"€ 11,120,000",Inter Milan,Serie A,2021-2022
12,Alessandro Bastoni,"€ 99,615","€ 5,180,000",CB,22,,"Jun 30, 2024",3-yrs,"€ 15,540,000",Inter Milan,Serie A,2021-2022
13,Matías Vecino,"€ 89,038","€ 4,630,000",CM,29,,"Jun 30, 2022",1-yr,"€ 4,630,000",Inter Milan,Serie A,2021-2022
14,Nicolò Barella,"€ 89,038","€ 4,630,000",CM,24,,"Jun 30, 2024",3-yrs,"€ 13,890,000",Inter Milan,Serie A,2021-2022
15,Stefano Sensi,"€ 71,154","€ 3,700,000",CM,25,,"Jun 30, 2024",3-yrs,"€ 11,100,000",Inter Milan,Serie A,2021-2022
16,Danilo D'Ambrosio,"€ 71,154","€ 3,700,000",RB,32,,"Jun 30, 2022",1-yr,"€ 3,700,000",Inter Milan,Serie A,2021-2022
17,Andrea Pinamonti,"€ 71,154","€ 3,700,000",CF,22,,"Jun 30, 2024",3-yrs,"€ 11,100,000",Inter Milan,Serie A,2021-2022
18,Andrea Ranocchia,"€ 64,038","€ 3,330,000",CB,33,,"Jun 30, 2022",1-yr,"€ 3,330,000",Inter Milan,Serie A,2021-2022
19,Denzel Dumfries,"€ 61,538","€ 3,200,000",RB,25,,"Jun 30, 2025",4-yrs,"€ 12,800,000",Inter Milan,Serie A,2021-2022
20,Roberto Gagliardini,"€ 53,462","€ 2,780,000",CM,27,,"Jun 30, 2023",2-yrs,"€ 5,560,000",Inter Milan,Serie A,2021-2022
21,Aleksandar Kolarov,"€ 53,462","€ 2,780,000",LB,35,,"Jun 30, 2022",1-yr,"€ 2,780,000",Inter Milan,Serie A,2021-2022
22,Matteo Darmian,"€ 49,231","€ 2,560,000",RB,31,,"Jun 30, 2024",3-yrs,"€ 7,680,000",Inter Milan,Serie A,2021-2022
23,Dalbert,"€ 42,692","€ 2,220,000",LB,27,,"Jun 30, 2023",2-yrs,"€ 4,440,000",Inter Milan,Serie A,2021-2022
24,Ionut Radu,"€ 35,577","€ 1,850,000",GK,24,,"Jun 30, 2024",3-yrs,"€ 5,550,000",Inter Milan,Serie A,2021-2022
25,Federico Dimarco,"€ 17,885","€ 930,000",LB,23,,"Jun 30, 2023",2-yrs,"€ 1,860,000",Inter Milan,Serie A,2021-2022
26,Lucien Agoume,"€ 8,654","€ 450,000",DM,19,,"Jun 30, 2022",1-yr,"€ 450,000",Inter Milan,Serie A,2021-2022
27,Eddie Salcedo,"€ 7,115","€ 370,000",CF,19,,"Jun 30, 2024",3-yrs,"€ 1,110,000",Inter Milan,Serie A,2021-2022
28,Alex Cordaz,"€ 5,385","€ 280,000",GK,38,,"Jun 30, 2022",1-yr,"€ 280,000",Inter Milan,Serie A,2021-2022
29,Filip Stankovic,"€ 2,885","€ 150,000",GK,19,,"Jun 30, 2024",3-yrs,"€ 450,000",Inter Milan,Serie A,2021-2022
30,Edoardo Vergani,€ 769,"€ 40,000",CF,20,,"Jun 30, 2023",2-yrs,"€ 80,000",Inter Milan,Serie A,2021-2022
31,Valentino Lazaro,€ 0,€ 0,RM,25,,"Jun 30, 2024",3-yrs,€ 0,Inter Milan,Serie A,2021-2022
32,Facundo Colidio,€ 0,€ 0,CF,21,,"Jun 30, 2023",2-yrs,€ 0,Inter Milan,Serie A,2021-2022
33,Gabriel Brazão,€ 0,€ 0,GK,20,,"Jun 30, 2024",3-yrs,€ 0,Inter Milan,Serie A,2021-2022
34,Georgios Vagiannidis,€ 0,€ 0,RB,19,,"Jun 30, 2024",3-yrs,€ 0,Inter Milan,Serie A,2021-2022
35,Lorenzo Pirola,€ 0,€ 0,CB,19,,"Jun 30, 2025",4-yrs,€ 0,Inter Milan,Serie A,2021-2022
36,Samuele Mulattieri,€ 0,€ 0,CF,20,,"Jun 30, 2023",2-yrs,€ 0,Inter Milan,Serie A,2021-2022
0,Paulo Dybala,"€ 260,000","€ 13,520,000",SS,27,,"Jun 30, 2022",1-yr,"€ 13,520,000",Juventus,Serie A,2021-2022
1,Wojciech Szczesny,"€ 231,538","€ 12,040,000",GK,31,,"Jun 30, 2024",3-yrs,"€ 36,120,000",Juventus,Serie A,2021-2022
2,Leonardo Bonucci,"€ 231,538","€ 12,040,000",CB,34,,"Jun 30, 2024",3-yrs,"€ 36,120,000",Juventus,Serie A,2021-2022
3,Alex Sandro,"€ 213,654","€ 11,110,000",LB,30,,"Jun 30, 2023",2-yrs,"€ 22,220,000",Juventus,Serie A,2021-2022
4,Matthijs de Ligt,"€ 197,308","€ 10,260,000",CB,21,,"Jun 30, 2024",3-yrs,"€ 30,780,000",Juventus,Serie A,2021-2022
5,Juan Cuadrado,"€ 177,885","€ 9,250,000",RB,33,,"Jun 30, 2022",1-yr,"€ 9,250,000",Juventus,Serie A,2021-2022
6,Federico Chiesa,"€ 177,885","€ 9,250,000",RW,23,,"Jun 30, 2022",1-yr,"€ 9,250,000",Juventus,Serie A,2021-2022
7,Adrien Rabiot,"€ 172,500","€ 8,970,000",CM,26,,"Jun 30, 2023",2-yrs,"€ 17,940,000",Juventus,Serie A,2021-2022
8,Aaron Ramsey,"€ 172,500","€ 8,970,000",CM,30,,"Jun 30, 2023",2-yrs,"€ 17,940,000",Juventus,Serie A,2021-2022
9,Federico Bernardeschi,"€ 142,500","€ 7,410,000",RW,27,,"Jun 30, 2022",1-yr,"€ 7,410,000",Juventus,Serie A,2021-2022
10,Daniele Rugani,"€ 124,615","€ 6,480,000",CB,26,,"Jun 30, 2023",2-yrs,"€ 12,960,000",Juventus,Serie A,2021-2022
11,Álvaro Morata,"€ 123,269","€ 6,410,000",CF,28,,"Jun 30, 2023",2-yrs,"€ 12,820,000",Juventus,Serie A,2021-2022
12,Arthur,"€ 123,269","€ 6,410,000",CM,24,,"Jun 30, 2025",4-yrs,"€ 25,640,000",Juventus,Serie A,2021-2022
13,Mattia De Sciglio,"€ 106,923","€ 5,560,000",RB,28,,"Jun 30, 2022",1-yr,"€ 5,560,000",Juventus,Serie A,2021-2022
14,Manuel Locatelli,"€ 106,923","€ 5,560,000",DM,23,,"Jun 30, 2026",5-yrs,"€ 27,800,000",Juventus,Serie A,2021-2022
15,Danilo,"€ 98,654","€ 5,130,000",RB,29,,"Jun 30, 2024",3-yrs,"€ 15,390,000",Juventus,Serie A,2021-2022
16,Rodrigo Bentancur,"€ 89,038","€ 4,630,000",CM,24,,"Jun 30, 2024",3-yrs,"€ 13,890,000",Juventus,Serie A,2021-2022
17,Giorgio Chiellini,"€ 89,038","€ 4,630,000",CB,36,,"Jun 30, 2023",2-yrs,"€ 9,260,000",Juventus,Serie A,2021-2022
18,Dejan Kulusevski,"€ 89,038","€ 4,630,000",RW,21,,"Jun 30, 2025",4-yrs,"€ 18,520,000",Juventus,Serie A,2021-2022
19,Mattia Perin,"€ 81,923","€ 4,260,000",GK,28,,"Jun 30, 2022",1-yr,"€ 4,260,000",Juventus,Serie A,2021-2022
20,Merih Demiral,"€ 64,038","€ 3,330,000",CB,23,,"Jun 30, 2024",3-yrs,"€ 9,990,000",Juventus,Serie A,2021-2022
21,Moise Kean,"€ 61,731","€ 3,210,000",CF,21,,"Jun 30, 2023",2-yrs,"€ 6,420,000",Juventus,Serie A,2021-2022
22,Weston McKennie,"€ 61,731","€ 3,210,000",CM,22,,"Jun 30, 2025",4-yrs,"€ 12,840,000",Juventus,Serie A,2021-2022
23,Luca Pellegrini,"€ 46,346","€ 2,410,000",LB,22,,"Jun 30, 2025",4-yrs,"€ 9,640,000",Juventus,Serie A,2021-2022
24,Kaio Jorge,"€ 29,615","€ 1,540,000",CF,19,,"Jun 30, 2026",5-yrs,"€ 7,700,000",Juventus,Serie A,2021-2022
25,Radu Dragusin,"€ 18,269","€ 950,000",CB,19,,"Jun 30, 2025",4-yrs,"€ 3,800,000",Juventus,Serie A,2021-2022
26,Carlo Pinsoglio,"€ 10,769","€ 560,000",GK,31,,"Jun 30, 2023",2-yrs,"€ 1,120,000",Juventus,Serie A,2021-2022
27,Hans Nicolussi Caviglia,"€ 10,769","€ 560,000",CM,21,,"Jun 30, 2023",2-yrs,"€ 1,120,000",Juventus,Serie A,2021-2022
28,Nicolò Fagioli,€ 0,€ 0,AM,20,,"Jun 30, 2023",2-yrs,€ 0,Juventus,Serie A,2021-2022
29,Stefano Gori,€ 0,€ 0,GK,25,,"Jun 30, 2024",3-yrs,€ 0,Juventus,Serie A,2021-2022
0,Ciro Immobile,"€ 142,500","€ 7,410,000",CF,31,,"Jun 30, 2025",4-yrs,"€ 29,640,000",Lazio,Serie A,2021-2022
1,Sergej Milinković-Savić,"€ 114,038","€ 5,930,000",CM,26,,"Jun 30, 2024",3-yrs,"€ 17,790,000",Lazio,Serie A,2021-2022
2,Luis Alberto,"€ 89,038","€ 4,630,000",CM,28,,"Jun 30, 2025",4-yrs,"€ 18,520,000",Lazio,Serie A,2021-2022
3,Lucas Leiva,"€ 81,923","€ 4,260,000",DM,34,,"Jun 30, 2022",1-yr,"€ 4,260,000",Lazio,Serie A,2021-2022
4,Pedro,"€ 74,038","€ 3,850,000",RW,33,,"Jun 30, 2023",2-yrs,"€ 7,700,000",Lazio,Serie A,2021-2022
5,Elseid Hysaj,"€ 71,154","€ 3,700,000",RB,27,,"Jun 30, 2025",4-yrs,"€ 14,800,000",Lazio,Serie A,2021-2022
6,Pepe Reina,"€ 71,154","€ 3,700,000",GK,38,,"Jun 30, 2022",1-yr,"€ 3,700,000",Lazio,Serie A,2021-2022
7,Felipe Caicedo,"€ 71,154","€ 3,700,000",CF,32,,"Jun 30, 2022",1-yr,"€ 3,700,000",Lazio,Serie A,2021-2022
8,Mattia Zaccagni,"€ 69,423","€ 3,610,000",AM,26,,"Jun 30, 2022",1-yr,"€ 3,610,000",Lazio,Serie A,2021-2022
9,Francesco Acerbi,"€ 64,038","€ 3,330,000",CB,33,,"Jun 30, 2023",2-yrs,"€ 6,660,000",Lazio,Serie A,2021-2022
10,Vedat Muriqi,"€ 54,231","€ 2,820,000",CF,27,,"Jun 30, 2025",4-yrs,"€ 11,280,000",Lazio,Serie A,2021-2022
11,Felipe Anderson,"€ 54,231","€ 2,820,000",LW,28,,"Jun 30, 2025",4-yrs,"€ 11,280,000",Lazio,Serie A,2021-2022
12,Manuel Lazzari,"€ 53,462","€ 2,780,000",RM,27,,"Jun 30, 2024",3-yrs,"€ 8,340,000",Lazio,Serie A,2021-2022
13,Danilo Cataldi,"€ 49,808","€ 2,590,000",CM,26,,"Jun 30, 2024",3-yrs,"€ 7,770,000",Lazio,Serie A,2021-2022
14,Stefan Radu,"€ 49,808","€ 2,590,000",CB,34,,"Jun 30, 2023",2-yrs,"€ 5,180,000",Lazio,Serie A,2021-2022
15,Thomas Strakosha,"€ 42,692","€ 2,220,000",GK,26,,"Jun 30, 2022",1-yr,"€ 2,220,000",Lazio,Serie A,2021-2022
16,Mohamed Fares,"€ 42,692","€ 2,220,000",LM,25,,"Jun 30, 2025",4-yrs,"€ 8,880,000",Lazio,Serie A,2021-2022
17,Riza Durmisi,"€ 35,577","€ 1,850,000",LB,27,,"Jun 30, 2023",2-yrs,"€ 3,700,000",Lazio,Serie A,2021-2022
18,Patric,"€ 35,577","€ 1,850,000",CB,28,,"Jun 30, 2022",1-yr,"€ 1,850,000",Lazio,Serie A,2021-2022
19,Gonzalo Escalante,"€ 34,423","€ 1,790,000",CM,28,,"Jun 30, 2024",3-yrs,"€ 5,370,000",Lazio,Serie A,2021-2022
20,Adam Marusic,"€ 32,115","€ 1,670,000",RM,28,,"Jun 30, 2022",1-yr,"€ 1,670,000",Lazio,Serie A,2021-2022
21,Luiz Felipe,"€ 28,462","€ 1,480,000",CB,24,,"Jun 30, 2022",1-yr,"€ 1,480,000",Lazio,Serie A,2021-2022
22,Denis Vavro,"€ 24,615","€ 1,280,000",CB,25,,"Jun 30, 2024",3-yrs,"€ 3,840,000",Lazio,Serie A,2021-2022
23,Bobby Adekanye,"€ 18,846","€ 980,000",RW,22,,"Jun 30, 2022",1-yr,"€ 980,000",Lazio,Serie A,2021-2022
24,Nicolò Armini,"€ 17,885","€ 930,000",CB,20,,"Jun 30, 2023",2-yrs,"€ 1,860,000",Lazio,Serie A,2021-2022
25,Djavan Anderson,"€ 17,885","€ 930,000",RM,26,,"Jun 30, 2023",2-yrs,"€ 1,860,000",Lazio,Serie A,2021-2022
26,Sofian Kiyine,"€ 17,885","€ 930,000",CM,23,,"Jun 30, 2024",3-yrs,"€ 2,790,000",Lazio,Serie A,2021-2022
27,Jean-Daniel Akpa Akpro,"€ 17,885","€ 930,000",CM,28,,"Jun 30, 2024",3-yrs,"€ 2,790,000",Lazio,Serie A,2021-2022
28,Marco Alia,"€ 1,731","€ 90,000",GK,21,,"Jun 30, 2022",1-yr,"€ 90,000",Lazio,Serie A,2021-2022
29,Emanuele Cicerelli,€ 0,€ 0,LW,26,,"Jun 30, 2023",2-yrs,€ 0,Lazio,Serie A,2021-2022
30,Dimitrije Kamenovic,€ 0,€ 0,LB,20,,"Jun 30, 2025",4-yrs,€ 0,Lazio,Serie A,2021-2022
31,Jony,€ 0,€ 0,LW,30,,"Jun 30, 2023",2-yrs,€ 0,Lazio,Serie A,2021-2022
32,Jordan Lukaku,€ 0,€ 0,LB,26,,"Jun 30, 2022",1-yr,€ 0,Lazio,Serie A,2021-2022
33,Marius Adamonis,€ 0,€ 0,GK,24,,"Jun 30, 2022",1-yr,€ 0,Lazio,Serie A,2021-2022
34,Cristiano Lombardi,€ 0,€ 0,RW,25,,"Jun 30, 2022",1-yr,€ 0,Lazio,Serie A,2021-2022
