,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Domenico Berardi,,"€ 64,038","€ 3,330,000",RW,26,,"Jun 30, 2024",3-yrs,"€ 9,990,000",Sassuolo,Serie A,2021-2022
1,Andrea Consigli,,"€ 35,577","€ 1,850,000",GK,34,,"Jun 30, 2022",1-yr,"€ 1,850,000",Sassuolo,Serie A,2021-2022
2,Grégoire Defrel,,"€ 30,192","€ 1,570,000",CF,30,,"Jun 30, 2024",3-yrs,"€ 4,710,000",Sassuolo,Serie A,2021-2022
3,Francesco Caputo,,"€ 28,462","€ 1,480,000",CF,33,,"Jun 30, 2023",2-yrs,"€ 2,960,000",Sassuolo,Serie A,2021-2022
4,Vlad Chiriches,,"€ 28,462","€ 1,480,000",CB,31,,"Jun 30, 2023",2-yrs,"€ 2,960,000",Sassuolo,Serie A,2021-2022
5,Rogério,,"€ 25,000","€ 1,300,000",LB,23,,"Jun 30, 2024",3-yrs,"€ 3,900,000",Sassuolo,Serie A,2021-2022
6,Francesco Magnanelli,,"€ 25,000","€ 1,300,000",DM,36,,"Jun 30, 2022",1-yr,"€ 1,300,000",Sassuolo,Serie A,2021-2022
7,Filip Djuricic,,"€ 25,000","€ 1,300,000",AM,29,,"Jun 30, 2022",1-yr,"€ 1,300,000",Sassuolo,Serie A,2021-2022
8,Gian Marco Ferrari,,"€ 21,346","€ 1,110,000",CB,29,,"Jun 30, 2023",2-yrs,"€ 2,220,000",Sassuolo,Serie A,2021-2022
9,Federico Peluso,,"€ 21,346","€ 1,110,000",CB,37,,"Jun 30, 2022",1-yr,"€ 1,110,000",Sassuolo,Serie A,2021-2022
10,Jérémie Boga,,"€ 21,346","€ 1,110,000",LW,24,,"Jun 30, 2022",1-yr,"€ 1,110,000",Sassuolo,Serie A,2021-2022
11,Mehdi Bourabia,,"€ 21,346","€ 1,110,000",CM,29,,"Jun 30, 2022",1-yr,"€ 1,110,000",Sassuolo,Serie A,2021-2022
12,Pedro Obiang,,"€ 20,962","€ 1,090,000",CM,29,,"Jun 30, 2023",2-yrs,"€ 2,180,000",Sassuolo,Serie A,2021-2022
