,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Jeroen Zoet,,"€ 24,615","€ 1,280,000",GK,30,,"Jun 30, 2022",1-yr,"€ 1,280,000",Spezia,Serie A,2021-2022
1,Ardian Ismajli,,"€ 14,808","€ 770,000",CB,24,,"Jun 30, 2023",2-yrs,"€ 1,540,000",Spezia,Serie A,2021-2022
2,M'Bala Nzola,,"€ 14,231","€ 740,000",CF,24,,"Jun 30, 2023",2-yrs,"€ 1,480,000",Spezia,Serie A,2021-2022
3,Daniele Verde,,"€ 14,231","€ 740,000",RW,25,,"Jun 30, 2022",1-yr,"€ 740,000",Spezia,Serie A,2021-2022
4,Jacopo Sala,,"€ 14,231","€ 740,000",RB,29,,"Jun 30, 2022",1-yr,"€ 740,000",Spezia,Serie A,2021-2022
5,Ivan Provedel,,"€ 12,885","€ 670,000",GK,27,,"Jun 30, 2022",1-yr,"€ 670,000",Spezia,Serie A,2021-2022
6,Juan Ramos,,"€ 12,885","€ 670,000",LB,24,,"Jun 30, 2022",1-yr,"€ 670,000",Spezia,Serie A,2021-2022
7,Elio Capradossi,,"€ 10,769","€ 560,000",CB,25,,"Jun 30, 2023",2-yrs,"€ 1,120,000",Spezia,Serie A,2021-2022
8,Léo Sena,,"€ 8,654","€ 450,000",DM,25,,"Jun 30, 2024",3-yrs,"€ 1,350,000",Spezia,Serie A,2021-2022
9,Giulio Maggiore,,"€ 7,115","€ 370,000",CM,23,,"Jun 30, 2023",2-yrs,"€ 740,000",Spezia,Serie A,2021-2022
10,Salva Ferrer,,"€ 6,154","€ 320,000",RB,23,,"Jun 30, 2023",2-yrs,"€ 640,000",Spezia,Serie A,2021-2022
11,Martin Erlic,,"€ 5,385","€ 280,000",CB,23,,"Jun 30, 2024",3-yrs,"€ 840,000",Spezia,Serie A,2021-2022
12,Luca Vignali,,"€ 3,846","€ 200,000",RB,25,,"Jun 30, 2023",2-yrs,"€ 400,000",Spezia,Serie A,2021-2022
13,Emmanuel Gyasi,,"€ 3,654","€ 190,000",LW,27,,"Jun 30, 2023",2-yrs,"€ 380,000",Spezia,Serie A,2021-2022
14,Simone Bastoni,,"€ 3,654","€ 190,000",LB,24,,"Jun 30, 2022",1-yr,"€ 190,000",Spezia,Serie A,2021-2022
15,Titas Krapikas,,€ 769,"€ 40,000",GK,22,,"Jun 30, 2022",1-yr,"€ 40,000",Spezia,Serie A,2021-2022
16,Matteo Figoli,,€ 0,€ 0,CM,20,,"Jun 30, 2023",2-yrs,€ 0,Spezia,Serie A,2021-2022
17,Petar Zovko,,€ 0,€ 0,GK,19,,"Jun 30, 2024",3-yrs,€ 0,Spezia,Serie A,2021-2022
18,Petko Hristov,,€ 0,€ 0,CB,22,,"Jun 30, 2025",4-yrs,€ 0,Spezia,Serie A,2021-2022
19,Lorenzo Colombini,,€ 0,€ 0,LB,20,,"Jun 30, 2022",1-yr,€ 0,Spezia,Serie A,2021-2022
20,Leonardo Gabelli,,€ 0,€ 0,LB,19,,"Jun 30, 2022",1-yr,€ 0,Spezia,Serie A,2021-2022
21,Sveinn Aron Gudjohnsen,,€ 0,€ 0,CF,23,,"Jun 30, 2022",1-yr,€ 0,Spezia,Serie A,2021-2022
22,Alessandro Bordin,,€ 0,€ 0,CM,22,,"Jun 30, 2022",1-yr,€ 0,Spezia,Serie A,2021-2022
