id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
2815,Quincy Promes,26,2273,15,11.668496924452484,7,9.039609858766198,104,79,4,0,F M S,Spartak Moscow,12,8.651395577006042,21.640756905078888,6.192524941638112
2925,Fedor Smolov,22,1912,14,11.426447190344334,6,5.793061543256044,94,40,5,0,F S,FC Krasnodar,11,9.163621373474598,17.539101913571358,4.194941585883498
1127,Luiz Adriano,25,2142,10,10.589482733979821,6,3.8213029578328133,62,36,4,1,F M,Spartak Moscow,9,9.835207471624017,16.31955260038376,3.3979857163503766
3066,Aleksandr Kokorin,22,1918,10,9.347375959157944,3,3.9127378100529313,60,23,2,0,F M S,Zenit St. Petersburg,10,9.347375959157944,15.043857630342245,5.514118902385235
4299,Jefferson Farfán,22,1955,10,8.610719494521618,4,3.1348635028116405,50,19,3,0,D F M,Lokomotiv Moscow,10,7.856444172561169,10.281582240015268,2.2355921529233456
4665,Vitinho,30,2001,10,7.758551413193345,5,4.196966107934713,111,42,3,0,F M S,CSKA Moscow,8,6.250000739470124,13.343372574076056,5.700875518843532
5478,Viktor Claesson,30,2493,10,8.10854897275567,6,5.390102302655578,69,64,0,0,F M S,FC Krasnodar,10,8.10854897275567,16.951102189719677,5.569230040535331
5900,Evgeni Markov,25,1314,9,5.750751882791519,1,0.7429451383650303,43,11,5,0,F M S,"Dinamo Moscow,Tosno",8,4.99647656455636,4.763338229618967,0.9298542775213718
5483,Eric Bicfalvi,26,2216,8,7.71737751737237,1,1.4289333084598184,81,32,3,1,M,Ural,7,5.454551588743925,7.501425042748451,2.16471379250288
2708,Manuel Fernandes,29,2476,7,5.5043931640684605,4,3.1822137627750635,66,39,3,0,F M S,Lokomotiv Moscow,5,3.2415671832859516,10.306726825423539,6.446631367318332
2711,Aleksey Miranchuk,30,2645,7,5.566468996927142,3,4.858354335650802,54,51,2,0,F M,Lokomotiv Moscow,7,4.812195120379329,15.013173980638385,7.0668067298829556
2753,Alexander Tashaev,27,2218,7,4.746441477909684,6,3.738795326091349,39,50,2,0,F M S,Dinamo Moscow,7,3.992166170850396,8.842313843779266,3.203801244497299
2772,Aleksandr Erokhin,27,2185,7,5.409662219695747,2,3.7498429268598557,55,24,4,1,M S,Zenit St. Petersburg,7,5.409662219695747,14.484110996127129,8.703079611994326
2907,Sly,26,2190,7,5.819138218648732,4,4.337343682534993,52,25,6,0,F M S,FC Ufa,7,5.819138218648732,12.586168289650232,4.0200632265768945
3063,Artem Dzyuba,25,1682,7,6.980329267680645,3,2.4395233429968357,43,27,3,0,F S,"Arsenal Tula,Zenit St. Petersburg",7,6.226060025393963,11.120758280158043,3.8693304285407066
3813,Luka Djordjevic,22,1643,7,7.551826408132911,0,1.705492539331317,50,19,2,0,F M S,Arsenal Tula,7,6.797551114112139,8.836965444497764,2.6051329504698515
1681,Ahmed Musa,10,863,6,5.304265093058348,3,2.1735345302149653,28,16,0,0,F,CSKA Moscow,6,5.304265093058348,7.894658014178276,2.527996614575386
2854,Daler Kuzyaev,26,2001,6,2.7620820589363575,2,2.354664052836597,26,20,3,0,D M S,Zenit St. Petersburg,6,2.7620820589363575,10.007302755489945,5.377483977936208
2880,Sergey Tkachev,28,2345,6,3.0353828258812428,4,4.962084458209574,76,45,2,0,F M S,Arsenal Tula,6,3.0353828258812428,8.59925202280283,2.9989467784762383
5454,Fedor Chalov,20,1016,6,4.446148281916976,4,2.5989824142307043,31,20,0,0,F M S,CSKA Moscow,6,4.446148281916976,7.518544836901128,2.027108143083751
1937,Fernando,27,2167,5,1.7976127220317721,2,2.1067719012498856,54,46,4,1,M S,Spartak Moscow,5,1.7976127220317721,10.379834534600377,8.551496246829629
2751,Aleksey Ionov,26,1863,5,4.891930736601353,2,1.2961558438837528,23,26,2,0,F M S,"Dinamo Moscow,FC Rostov",4,4.1376554146409035,5.90991098061204,1.4592627193778753
2774,Sardar Azmoun,26,1420,5,7.379320614039898,3,1.9213901329785585,41,18,4,0,F S,Rubin Kazan,5,7.379320614039898,8.49097265303135,0.7918740389868617
2867,Magomed Mitrishev,29,1936,5,5.525787404738367,2,2.794729419052601,40,20,0,0,F M S,FK Akhmat,5,5.525787404738367,10.264693623408675,2.8809270039200783
2882,Pontus Wernbloom,23,1955,5,3.7983660167083144,3,2.3054524967446923,30,20,7,0,D F M S,CSKA Moscow,5,3.7983660167083144,10.052427902817726,5.3007529359310865
2887,Kirill Panchenko,19,1408,5,4.127879111096263,1,1.0208121705800295,53,21,0,0,F M S,Dinamo Moscow,4,2.6193508338183165,5.4550425838679075,2.522072703577578
2897,Aleksandr Golovin,27,2285,5,4.435120307840407,3,3.8869498120620847,56,41,8,0,F M S,CSKA Moscow,5,3.6808449933305383,13.629233175888658,7.851150999777019
2903,Ivan Paurevic,28,2456,5,5.30336928833276,5,2.6576565355062485,35,18,3,0,D M,FC Ufa,5,5.30336928833276,10.990997395478189,4.56448561232537
2908,Dmitri Sysuev,26,1353,5,3.438111947849393,2,2.335076380521059,19,13,5,0,F M S,FC Ufa,5,3.438111947849393,6.158947894349694,1.326706524938345
5899,Anton Zabolotny,29,2395,5,7.719955391250551,2,1.9502713363617659,69,35,5,0,F M S,"Tosno,Zenit St. Petersburg",5,7.719955391250551,9.27276215609163,1.5898628644645214
5919,Juan Eduardo Lescano,19,1209,5,3.3339521158486605,1,0.7405940899625421,29,13,2,0,F M S,"Anzhi Makhachkala,SKA-Khabarovsk",5,3.3339521158486605,3.6911606173962355,0.4719117693603039
5924,Sebastián Driussi,27,1741,5,6.347863124683499,5,3.200983876362443,57,37,3,0,F M S,Zenit St. Petersburg,5,6.347863124683499,10.454732526093721,2.639382002875209
