id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
5454,Fedor Chalov,30,2471,15,15.040262231603265,6,4.6286372393369675,98,53,1,0,F S,CSKA Moscow,13,13.53171163238585,20.732297763228416,4.654008806683123
2774,Sardar Azmoun,26,2178,13,15.666448041796684,6,3.5290045887231827,84,27,6,0,F M,"Rubin Kazan,Zenit St. Petersburg",12,14.912172719836235,15.68354582041502,3.063899722881615
5478,Viktor Claesson,29,2465,12,12.37457817234099,5,6.248625719919801,84,52,2,0,F M S,FC Krasnodar,8,9.357476942241192,21.01863956078887,7.16987799666822
4605,Anton Miranchuk,26,1806,11,6.755485676229,2,3.8987333588302135,52,44,5,0,F M S,Lokomotiv Moscow,7,3.738384373486042,8.533433008939028,3.7110466435551643
5924,Sebastián Driussi,27,1853,11,9.516178891062737,6,3.2382487524300814,59,34,2,1,F M S,Zenit St. Petersburg,11,9.516178891062737,12.52913192100823,4.497548063285649
2818,Zé Luís,25,1899,10,8.521360844839364,2,2.459173308685422,50,34,6,0,F S,Spartak Moscow,7,6.2585537363775074,9.633651044219732,3.027116710320115
2907,Sly,27,2271,9,7.136179809924215,2,3.309893795289099,59,34,6,0,D F M S,FC Ufa,9,6.381905978079885,10.016644085757434,3.040332967415452
2930,Ari,16,1148,8,7.648419564589858,4,3.1458223406225443,61,27,3,1,F M S,FC Krasnodar,8,6.894144242629409,12.69367191940546,3.545934123918414
3063,Artem Dzyuba,27,2366,8,8.578462895005941,10,7.147509387694299,64,49,2,0,F,Zenit St. Petersburg,8,8.578462895005941,21.198269799351692,8.21623617503792
3131,Zelimkhan Bakaev,25,1832,8,4.223032365553081,0,3.082680686376989,43,36,4,0,F M S,Arsenal Tula,7,3.468757043592632,7.099729351699352,0.9943145886063576
4299,Jefferson Farfán,20,1509,8,6.886059071868658,4,1.5886012855917215,49,21,2,0,F M S,Lokomotiv Moscow,8,6.886059071868658,7.08278769813478,2.158023353666067
5926,Magomed-Shapi Suleymanov,20,528,8,3.951232338324189,0,0.6243560593575239,25,9,4,0,F M S,FC Krasnodar,8,3.951232338324189,5.410342970862985,1.748716613277793
6774,Aleksey Sutormin,29,2522,8,4.708790697157383,1,4.25337924528867,55,33,7,0,D F M,FC Orenburg,6,3.2002400644123554,9.11220608279109,2.7860818058252335
2925,Fedor Smolov,24,1675,7,7.120407736860216,3,2.7856453242711723,54,25,0,0,F S,"FC Krasnodar,Lokomotiv Moscow",7,6.3661324148997664,11.028213031589985,2.7178091760724783
3813,Luka Djordjevic,23,1934,7,6.523629928007722,4,3.6400231206789613,51,26,6,0,F,Arsenal Tula,7,6.523629928007722,10.328541815280914,1.0928850136697292
6025,Ivan Ignatyev,20,1206,7,6.4191660434007645,4,2.8569307681173086,44,12,2,0,F S,FC Krasnodar,7,6.4191660434007645,10.072689704596996,1.9546714667230844
1127,Luiz Adriano,23,1436,6,5.170333743095398,5,3.8728938093408942,23,30,4,0,F M S,Spartak Moscow,4,3.661783091723919,8.630337789654732,2.446640409529209
2450,Wanderson,30,2172,6,5.980793233960867,5,5.427919027395546,76,47,2,0,F M S,FC Krasnodar,6,5.980793233960867,16.676264371722937,7.6659537348896265
2751,Aleksey Ionov,25,1646,6,4.613530125468969,1,1.0584932686761022,20,14,1,0,F M S,FC Rostov,3,2.3507055900990963,5.10067144036293,1.951862865127623
2772,Aleksandr Erokhin,16,1155,6,4.256079779006541,3,2.598260624334216,32,14,3,0,M S,Zenit St. Petersburg,6,4.256079779006541,7.026543907821178,2.5168425403535366
2869,Reziuan Mirzov,26,1676,6,5.279296111315489,1,1.0189323695376515,54,22,6,0,F M S,"Arsenal Tula,FC Rostov",4,3.7707454934716225,6.317015316337347,1.964008305221796
3105,Egor Sorokin,27,1990,6,2.459927032701671,0,0.6872456688433886,16,4,3,1,D S,Rubin Kazan,6,2.459927032701671,2.652605046518147,2.070098303258419
5483,Eric Bicfalvi,26,2274,6,5.049967837519944,1,2.2091390527784824,79,25,3,0,F M S,Ural,6,5.049967837519944,9.053873496130109,3.2751543228514493
6138,Andrei Panyukov,21,1226,6,8.048959605395794,0,0.6964176255278289,27,8,2,0,F M S,Ural,6,8.048959605395794,9.587754242122173,1.0385997872799635
1811,Andrés Ponce,27,1948,5,5.369003478437662,0,0.9008051194250584,41,19,4,1,F S,Anzhi Makhachkala,3,3.8604528568685055,4.455431274138391,0.4801104227080941
2775,Dmitriy Poloz,27,1870,5,5.280687247402966,1,2.6493231123313308,40,28,0,0,F M S,Rubin Kazan,4,4.526411925442517,6.758758798241615,1.154540529474616
2857,Oleg Ivanov,27,2119,5,2.841800829395652,0,1.438324213027954,35,42,7,0,F M S,FK Akhmat,5,2.841800829395652,5.710335693322122,2.7244049720466137
2859,Ablae Mbengue,25,948,5,4.520429775118828,0,0.8146947231143713,30,9,3,0,F S,FK Akhmat,5,4.520429775118828,5.030912757851183,0.10835219919681549
2880,Sergey Tkachev,26,1772,5,3.1814535530284047,6,2.751733378507197,65,38,4,0,F M S,Arsenal Tula,5,3.1814535530284047,7.50490153208375,2.7788573987782
2887,Kirill Panchenko,23,1594,5,5.338765753433108,1,2.0387902911752462,76,27,3,0,F M S,Dinamo Moscow,5,5.338765753433108,8.021248321048915,1.1445729448460042
2969,Maksim Kanunnikov,20,1580,5,4.961578994989395,0,0.8808830846101046,35,15,2,0,F M S,Krylya Sovetov Samara,5,4.961578994989395,5.002333912998438,1.0230560908094049
5496,Nikolay Dimitrov,27,2287,5,3.6572189601138234,3,3.3055818155407906,45,29,2,0,M S,Ural,5,3.6572189601138234,9.161524083465338,4.982575085945427
6276,Nikola Vlasic,25,2196,5,4.911711774766445,5,6.949798613786697,75,64,2,1,F M,CSKA Moscow,5,4.1574364230036736,15.348255544900894,7.115467114374042
6599,Björn Sigurdarson,26,1688,5,3.9528127685189247,0,1.385523702017963,35,15,1,0,F S,FC Rostov,5,3.9528127685189247,5.395940186455846,0.9770784620195627
7136,Arnór Sigurdsson,21,1260,5,4.1971680149436,1,2.3041115887463093,31,22,3,0,D F M S,CSKA Moscow,5,4.1971680149436,10.936297065578401,5.585128492675722
2708,Manuel Fernandes,20,1551,4,3.9220408238470554,4,4.452897951006889,51,38,1,0,M S,Lokomotiv Moscow,3,2.4134916104376316,5.132365006953478,1.4563038488849998
2928,Joãozinho,30,2524,4,3.942929057404399,8,5.625902784988284,59,63,2,0,D F M S,Dinamo Moscow,2,2.4343784134835005,9.813591118901968,4.848272445145994
3016,Sergei Kornilenko,21,1013,4,2.440764470025897,0,0.5914517911151052,19,10,4,1,F S,Krylya Sovetov Samara,3,1.6864984799176455,2.2137654423713684,0.24416056368499994
3035,Evgeni Lutsenko,30,2158,4,5.013713170774281,4,4.76438251696527,60,41,3,0,F S,Dinamo Moscow,4,4.259437848813832,9.557207294274122,2.7124563991092145
3087,Ramil Sheydaev,18,970,4,5.312901806086302,1,1.6109021231532097,22,13,2,1,F M S,Krylya Sovetov Samara,2,3.804351221770048,5.507348319515586,1.4366282592527568
5385,Mikhail Kostyukov,13,660,4,2.7910229824483395,0,0.44494786858558655,22,3,2,0,F M S,FC Yenisey Krasnoyarsk,4,2.7910229824483395,3.2338882572948933,0.06996302492916584
5397,Alexander Sobolev,22,1194,4,3.099634826183319,1,0.7592827547341585,31,13,4,0,F M S,"FC Yenisey Krasnoyarsk,Krylya Sovetov Samara",3,2.34535950422287,3.6893998812884092,0.89585782866925
5930,Ravanelli,17,1334,4,3.121742572635412,7,2.325155407190323,51,27,3,0,F M S,FK Akhmat,4,3.121742572635412,5.149171693250537,1.4326364677399397
6275,Evans Kangwa,25,1334,4,3.1713277269154787,1,0.7031704224646091,20,14,0,0,F M S,Arsenal Tula,4,3.1713277269154787,4.946795620955527,1.2703359359875321
6807,Jaka Bijol,23,1062,4,2.2667808420956135,2,1.1426140516996384,23,12,4,0,F M S,CSKA Moscow,4,2.2667808420956135,5.190891277976334,2.3065840331837535
7121,Djorde Despotovic,23,1781,4,5.892216391861439,1,1.5416923193261027,59,19,4,0,F S,FC Orenburg,4,5.892216391861439,8.510517630726099,1.6726762065663934
333,Benedikt Höwedes,17,1289,3,1.6280140951275826,0,0.047469169832766056,8,3,1,0,D S,Lokomotiv Moscow,3,1.6280140951275826,2.2295234678313136,2.172893996350467
1248,Leandro Paredes,15,1309,3,1.6344684707000852,2,2.59763265773654,29,32,6,1,M,Zenit St. Petersburg,2,0.8801931263878942,4.348813325166702,3.632303100079298
1698,Abel Hernández,14,613,3,4.06651190854609,1,0.5618500225245953,31,7,0,0,F S,CSKA Moscow,2,3.312236612662673,3.0016518216580153,0.820516531355679
