player,season,league,team,position,outfielder_goalkeeper,age,country,weekly_gross_base_salary_gbp,annual_gross_base_salary_gbp,adj_current_gross_base_salary_gbp,estimated_gross_total_gbp,current_contract_status,current_contract_expiration,current_contract_length
Yaya Soumahoro,2015-2016,Belgian First Division A,Gent,Forward,Outfielder,25,Cote d'Ivoire,1437,74743,79605,,nan,,
Aboubakar Kamara,2015-2016,Belgian First Division A,Kortrijk,Forward,Outfielder,20,France,0,0,0,,nan,,
Abraham Attobrah,2015-2016,Belgian First Division A,Kortrijk,Midfielder,Outfielder,20,Ghana,0,0,0,,nan,,
Adam Marusic,2015-2016,Belgian First Division A,Kortrijk,Midfielder,Outfielder,22,Montenegro,2026,105362,112214,,nan,,
Anthony Van Loo,2015-2016,Belgian First Division A,Kortrijk,Defender,Outfielder,26,Belgium,1437,74743,79605,,nan,,
Arno Claeys,2015-2016,Belgian First Division A,Kortrijk,Defender,Outfielder,21,Belgium,502,26115,27813,,nan,,
Athanasios Papazoglou,2015-2016,Belgian First Division A,Kortrijk,Forward,Outfielder,27,Greece,0,0,0,,nan,,
Baptiste Ulens,2015-2016,Belgian First Division A,Kortrijk,Defender,Outfielder,27,Belgium,0,0,0,,nan,,
Benoît Poulain,2015-2016,Belgian First Division A,Kortrijk,Defender,Outfielder,27,France,5784,300777,320338,,nan,,
Birger Verstraete,2015-2016,Belgian First Division A,Kortrijk,Midfielder,Outfielder,21,Belgium,866,45026,47955,,nan,,
Darren Keet,2015-2016,Belgian First Division A,Kortrijk,Goalkeeper,Goalkeeper,25,South Africa,4346,226033,240733,,nan,,
Elohim Rolland,2015-2016,Belgian First Division A,Kortrijk,Midfielder,Outfielder,26,France,571,29717,31650,,nan,,
Fabien Boyer,2015-2016,Belgian First Division A,Kortrijk,Defender,Outfielder,24,Madagascar,1437,74743,79605,,nan,,
Gertjan De Mets,2015-2016,Belgian First Division A,Kortrijk,Midfielder,Outfielder,28,Belgium,2598,135079,143864,,nan,,
Gilles Lentz,2015-2016,Belgian First Division A,Kortrijk,Goalkeeper,Goalkeeper,23,Belgium,1628,84649,90154,,nan,,
Hervé Kage,2015-2016,Belgian First Division A,Kortrijk,Forward,Outfielder,26,Democratic Republic of the Congo,2598,135079,143864,,nan,,
Kristof D'Haene,2015-2016,Belgian First Division A,Kortrijk,Defender,Outfielder,25,Belgium,1628,84649,90154,,nan,,
Lukas Van Eenoo,2015-2016,Belgian First Division A,Kortrijk,Midfielder,Outfielder,24,Belgium,1628,84649,90154,,nan,,
Maxime Chanot,2015-2016,Belgian First Division A,Kortrijk,Defender,Outfielder,25,Luxembourg,1437,74743,79605,,nan,,
Michael Lallemand,2015-2016,Belgian First Division A,Kortrijk,Forward,Outfielder,22,Belgium,0,0,0,,nan,,
Michael Olaitan,2015-2016,Belgian First Division A,Kortrijk,Forward,Outfielder,22,Nigeria,4780,248546,264710,,nan,,
Michalis Sifakis,2015-2016,Belgian First Division A,Kortrijk,Goalkeeper,Goalkeeper,30,Greece,1281,66639,70973,,nan,,
Nebojsa Pavlovic,2015-2016,Belgian First Division A,Kortrijk,Midfielder,Outfielder,34,Serbia,4052,210724,224428,,nan,,
Robert Klaasen,2015-2016,Belgian First Division A,Kortrijk,Midfielder,Outfielder,21,Netherlands,0,0,0,,nan,,
Rémi Pillot,2015-2016,Belgian First Division A,Kortrijk,Goalkeeper,Goalkeeper,24,France,571,29717,31650,,nan,,
Samuel Gigot,2015-2016,Belgian First Division A,Kortrijk,Defender,Outfielder,21,France,692,36021,38363,,nan,,
Sidy Sarr,2015-2016,Belgian First Division A,Kortrijk,Midfielder,Outfielder,19,Senegal,1039,54031,57545,,nan,,
Stijn De Smet,2015-2016,Belgian First Division A,Kortrijk,Midfielder,Outfielder,30,Belgium,4346,226033,240733,,nan,,
Tomislav Kis,2015-2016,Belgian First Division A,Kortrijk,Forward,Outfielder,21,Croatia,1159,60335,64259,,nan,,
Xavier Mercier,2015-2016,Belgian First Division A,Kortrijk,Midfielder,Outfielder,25,France,1731,90053,95909,,nan,,
Zarko Tomasevic,2015-2016,Belgian First Division A,Kortrijk,Defender,Outfielder,25,Montenegro,2026,105362,112214,,nan,,
Arthur Henrique,2015-2016,Belgian First Division A,Lokeren,Defender,Outfielder,28,Brazil,1437,74743,79605,,nan,,
Ayanda Patosi,2015-2016,Belgian First Division A,Lokeren,Forward,Outfielder,22,South Africa,2320,120671,128519,,nan,,
Besart Abdurahimi,2015-2016,Belgian First Division A,Lokeren,Forward,Outfielder,24,North Macedonia,1628,84649,90154,,nan,,
Bo Geens,2015-2016,Belgian First Division A,Lokeren,Goalkeeper,Goalkeeper,19,Belgium,294,15309,16304,,nan,,
Bob Straetman,2015-2016,Belgian First Division A,Lokeren,Forward,Outfielder,17,Belgium,34,1801,1918,,nan,,
Boubacar Copa,2015-2016,Belgian First Division A,Lokeren,Goalkeeper,Goalkeeper,35,Cote d'Ivoire,0,0,0,,nan,,
Branislav Ninaj,2015-2016,Belgian First Division A,Lokeren,Defender,Outfielder,21,Slovakia,1437,74743,79605,,nan,,
Cyriel Dessers,2015-2016,Belgian First Division A,Lokeren,Forward,Outfielder,20,Belgium,0,0,0,,nan,,
Dario Melnjak,2015-2016,Belgian First Division A,Lokeren,Defender,Outfielder,22,Croatia,1039,54031,57545,,nan,,
Davino Verhulst,2015-2016,Belgian First Division A,Lokeren,Goalkeeper,Goalkeeper,27,Belgium,2320,120671,128519,,nan,,
Denis Odoi,2015-2016,Belgian First Division A,Lokeren,Defender,Outfielder,27,Belgium,4519,235038,250323,,nan,,
Dieter Creemers,2015-2016,Belgian First Division A,Lokeren,Goalkeeper,Goalkeeper,17,Belgium,225,11706,12467,,nan,,
Eugene Ansah,2015-2016,Belgian First Division A,Lokeren,Forward,Outfielder,20,Ghana,0,0,0,,nan,,
Evariste Ngolok,2015-2016,Belgian First Division A,Lokeren,Midfielder,Outfielder,26,Belgium,1437,74743,79605,,nan,,
Filip Starzynski,2015-2016,Belgian First Division A,Lokeren,Midfielder,Outfielder,24,Poland,0,0,0,,nan,,
Georgios Galitsios,2015-2016,Belgian First Division A,Lokeren,Defender,Outfielder,28,Greece,0,0,0,,nan,,
Hamdi Harbaoui,2015-2016,Belgian First Division A,Lokeren,Forward,Outfielder,30,Tunisia,3290,171100,182228,,nan,,
Jajá,2015-2016,Belgian First Division A,Lokeren,Forward,Outfielder,29,Brazil,0,0,0,,nan,,
Joey Dujardin,2015-2016,Belgian First Division A,Lokeren,Defender,Outfielder,19,Belgium,138,7204,7672,,nan,,
Joher Rassoul,2015-2016,Belgian First Division A,Lokeren,Defender,Outfielder,19,Senegal,0,0,0,,nan,,
João Carlos,2015-2016,Belgian First Division A,Lokeren,Defender,Outfielder,33,Brazil,5489,285468,304033,,nan,,
Killian Overmeire,2015-2016,Belgian First Division A,Lokeren,Midfielder,Outfielder,29,Belgium,0,0,0,,nan,,
Koen Persoons,2015-2016,Belgian First Division A,Lokeren,Midfielder,Outfielder,31,Belgium,4346,226033,240733,,nan,,
Lewis Enoh,2015-2016,Belgian First Division A,Lokeren,Forward,Outfielder,22,Cameroon,1039,54031,57545,,nan,,
Mario Ticinovic,2015-2016,Belgian First Division A,Lokeren,Defender,Outfielder,23,Croatia,1731,90053,95909,,nan,,
Marko Miric,2015-2016,Belgian First Division A,Lokeren,Forward,Outfielder,28,Serbia,2043,106262,113173,,nan,,
Mehdi Terki,2015-2016,Belgian First Division A,Lokeren,Midfielder,Outfielder,23,Algeria,814,42324,45077,,nan,,
Mijat Maric,2015-2016,Belgian First Division A,Lokeren,Defender,Outfielder,31,Switzerland,4624,240441,256078,,nan,,
Mohammad Ghadir,2015-2016,Belgian First Division A,Lokeren,Forward,Outfielder,24,Israel,0,0,0,,nan,,
Nathan Mingiedi,2015-2016,Belgian First Division A,Lokeren,Midfielder,Outfielder,17,Belgium,34,1801,1918,,nan,,
Ridwan Gyselinck,2015-2016,Belgian First Division A,Lokeren,Defender,Outfielder,21,Belgium,467,24314,25895,,nan,,
Robbie Ringoet,2015-2016,Belgian First Division A,Lokeren,Midfielder,Outfielder,18,Belgium,121,6303,6713,,nan,,
Serhii Bolbat,2015-2016,Belgian First Division A,Lokeren,Defender,Outfielder,22,Ukraine,0,0,0,,nan,,
Sverrir Ingi Ingason,2015-2016,Belgian First Division A,Lokeren,Defender,Outfielder,21,Iceland,2354,122472,130437,,nan,,
Tars Notteboom,2015-2016,Belgian First Division A,Lokeren,Forward,Outfielder,19,Belgium,467,24314,25895,,nan,,
Tjorven Melens,2015-2016,Belgian First Division A,Lokeren,Midfielder,Outfielder,18,Belgium,467,24314,25895,,nan,,
Ahmed El Messaoudi,2015-2016,Belgian First Division A,Mechelen,Midfielder,Outfielder,19,Morocco,692,36021,38363,,nan,,
Aleksandar Bjelica,2015-2016,Belgian First Division A,Mechelen,Defender,Outfielder,21,Serbia,1662,86450,92072,,nan,,
Alexander Corryn,2015-2016,Belgian First Division A,Mechelen,Midfielder,Outfielder,21,Belgium,467,24314,25895,,nan,,
Anthony Moris,2015-2016,Belgian First Division A,Mechelen,Goalkeeper,Goalkeeper,25,Luxembourg,571,29717,31650,,nan,,
Anthony Swolfs,2015-2016,Belgian First Division A,Mechelen,Goalkeeper,Goalkeeper,17,Belgium,571,29717,31650,,nan,,
Cedric Mingiedi Mpembele,2015-2016,Belgian First Division A,Mechelen,Defender,Outfielder,20,Belgium,0,0,0,,nan,,
Colin Coosemans,2015-2016,Belgian First Division A,Mechelen,Goalkeeper,Goalkeeper,22,Belgium,2320,120671,128519,,nan,,
Dalibor Veselinovic,2015-2016,Belgian First Division A,Mechelen,Forward,Outfielder,27,Serbia,2320,120671,128519,,nan,,
Edin Cocalic,2015-2016,Belgian First Division A,Mechelen,Defender,Outfielder,27,Bosnia-Herzegovina,2615,135980,144823,,nan,,
Elias Cobbaut,2015-2016,Belgian First Division A,Mechelen,Defender,Outfielder,17,Belgium,34,1801,1918,,nan,,
Glenn Claes,2015-2016,Belgian First Division A,Mechelen,Midfielder,Outfielder,21,Belgium,866,45026,47955,,nan,,
Ibrahima Cissé,2015-2016,Belgian First Division A,Mechelen,Midfielder,Outfielder,21,Guinea,1437,74743,79605,,nan,,
Jason Adesanya,2015-2016,Belgian First Division A,Mechelen,Forward,Outfielder,22,Belgium,0,0,0,,nan,,
Jean-François Gillet,2015-2016,Belgian First Division A,Mechelen,Goalkeeper,Goalkeeper,36,Belgium,2320,120671,128519,,nan,,
Jens Naessens,2015-2016,Belgian First Division A,Mechelen,Forward,Outfielder,24,Belgium,0,0,0,,nan,,
Joachim Van Damme,2015-2016,Belgian First Division A,Mechelen,Midfielder,Outfielder,23,Belgium,571,29717,31650,,nan,,
Jordi Vanlerberghe,2015-2016,Belgian First Division A,Mechelen,Midfielder,Outfielder,19,Belgium,1108,57633,61381,,nan,,
Jordy Peffer,2015-2016,Belgian First Division A,Mechelen,Forward,Outfielder,18,Belgium,52,2701,2877,,nan,,
Jules Van Cleemput,2015-2016,Belgian First Division A,Mechelen,Defender,Outfielder,18,Belgium,0,0,0,,nan,,
Laurens Paulussen,2015-2016,Belgian First Division A,Mechelen,Defender,Outfielder,24,Belgium,571,29717,31650,,nan,,
Ljuban Crepulja,2015-2016,Belgian First Division A,Mechelen,Midfielder,Outfielder,21,Croatia,1159,60335,64259,,nan,,
Mats Rits,2015-2016,Belgian First Division A,Mechelen,Midfielder,Outfielder,21,Belgium,1159,60335,64259,,nan,,
Milos Kosanovic,2015-2016,Belgian First Division A,Mechelen,Defender,Outfielder,25,Serbia,8676,451165,480506,,nan,,
Mourad Satli,2015-2016,Belgian First Division A,Mechelen,Defender,Outfielder,25,Algeria,1679,87351,93031,,nan,,
Nassim Ben Khalifa,2015-2016,Belgian First Division A,Mechelen,Forward,Outfielder,23,Switzerland,4000,208022,221551,,nan,,
Nicolas Verdier,2015-2016,Belgian First Division A,Mechelen,Forward,Outfielder,28,France,4052,210724,224428,,nan,,
Rafal Wolski,2015-2016,Belgian First Division A,Mechelen,Midfielder,Outfielder,22,Poland,5853,304379,324174,,nan,,
Randall Leal,2015-2016,Belgian First Division A,Mechelen,Forward,Outfielder,18,Costa Rica,1039,54031,57545,,nan,,
Reuben Acquah,2015-2016,Belgian First Division A,Mechelen,Midfielder,Outfielder,18,Ghana,1039,54031,57545,,nan,,
Seth De Witte,2015-2016,Belgian First Division A,Mechelen,Midfielder,Outfielder,27,Belgium,4624,240441,256078,,nan,,
Sheldon Bateau,2015-2016,Belgian First Division A,Mechelen,Defender,Outfielder,24,Trinidad and Tobago,0,0,0,,nan,,
Sofiane Hanni,2015-2016,Belgian First Division A,Mechelen,Midfielder,Outfielder,24,Algeria,1159,60335,64259,,nan,,
Steven De Petter,2015-2016,Belgian First Division A,Mechelen,Midfielder,Outfielder,29,Belgium,4346,226033,240733,,nan,,
Tim Matthys,2015-2016,Belgian First Division A,Mechelen,Midfielder,Outfielder,31,Belgium,2892,150388,160169,,nan,,
Uros Vitas,2015-2016,Belgian First Division A,Mechelen,Defender,Outfielder,22,Serbia,1159,60335,64259,,nan,,
Vladimir Volkov,2015-2016,Belgian First Division A,Mechelen,Defender,Outfielder,29,Montenegro,0,0,0,,nan,,
Wannes Van Tricht,2015-2016,Belgian First Division A,Mechelen,Midfielder,Outfielder,21,Belgium,692,36021,38363,,nan,,
Xavier Chen,2015-2016,Belgian First Division A,Mechelen,Defender,Outfielder,31,Taiwan,2892,150388,160169,,nan,,
Yan De Maeyer,2015-2016,Belgian First Division A,Mechelen,Defender,Outfielder,18,Belgium,346,18010,19182,,nan,,
Andile Jali,2015-2016,Belgian First Division A,Oostende,Midfielder,Outfielder,25,South Africa,2892,150388,160169,,nan,,
Ante Blazevic,2015-2016,Belgian First Division A,Oostende,Defender,Outfielder,19,Croatia,571,29717,31650,,nan,,
Antonio Milic,2015-2016,Belgian First Division A,Oostende,Defender,Outfielder,21,Croatia,1437,74743,79605,,nan,,
Baptiste Schmisser,2015-2016,Belgian First Division A,Oostende,Defender,Outfielder,29,France,0,0,0,,nan,,
Brecht Capon,2015-2016,Belgian First Division A,Oostende,Defender,Outfielder,27,Belgium,2598,135079,143864,,nan,,
Bruno Godeau,2015-2016,Belgian First Division A,Oostende,Defender,Outfielder,23,Belgium,1039,54031,57545,,nan,,
Cyriac,2015-2016,Belgian First Division A,Oostende,Forward,Outfielder,24,Cote d'Ivoire,0,0,0,,nan,,
David Rozehnal,2015-2016,Belgian First Division A,Oostende,Defender,Outfielder,34,Czech Republic,2892,150388,160169,,nan,,
Didier Ovono,2015-2016,Belgian First Division A,Oostende,Goalkeeper,Goalkeeper,32,Gabon,2892,150388,160169,,nan,,
Elimane Coulibaly,2015-2016,Belgian First Division A,Oostende,Forward,Outfielder,35,Senegal,2199,114367,121804,,nan,,
Fabien Antunes,2015-2016,Belgian First Division A,Oostende,Midfielder,Outfielder,23,France,52,2701,2877,,nan,,
Fernando Canesin,2015-2016,Belgian First Division A,Oostende,Midfielder,Outfielder,23,Brazil,0,0,0,,nan,,
Franck Berrier,2015-2016,Belgian First Division A,Oostende,Midfielder,Outfielder,31,France,4918,255750,272383,,nan,,
Frédéric Brillant,2015-2016,Belgian First Division A,Oostende,Defender,Outfielder,30,France,0,0,0,,nan,,
Jean Chopin,2015-2016,Belgian First Division A,Oostende,Goalkeeper,Goalkeeper,20,France,519,27015,28772,,nan,,
Jordan Lukaku,2015-2016,Belgian First Division A,Oostende,Defender,Outfielder,20,Belgium,3186,165697,176473,,nan,,
Joseph Akpala,2015-2016,Belgian First Division A,Oostende,Forward,Outfielder,28,Nigeria,2892,150388,160169,,nan,,
Kevin Vandendriessche,2015-2016,Belgian First Division A,Oostende,Midfielder,Outfielder,25,France,1437,74743,79605,,nan,,
Knowledge Musona,2015-2016,Belgian First Division A,Oostende,Forward,Outfielder,25,Zimbabwe,2892,150388,160169,,nan,,
Mathieu Cornet,2015-2016,Belgian First Division A,Oostende,Forward,Outfielder,24,Belgium,0,0,0,,nan,,
Michiel Jonckheere,2015-2016,Belgian First Division A,Oostende,Midfielder,Outfielder,25,Belgium,814,42324,45077,,nan,,
Nicklas Pedersen,2015-2016,Belgian First Division A,Oostende,Forward,Outfielder,27,Denmark,4624,240441,256078,,nan,,
Niels De Schutter,2015-2016,Belgian First Division A,Oostende,Defender,Outfielder,26,Belgium,814,42324,45077,,nan,,
Saviour Godwin,2015-2016,Belgian First Division A,Oostende,Forward,Outfielder,18,Nigeria,1039,54031,57545,,nan,,
Sébastien Locigno,2015-2016,Belgian First Division A,Oostende,Defender,Outfielder,19,Belgium,467,24314,25895,,nan,,
Sébastien Siani,2015-2016,Belgian First Division A,Oostende,Midfielder,Outfielder,28,Cameroon,2892,150388,160169,,nan,,
Wouter Biebauw,2015-2016,Belgian First Division A,Oostende,Goalkeeper,Goalkeeper,31,Belgium,1731,90053,95909,,nan,,
Xavier Luissint,2015-2016,Belgian First Division A,Oostende,Defender,Outfielder,31,France,0,0,0,,nan,,
Yannick Loemba,2015-2016,Belgian First Division A,Oostende,Forward,Outfielder,25,The Congo,0,0,0,,nan,,
Yassine El Ghanassy,2015-2016,Belgian First Division A,Oostende,Forward,Outfielder,24,Belgium,2805,145885,155373,,nan,,
Alessandro Iandoli,2015-2016,Belgian First Division A,Sint Truidense,Defender,Outfielder,31,Switzerland,1731,90053,95909,,nan,,
Alessio Castro-Montes,2015-2016,Belgian First Division A,Sint Truidense,Defender,Outfielder,18,Belgium,208,10806,11508,,nan,,
Alexis De Sart,2015-2016,Belgian First Division A,Sint Truidense,Midfielder,Outfielder,18,Belgium,571,29717,31650,,nan,,
Alfonso Artabe,2015-2016,Belgian First Division A,Sint Truidense,Defender,Outfielder,26,Spain,0,0,0,,nan,,
Allan,2015-2016,Belgian First Division A,Sint Truidense,Midfielder,Outfielder,18,Brazil,2424,126074,134273,,nan,,
Benito Raman,2015-2016,Belgian First Division A,Sint Truidense,Forward,Outfielder,20,Belgium,2026,105362,112214,,nan,,
Casper De Norre,2015-2016,Belgian First Division A,Sint Truidense,Defender,Outfielder,18,Belgium,121,6303,6713,,nan,,
Cristian Cuevas,2015-2016,Belgian First Division A,Sint Truidense,Defender,Outfielder,20,Chile,0,0,0,,nan,,
Damien Dussaut,2015-2016,Belgian First Division A,Sint Truidense,Defender,Outfielder,20,France,692,36021,38363,,nan,,
Edmílson Junior,2015-2016,Belgian First Division A,Sint Truidense,Forward,Outfielder,20,Brazil,0,0,0,,nan,,
Emil Velic,2015-2016,Belgian First Division A,Sint Truidense,Goalkeeper,Goalkeeper,20,Slovenia,225,11706,12467,,nan,,
Fabien Tchenkoua,2015-2016,Belgian First Division A,Sint Truidense,Forward,Outfielder,22,Cameroon,1437,74743,79605,,nan,,
Falaye Sacko,2015-2016,Belgian First Division A,Sint Truidense,Defender,Outfielder,20,Mali,0,0,0,,nan,,
Faycal Rherras,2015-2016,Belgian First Division A,Sint Truidense,Defender,Outfielder,22,Morocco,571,29717,31650,,nan,,
Gaëtan Hendrickx,2015-2016,Belgian First Division A,Sint Truidense,Midfielder,Outfielder,20,Belgium,0,0,0,,nan,,
Hilaire Momi,2015-2016,Belgian First Division A,Sint Truidense,Forward,Outfielder,25,Central African Republic,0,0,0,,nan,,
Iebe Swers,2015-2016,Belgian First Division A,Sint Truidense,Defender,Outfielder,18,Belgium,294,15309,16304,,nan,,
Jean-Luc Dompé,2015-2016,Belgian First Division A,Sint Truidense,Forward,Outfielder,19,France,0,0,0,,nan,,
Joao Rodríguez,2015-2016,Belgian First Division A,Sint Truidense,Forward,Outfielder,19,Colombia,0,0,0,,nan,,
Jordan Renson,2015-2016,Belgian First Division A,Sint Truidense,Defender,Outfielder,19,Belgium,692,36021,38363,,nan,,
Mamadou Bagayoko,2015-2016,Belgian First Division A,Sint Truidense,Defender,Outfielder,25,Cote d'Ivoire,1039,54031,57545,,nan,,
Mathias Schils,2015-2016,Belgian First Division A,Sint Truidense,Midfielder,Outfielder,22,Belgium,571,29717,31650,,nan,,
May Mahlangu,2015-2016,Belgian First Division A,Sint Truidense,Midfielder,Outfielder,26,South Africa,3896,202619,215796,,nan,,
Mehdi Lazaar,2015-2016,Belgian First Division A,Sint Truidense,Forward,Outfielder,22,Belgium,0,0,0,,nan,,
Mémé Tchité,2015-2016,Belgian First Division A,Sint Truidense,Forward,Outfielder,31,Burundi,0,0,0,,nan,,
Nick Proschwitz,2015-2016,Belgian First Division A,Sint Truidense,Forward,Outfielder,28,Germany,1731,90053,95909,,nan,,
Nicolas Gerits,2015-2016,Belgian First Division A,Sint Truidense,Defender,Outfielder,19,Belgium,0,0,0,,nan,,
Panagiotis Kynigopoulos,2015-2016,Belgian First Division A,Sint Truidense,Forward,Outfielder,18,Greece,433,22513,23977,,nan,,
Pierre‑Baptiste Baherlé,2015-2016,Belgian First Division A,Sint Truidense,Midfielder,Outfielder,23,France,0,0,0,,nan,,
Pieter Gerkens,2015-2016,Belgian First Division A,Sint Truidense,Midfielder,Outfielder,20,Belgium,1177,61236,65218,,nan,,
Reno Wilmots,2015-2016,Belgian First Division A,Sint Truidense,Midfielder,Outfielder,18,Belgium,692,36021,38363,,nan,,
Rob Schoofs,2015-2016,Belgian First Division A,Sint Truidense,Midfielder,Outfielder,21,Belgium,866,45026,47955,,nan,,
Rúben Fernandes,2015-2016,Belgian First Division A,Sint Truidense,Defender,Outfielder,29,Portugal,0,0,0,,nan,,
Salomon Nirisarike,2015-2016,Belgian First Division A,Sint Truidense,Defender,Outfielder,22,Rwanda,0,0,0,,nan,,
Sascha Kotysch,2015-2016,Belgian First Division A,Sint Truidense,Defender,Outfielder,26,Germany,1159,60335,64259,,nan,,
Victorien Angban,2015-2016,Belgian First Division A,Sint Truidense,Midfielder,Outfielder,18,Cote d'Ivoire,4155,216127,230182,,nan,,
William Dutoit,2015-2016,Belgian First Division A,Sint Truidense,Goalkeeper,Goalkeeper,26,France,1437,74743,79605,,nan,,
