,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Nani,"$ 44,872","$ 2,333,333","$ 2,362,117",M,34,Portugal,Orlando City,Mls,2019
1,Dom Dwyer,"$ 25,385","$ 1,320,000","$ 1,336,283",F,30,United States,Orlando City,Mls,2019
2,Sacha Kljestan,"$ 19,712","$ 1,025,000","$ 1,037,644",M,35,United States,Orlando City,Mls,2019
3,Mauricio Pereyra,"$ 18,462","$ 960,000","$ 971,842",M,30,Uruguay,Orlando City,Mls,2019
4,Lamine Sane,"$ 17,356","$ 902,500","$ 913,633",D,33,Senegal,Orlando City,Mls,2019
5,Oriol Rosell,"$ 10,048","$ 522,500","$ 528,945",D,28,Spain,Orlando City,Mls,2019
6,Cristian Higuita,"$ 9,135","$ 474,996","$ 480,855",M,27,Colombia,Orlando City,Mls,2019
7,Will Johnson,"$ 8,750","$ 455,004","$ 460,617",M,34,Canada,Orlando City,Mls,2019
8,Jhegson Sebastián Méndez,"$ 8,654","$ 450,000","$ 455,551",D,23,Ecuador,Orlando City,Mls,2019
9,Josue Colman,"$ 8,654","$ 450,000","$ 455,551",M,22,Paraguay,Orlando City,Mls,2019
10,Carlos Ascues,"$ 8,077","$ 420,000","$ 425,181",D,28,Peru,Orlando City,Mls,2019
11,Robin Jansson,"$ 5,019","$ 261,000","$ 264,220",D,29,Sweden,Orlando City,Mls,2019
12,Dillon Powers,"$ 3,846","$ 200,000","$ 202,467",M,30,United States,Orlando City,Mls,2019
13,Robinho,"$ 3,808","$ 198,000","$ 200,442",M,26,Brazil,Orlando City,Mls,2019
14,Ruan Teixeira,"$ 3,077","$ 160,000","$ 161,974",D,25,Brazil,Orlando City,Mls,2019
15,Tesho Akindele,"$ 2,885","$ 150,000","$ 151,850",F,28,Canada,Orlando City,Mls,2019
16,Joao Moutinho,"$ 2,692","$ 140,000","$ 141,727",D,23,Portugal,Orlando City,Mls,2019
17,Alex De John,"$ 2,596","$ 135,000","$ 136,665",D,29,United States,Orlando City,Mls,2019
18,Shane O'Neill,"$ 2,404","$ 125,000","$ 126,542",D,27,United States,Orlando City,Mls,2019
19,Danilo Acosta,"$ 2,115","$ 110,000","$ 111,357",D,23,United States,Orlando City,Mls,2019
20,Chris Mueller,"$ 1,839","$ 95,625","$ 96,805",M,24,United States,Orlando City,Mls,2019
21,Brian Rowe,"$ 1,827","$ 95,000","$ 96,172",K,32,United States,Orlando City,Mls,2019
22,Cam Lindley,"$ 1,731","$ 90,000","$ 91,110",D,23,United States,Orlando City,Mls,2019
23,Benji Michel,"$ 1,635","$ 85,000","$ 86,049",F,23,Haiti,Orlando City,Mls,2019
24,Santiago Patino,"$ 1,394","$ 72,500","$ 73,394",F,23,United States,Orlando City,Mls,2019
25,Adam Grinwis,"$ 1,363","$ 70,875","$ 71,749",K,28,United States,Orlando City,Mls,2019
26,Mason Stajduhar,"$ 1,363","$ 70,875","$ 71,749",K,23,United States,Orlando City,Mls,2019
27,Kyle Smith,"$ 1,351","$ 70,250","$ 71,117",D,29,United States,Orlando City,Mls,2019
28,Gregory Ranjitsingh,"$ 1,351","$ 70,250","$ 71,117",K,27,Trinidad and Tobago,Orlando City,Mls,2019
29,Kamal Miller,"$ 1,082","$ 56,250","$ 56,944",D,23,Canada,Orlando City,Mls,2019
