,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Wayne Rooney,"$ 67,308","$ 3,500,000","$ 3,543,175",F,35,England,Dc United,Mls,2019
1,Paul Arriola,"$ 12,981","$ 675,000","$ 683,327",M,26,United States,Dc United,Mls,2019
2,Luciano Acosta,"$ 11,538","$ 600,000","$ 607,402",M,26,Argentina,Dc United,Mls,2019
3,Steven Birnbaum,"$ 10,096","$ 525,000","$ 531,476",D,30,United States,Dc United,Mls,2019
4,Felipe Martins,"$ 9,615","$ 500,000","$ 506,168",M,30,Brazil,Dc United,Mls,2019
5,Leonardo Jara,"$ 9,615","$ 500,000","$ 506,168",D,29,Argentina,Dc United,Mls,2019
6,Bill Hamid,"$ 8,881","$ 461,820","$ 467,517",K,30,United States,Dc United,Mls,2019
7,Marcos Pedroso,"$ 7,212","$ 375,000","$ 379,626",D,27,Brazil,Dc United,Mls,2019
8,Frederic Brillant,"$ 5,096","$ 265,000","$ 268,269",D,35,France,Dc United,Mls,2019
9,Lucas Rodriguez,"$ 5,038","$ 262,000","$ 265,232",M,23,Argentina,Dc United,Mls,2019
10,Russell Canouse,"$ 4,760","$ 247,500","$ 250,553",M,25,United States,Dc United,Mls,2019
11,Ola Kamara,"$ 4,615","$ 240,000","$ 242,961",M,31,Norway,Dc United,Mls,2019
12,Emmanuel Boateng,"$ 3,558","$ 185,000","$ 187,282",M,27,Ghana,Dc United,Mls,2019
13,Ulises Segura,"$ 3,269","$ 170,000","$ 172,097",M,27,Costa Rica,Dc United,Mls,2019
14,Chris Seitz,"$ 3,173","$ 165,000","$ 167,035",K,33,United States,Dc United,Mls,2019
15,Joseph Mora,"$ 2,885","$ 150,000","$ 151,850",D,28,Costa Rica,Dc United,Mls,2019
16,Junior Moreno,"$ 2,692","$ 140,000","$ 141,727",D,27,Venezuela,Dc United,Mls,2019
17,Gordon Wild,"$ 1,923","$ 100,000","$ 101,234",F,25,Germany,Dc United,Mls,2019
18,Chris Durkin,"$ 1,827","$ 95,000","$ 96,172",D,21,United States,Dc United,Mls,2019
19,Donovan Pines,"$ 1,731","$ 90,000","$ 91,110",D,22,United States,Dc United,Mls,2019
20,Jalen Robinson,"$ 1,539","$ 80,004","$ 80,991",D,26,United States,Dc United,Mls,2019
21,Antonio Bustamante,"$ 1,351","$ 70,250","$ 71,117",D,23,United States,Dc United,Mls,2019
22,Quincy Amarikwa,"$ 1,351","$ 70,250","$ 71,117",F,33,United States,Dc United,Mls,2019
23,Earl Edwards,"$ 1,351","$ 70,250","$ 71,117",K,29,United States,Dc United,Mls,2019
24,Oniel Fisher,"$ 1,351","$ 70,250","$ 71,117",D,29,Jamaica,Dc United,Mls,2019
25,Griffin Yow,"$ 1,351","$ 70,250","$ 71,117",F,18,United States,Dc United,Mls,2019
26,Chris Odoi-Atsem,"$ 1,082","$ 56,250","$ 56,944",D,25,United States,Dc United,Mls,2019
