,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Bastian Schweinsteiger,"$ 107,692","$ 5,600,000","$ 5,669,081",M,36,Germany,Chicago Fire,Mls,2019
1,Nemanja Nikolic,"$ 32,692","$ 1,700,000","$ 1,720,971",F,33,Hungary,Chicago Fire,Mls,2019
2,Nicolas Gaitan,"$ 26,923","$ 1,400,004","$ 1,417,274",M,32,Argentina,Chicago Fire,Mls,2019
3,Aleksandar Katai,"$ 24,231","$ 1,260,000","$ 1,275,543",M,30,Serbia,Chicago Fire,Mls,2019
4,Marcelo Ferreira,"$ 14,904","$ 775,000","$ 784,560",D,31,Brazil,Chicago Fire,Mls,2019
5,Dax McCarty,"$ 13,462","$ 700,000","$ 708,635",M,33,United States,Chicago Fire,Mls,2019
6,Francisco Calvo,"$ 11,538","$ 600,000","$ 607,402",D,28,Costa Rica,Chicago Fire,Mls,2019
7,Johan Kappelhof,"$ 10,577","$ 550,000","$ 556,785",D,30,Netherlands,Chicago Fire,Mls,2019
8,CJ Sapong,"$ 9,135","$ 475,000","$ 480,860",F,32,United States,Chicago Fire,Mls,2019
9,Przemyslaw Frankowski,"$ 8,654","$ 450,000","$ 455,551",M,25,Poland,Chicago Fire,Mls,2019
10,David Ousted,"$ 5,157","$ 268,182","$ 271,490",K,36,Denmark,Chicago Fire,Mls,2019
11,Jonathan Bornstein,"$ 4,615","$ 240,000","$ 242,961",D,36,United States,Chicago Fire,Mls,2019
12,Richard Sanchez,"$ 2,885","$ 150,000","$ 151,850",K,26,Mexico,Chicago Fire,Mls,2019
13,Micheal Azira,"$ 2,692","$ 140,000","$ 141,727",D,33,Uganda,Chicago Fire,Mls,2019
14,Fabian Herbers,"$ 2,596","$ 135,000","$ 136,665",M,27,Germany,Chicago Fire,Mls,2019
15,Djordje Mihailovic,"$ 2,135","$ 111,000","$ 112,369",M,22,United States,Chicago Fire,Mls,2019
16,Grant Lillard,"$ 1,827","$ 95,000","$ 96,172",D,25,United States,Chicago Fire,Mls,2019
17,Kenneth Kronholm,"$ 1,692","$ 87,996","$ 89,082",K,35,United States,Chicago Fire,Mls,2019
18,Brandt Bronico,"$ 1,635","$ 85,000","$ 86,049",M,25,United States,Chicago Fire,Mls,2019
19,Cristian Martinez,"$ 1,538","$ 80,000","$ 80,987",M,24,Panama,Chicago Fire,Mls,2019
20,Stefan Cleveland,"$ 1,351","$ 70,250","$ 71,117",K,26,United States,Chicago Fire,Mls,2019
21,Amando Moreno,"$ 1,351","$ 70,250","$ 71,117",M,25,United States,Chicago Fire,Mls,2019
22,Diego Campos,"$ 1,351","$ 70,250","$ 71,117",D,25,Costa Rica,Chicago Fire,Mls,2019
23,Raheem Edwards,"$ 1,351","$ 70,250","$ 71,117",M,25,Canada,Chicago Fire,Mls,2019
24,Gabriel Slonina,"$ 1,154","$ 60,000","$ 60,740",K,16,United States,Chicago Fire,Mls,2019
25,Elliot Collier,"$ 1,100","$ 57,225","$ 57,931",M,25,New Zealand,Chicago Fire,Mls,2019
26,Andre Reynolds,"$ 1,082","$ 56,250","$ 56,944",D,19,United States,Chicago Fire,Mls,2019
27,Jeremiah Gutjahr,"$ 1,082","$ 56,250","$ 56,944",M,23,United States,Chicago Fire,Mls,2019
