,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Sebastian Blanco,"$ 52,692","$ 2,740,008","$ 2,773,808",M,32,Argentina,Portland Timbers,Mls,2019
1,Diego Valeri,"$ 44,615","$ 2,320,000","$ 2,348,619",M,34,Argentina,Portland Timbers,Mls,2019
2,Brian Fernandez,"$ 23,077","$ 1,200,000","$ 1,214,803",M,26,Argentina,Portland Timbers,Mls,2019
3,Larrys Mabiala,"$ 14,423","$ 750,000","$ 759,252",D,33,Democratic Republic of the Congo,Portland Timbers,Mls,2019
4,Jorge Villafaña,"$ 11,538","$ 600,000","$ 607,402",D,31,United States,Portland Timbers,Mls,2019
5,Claude Dielna,"$ 10,769","$ 560,000","$ 566,908",D,33,France,Portland Timbers,Mls,2019
6,Diego Chara,"$ 10,577","$ 550,000","$ 556,785",M,34,Colombia,Portland Timbers,Mls,2019
7,Jorge Moreira,"$ 10,490","$ 545,455","$ 552,184",D,31,Paraguay,Portland Timbers,Mls,2019
8,Tomas Conechny,"$ 7,615","$ 396,000","$ 400,885",M,22,Argentina,Portland Timbers,Mls,2019
9,Cristhian Paredes,"$ 4,846","$ 252,000","$ 255,109",M,22,Paraguay,Portland Timbers,Mls,2019
10,Dairon Asprilla,"$ 3,846","$ 200,000","$ 202,467",M,28,Colombia,Portland Timbers,Mls,2019
11,Jeff Attinella,"$ 3,365","$ 175,000","$ 177,159",K,32,United States,Portland Timbers,Mls,2019
12,Jeremy Ebobisse,"$ 3,365","$ 175,000","$ 177,159",F,24,United States,Portland Timbers,Mls,2019
13,Julio Cascante,"$ 3,269","$ 170,004","$ 172,101",D,27,Costa Rica,Portland Timbers,Mls,2019
14,Zarek Valentin,"$ 3,077","$ 160,000","$ 161,974",D,29,Puerto Rico,Portland Timbers,Mls,2019
15,Andy Polo,"$ 2,885","$ 150,000","$ 151,850",M,26,Peru,Portland Timbers,Mls,2019
16,Aljaz Ivacic,"$ 2,885","$ 150,000","$ 151,850",K,27,Slovenia,Portland Timbers,Mls,2019
17,Steve Clark,"$ 2,692","$ 140,000","$ 141,727",K,34,United States,Portland Timbers,Mls,2019
18,Eryk Williamson,"$ 2,308","$ 120,000","$ 121,480",M,23,United States,Portland Timbers,Mls,2019
19,Bill Tuiloma,"$ 1,923","$ 100,008","$ 101,242",D,25,New Zealand,Portland Timbers,Mls,2019
20,Marco Farfan,"$ 1,543","$ 80,250","$ 81,240",D,22,United States,Portland Timbers,Mls,2019
21,Modou Jadama,"$ 1,351","$ 70,250","$ 71,117",D,26,United States,Portland Timbers,Mls,2019
22,Kendall McIntosh,"$ 1,351","$ 70,250","$ 71,117",K,27,United States,Portland Timbers,Mls,2019
23,Renzo Zambrano,"$ 1,351","$ 70,250","$ 71,117",M,26,Venezuela,Portland Timbers,Mls,2019
24,Andres Flores,"$ 1,351","$ 70,250","$ 71,117",M,30,El Salvador,Portland Timbers,Mls,2019
25,Foster Langsdorf,"$ 1,100","$ 57,225","$ 57,931",F,25,United States,Portland Timbers,Mls,2019
26,Marvin Loría,"$ 1,082","$ 56,250","$ 56,944",M,23,Costa Rica,Portland Timbers,Mls,2019
