,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Tim Howard,"$ 38,462","$ 2,000,000","$ 2,024,672",K,41,United States,Colorado Rapids,Mls,2019
1,Kei Kamara,"$ 14,423","$ 750,000","$ 759,252",F,36,Sierra Leone,Colorado Rapids,Mls,2019
2,Tommy Smith,"$ 11,538","$ 600,000","$ 607,402",D,30,New Zealand,Colorado Rapids,Mls,2019
3,Kellyn Acosta,"$ 10,577","$ 550,000","$ 556,785",D,25,United States,Colorado Rapids,Mls,2019
4,Danny Wilson,"$ 9,615","$ 500,000","$ 506,168",D,29,Scotland,Colorado Rapids,Mls,2019
5,Jack Price,"$ 8,269","$ 430,000","$ 435,304",M,28,England,Colorado Rapids,Mls,2019
6,Diego Rubio Kostner,"$ 6,250","$ 325,000","$ 329,009",F,27,Chile,Colorado Rapids,Mls,2019
7,Nicolas Mezquida,"$ 6,154","$ 320,000","$ 323,947",F,29,Uruguay,Colorado Rapids,Mls,2019
8,Sam Nicholson,"$ 5,769","$ 300,000","$ 303,701",M,26,Scotland,Colorado Rapids,Mls,2019
9,Johan Blomberg,"$ 4,826","$ 250,962","$ 254,058",M,33,Sweden,Colorado Rapids,Mls,2019
10,Axel Sjoberg,"$ 3,365","$ 174,996","$ 177,155",D,29,Sweden,Colorado Rapids,Mls,2019
11,Keegan Rosenberry,"$ 2,908","$ 151,195","$ 153,060",D,27,United States,Colorado Rapids,Mls,2019
12,Lalas Abubakar,"$ 2,596","$ 135,000","$ 136,665",D,26,Ghana,Colorado Rapids,Mls,2019
13,Clint Irwin,"$ 2,423","$ 126,000","$ 127,554",K,31,United States,Colorado Rapids,Mls,2019
14,Dillon Serna,"$ 2,308","$ 120,000","$ 121,480",M,26,United States,Colorado Rapids,Mls,2019
15,Jonathan Lewis,"$ 1,923","$ 100,000","$ 101,234",M,23,United States,Colorado Rapids,Mls,2019
16,Kortne Ford,"$ 1,779","$ 92,496","$ 93,637",D,25,United States,Colorado Rapids,Mls,2019
17,Andre Shinyashiki,"$ 1,635","$ 85,000","$ 86,049",F,25,Brazil,Colorado Rapids,Mls,2019
18,Sam Vines,"$ 1,538","$ 80,000","$ 80,987",D,21,United States,Colorado Rapids,Mls,2019
19,Cole Bassett,"$ 1,442","$ 75,000","$ 75,925",M,19,United States,Colorado Rapids,Mls,2019
20,Deklan Wynne,"$ 1,428","$ 74,250","$ 75,166",D,25,New Zealand,Colorado Rapids,Mls,2019
21,Andre Rawls,"$ 1,392","$ 72,361","$ 73,254",K,29,United States,Colorado Rapids,Mls,2019
22,Kofi Opare,"$ 1,351","$ 70,250","$ 71,117",D,30,United States,Colorado Rapids,Mls,2019
23,Sam Raben,"$ 1,351","$ 70,250","$ 71,117",D,23,United States,Colorado Rapids,Mls,2019
24,Matt Hundley,"$ 1,250","$ 65,000","$ 65,802",M,20,United States,Colorado Rapids,Mls,2019
25,Niki Jackson,"$ 1,100","$ 57,225","$ 57,931",F,25,United States,Colorado Rapids,Mls,2019
26,Sebastian Anderson,"$ 1,082","$ 56,250","$ 56,944",D,18,United States,Colorado Rapids,Mls,2019
27,Abdul Rwatubyaye,"$ 1,082","$ 56,250","$ 56,944",D,24,Rwanda,Colorado Rapids,Mls,2019
