,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Daniel Rios,"$ 1,538","$ 80,000","$ 80,987",F,25,Mexico,Nashville Sc,Mls,2019
1,Cameron Lancaster,"$ 1,351","$ 70,250","$ 71,117",F,28,England,Nashville Sc,Mls,2019
