,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Valeri Qazaishvili,"$ 28,365","$ 1,475,004","$ 1,493,199",M,28,Georgia,San Jose Earthquakes,Mls,2019
1,Chris Wondolowski,"$ 15,385","$ 800,000","$ 809,869",F,38,United States,San Jose Earthquakes,Mls,2019
2,Andres Rios,"$ 12,692","$ 660,000","$ 668,142",F,31,Argentina,San Jose Earthquakes,Mls,2019
3,Carlos Fierro,"$ 12,692","$ 660,000","$ 668,142",M,26,Mexico,San Jose Earthquakes,Mls,2019
4,Guram Kashia,"$ 11,346","$ 590,000","$ 597,278",D,33,Georgia,San Jose Earthquakes,Mls,2019
5,Florian Jungwirth,"$ 10,577","$ 550,008","$ 556,793",D,32,Germany,San Jose Earthquakes,Mls,2019
6,Cristian Espinoza,"$ 9,615","$ 500,000","$ 506,168",M,25,Argentina,San Jose Earthquakes,Mls,2019
7,Danny Hoesen,"$ 9,615","$ 500,000","$ 506,168",F,30,Netherlands,San Jose Earthquakes,Mls,2019
8,Magnus Eriksson,"$ 8,654","$ 450,000","$ 455,551",M,30,Sweden,San Jose Earthquakes,Mls,2019
9,Anibal Godoy,"$ 8,654","$ 450,000","$ 455,551",D,31,Panama,San Jose Earthquakes,Mls,2019
10,Judson,"$ 5,769","$ 300,000","$ 303,701",D,27,Brazil,San Jose Earthquakes,Mls,2019
11,Marcos Lopez,"$ 5,385","$ 280,000","$ 283,454",D,21,Peru,San Jose Earthquakes,Mls,2019
12,Harold Cummings,"$ 5,192","$ 270,000","$ 273,331",D,28,Panama,San Jose Earthquakes,Mls,2019
13,Francois Affolter,"$ 4,808","$ 250,000","$ 253,084",D,29,Switzerland,San Jose Earthquakes,Mls,2019
14,Shea Salinas,"$ 4,808","$ 250,000","$ 253,084",M,35,United States,San Jose Earthquakes,Mls,2019
15,Nick Lima,"$ 3,846","$ 200,000","$ 202,467",D,26,United States,San Jose Earthquakes,Mls,2019
16,Daniel Vega,"$ 3,846","$ 200,000","$ 202,467",K,36,Argentina,San Jose Earthquakes,Mls,2019
17,Andrew Tarbell,"$ 3,846","$ 200,000","$ 202,467",K,27,United States,San Jose Earthquakes,Mls,2019
18,Tommy Thompson,"$ 3,365","$ 175,000","$ 177,159",D,25,United States,San Jose Earthquakes,Mls,2019
19,Jackson Yueill,"$ 2,788","$ 145,000","$ 146,789",M,23,United States,San Jose Earthquakes,Mls,2019
20,JT Marcinkowski,"$ 2,596","$ 135,000","$ 136,665",K,23,United States,San Jose Earthquakes,Mls,2019
21,Eric Calvillo,"$ 2,308","$ 120,000","$ 121,480",M,23,United States,San Jose Earthquakes,Mls,2019
22,Gilbert Fuentes,"$ 1,538","$ 80,000","$ 80,987",M,18,United States,San Jose Earthquakes,Mls,2019
23,Siad Haji,"$ 1,442","$ 75,000","$ 75,925",M,21,United States,San Jose Earthquakes,Mls,2019
24,Matt Bersano,"$ 1,378","$ 71,667","$ 72,551",K,28,United States,San Jose Earthquakes,Mls,2019
25,Jimmy Ockford,"$ 1,363","$ 70,875","$ 71,749",D,28,United States,San Jose Earthquakes,Mls,2019
26,Luis Felipe,"$ 1,363","$ 70,875","$ 71,749",D,25,United States,San Jose Earthquakes,Mls,2019
27,Jacob Akanyirige,"$ 1,197","$ 62,225","$ 62,993",D,19,United States,San Jose Earthquakes,Mls,2019
28,Paul Marie,"$ 1,100","$ 57,225","$ 57,931",D,25,France,San Jose Earthquakes,Mls,2019
29,Kevin Partida,"$ 1,100","$ 57,225","$ 57,931",M,25,United States,San Jose Earthquakes,Mls,2019
30,Cade Cowell,"$ 1,100","$ 57,225","$ 57,931",F,17,United States,San Jose Earthquakes,Mls,2019
