,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Michael Bradley,"$ 115,385","$ 6,000,000","$ 6,074,015",M,33,United States,Toronto FC,Mls,2019
1,Jozy Altidore,"$ 94,063","$ 4,891,250","$ 4,951,588",F,31,United States,Toronto FC,Mls,2019
2,Alejandro Pozuelo,"$ 73,077","$ 3,800,000","$ 3,846,876",M,29,Spain,Toronto FC,Mls,2019
3,Omar Gonzalez,"$ 17,654","$ 918,000","$ 929,324",D,32,United States,Toronto FC,Mls,2019
4,Jonathan Osorio,"$ 14,423","$ 750,000","$ 759,252",M,28,Canada,Toronto FC,Mls,2019
5,Nicolas Benezet,"$ 11,538","$ 600,000","$ 607,402",M,29,France,Toronto FC,Mls,2019
6,Chris Mavinga,"$ 11,538","$ 600,000","$ 607,402",D,29,Democratic Republic of the Congo,Toronto FC,Mls,2019
7,Laurent Ciman,"$ 7,692","$ 400,000","$ 404,934",D,35,Belgium,Toronto FC,Mls,2019
8,Drew Moor,"$ 7,212","$ 375,000","$ 379,626",D,37,United States,Toronto FC,Mls,2019
9,Alex Bono,"$ 6,731","$ 350,000","$ 354,318",K,26,United States,Toronto FC,Mls,2019
10,Justin Morrow,"$ 6,346","$ 330,000","$ 334,071",D,33,United States,Toronto FC,Mls,2019
11,Eriq Zavaleta,"$ 5,289","$ 275,004","$ 278,396",D,28,United States,Toronto FC,Mls,2019
12,Erickson Gallardo,"$ 5,289","$ 275,004","$ 278,396",M,24,Venezuela,Toronto FC,Mls,2019
13,Patrick Mullins,"$ 5,000","$ 260,004","$ 263,211",F,29,United States,Toronto FC,Mls,2019
14,Marco Delgado,"$ 4,865","$ 253,000","$ 256,121",M,25,United States,Toronto FC,Mls,2019
15,Auro,"$ 4,327","$ 225,000","$ 227,776",D,25,Brazil,Toronto FC,Mls,2019
16,Nick DeLeon,"$ 3,068","$ 159,528","$ 161,496",D,30,United States,Toronto FC,Mls,2019
17,Ashtone Morgan,"$ 2,538","$ 132,000","$ 133,628",D,30,Canada,Toronto FC,Mls,2019
18,Jay Chapman,"$ 2,308","$ 120,000","$ 121,480",M,27,Canada,Toronto FC,Mls,2019
19,Quentin Westberg,"$ 1,923","$ 100,000","$ 101,234",K,34,United States,Toronto FC,Mls,2019
20,Griffin Dorsey,"$ 1,731","$ 90,000","$ 91,110",M,21,United States,Toronto FC,Mls,2019
21,Caleb Patterson-Sewell,"$ 1,363","$ 70,875","$ 71,749",K,33,United States,Toronto FC,Mls,2019
22,Liam Fraser,"$ 1,363","$ 70,875","$ 71,749",D,23,Canada,Toronto FC,Mls,2019
23,Tsubasa Endoh,"$ 1,351","$ 70,250","$ 71,117",M,27,Japan,Toronto FC,Mls,2019
24,Jon Bakero,"$ 1,351","$ 70,250","$ 71,117",F,24,Spain,Toronto FC,Mls,2019
25,Ryan Telfer,"$ 1,351","$ 70,250","$ 71,117",M,26,Trinidad and Tobago,Toronto FC,Mls,2019
26,Julian Dunn,"$ 1,100","$ 57,225","$ 57,931",D,20,Canada,Toronto FC,Mls,2019
27,Aidan Daniels,"$ 1,100","$ 57,225","$ 57,931",M,22,Canada,Toronto FC,Mls,2019
28,Ayo Akinola,"$ 1,082","$ 56,256","$ 56,950",F,21,United States,Toronto FC,Mls,2019
29,Jacob Shaffelburg,"$ 1,082","$ 56,250","$ 56,944",M,21,Canada,Toronto FC,Mls,2019
30,Richie Laryea,"$ 1,082","$ 56,250","$ 56,944",D,26,Canada,Toronto FC,Mls,2019
31,Noble Okello,"$ 1,082","$ 56,245","$ 56,939",M,20,Canada,Toronto FC,Mls,2019
