,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Gyasi Zardes,"$ 27,340","$ 1,421,667","$ 1,439,204",F,29,United States,Columbus Crew,Mls,2019
1,Federico Higuain,"$ 21,154","$ 1,100,000","$ 1,113,569",M,36,Argentina,Columbus Crew,Mls,2019
2,David Accam,"$ 19,423","$ 1,010,004","$ 1,022,463",M,30,Ghana,Columbus Crew,Mls,2019
3,Pedro Santos,"$ 15,722","$ 817,560","$ 827,645",M,32,Portugal,Columbus Crew,Mls,2019
4,Jonathan Mensah,"$ 15,385","$ 800,004","$ 809,873",D,30,Ghana,Columbus Crew,Mls,2019
5,Wil Trapp,"$ 10,577","$ 549,996","$ 556,781",M,28,United States,Columbus Crew,Mls,2019
6,Youness Mokhtar,"$ 8,846","$ 459,996","$ 465,670",M,29,Morocco,Columbus Crew,Mls,2019
7,Artur,"$ 6,923","$ 360,000","$ 364,441",D,24,Brazil,Columbus Crew,Mls,2019
8,David Guzman,"$ 6,154","$ 320,000","$ 323,947",D,31,Costa Rica,Columbus Crew,Mls,2019
9,Eloy Room,"$ 5,769","$ 300,000","$ 303,701",K,32,Curacao,Columbus Crew,Mls,2019
10,Luis Diaz,"$ 5,769","$ 300,000","$ 303,701",M,22,Costa Rica,Columbus Crew,Mls,2019
11,Milton Valenzuela,"$ 5,577","$ 290,000","$ 293,577",D,22,Argentina,Columbus Crew,Mls,2019
12,Harrison Afful,"$ 5,540","$ 288,100","$ 291,654",D,34,Ghana,Columbus Crew,Mls,2019
13,Josh Williams,"$ 4,135","$ 215,000","$ 217,652",D,32,United States,Columbus Crew,Mls,2019
14,Hector Jimenez,"$ 3,846","$ 200,000","$ 202,467",D,32,United States,Columbus Crew,Mls,2019
15,Waylon Francis,"$ 3,077","$ 160,000","$ 161,974",D,30,Costa Rica,Columbus Crew,Mls,2019
16,Ricardo Clark,"$ 3,077","$ 160,000","$ 161,974",M,38,United States,Columbus Crew,Mls,2019
17,Jordan Hamilton,"$ 2,404","$ 124,992","$ 126,534",F,24,Canada,Columbus Crew,Mls,2019
18,Alex Crognale,"$ 2,010","$ 104,504","$ 105,793",D,26,United States,Columbus Crew,Mls,2019
19,Eduardo Sosa,"$ 1,923","$ 100,000","$ 101,234",M,24,Venezuela,Columbus Crew,Mls,2019
20,JJ Williams,"$ 1,827","$ 95,000","$ 96,172",F,23,United States,Columbus Crew,Mls,2019
21,Aboubacar Keita,"$ 1,731","$ 90,000","$ 91,110",D,20,United States,Columbus Crew,Mls,2019
22,Edward Opoku,"$ 1,635","$ 85,000","$ 86,049",F,23,Ghana,Columbus Crew,Mls,2019
23,Romario Williams,"$ 1,513","$ 78,650","$ 79,620",F,26,Jamaica,Columbus Crew,Mls,2019
24,Jonathan Kempin,"$ 1,378","$ 71,664","$ 72,548",K,27,United States,Columbus Crew,Mls,2019
25,Connor Maloney,"$ 1,351","$ 70,250","$ 71,117",D,25,United States,Columbus Crew,Mls,2019
26,Ben Lundgaard,"$ 1,100","$ 57,225","$ 57,931",K,25,United States,Columbus Crew,Mls,2019
27,Luis Argudo,"$ 1,100","$ 57,225","$ 57,931",M,25,United States,Columbus Crew,Mls,2019
28,Chris Cadden,"$ 1,082","$ 56,250","$ 56,944",M,24,Scotland,Columbus Crew,Mls,2019
