competition,team,,
AusAL,Adelaide United,,x
AusAL,Brisbane Roar,,x
AusAL,Central Coast Mariners,,x
AusAL,Melbourne City,,x
AusAL,Melbourne Victory,,x
AusAL,Newcastle Jets,,x
AusAL,Perth Glory,,x
AusAL,Sydney,,x
AusAL,Wellington Phoenix,,x
AusAL,Western Sydney Wanderers,,x
AutBL,Admira,,x
AutBL,Austria Wien,,x
AutBL,LASK Linz,,x
AutBL,Mattersburg,,x
AutBL,Rapid Wien,,x
AutBL,Rheindorf Altach,,x
AutBL,Ried,,x
AutBL,Salzburg,,x
AutBL,St. Polten,,x
AutBL,Sturm Graz,,x
AutBL,Wolfsberger AC,,x
ChiSL,Beijing Guoan,,
ChiSL,Changchun Yatai,,
ChiSL,Chongqing Dangdai Lifan,,
ChiSL,Guangzhou Evergrande,,
ChiSL,Guangzhou R&F,,
ChiSL,Guizhou Zhicheng,,
ChiSL,Hebei CFFC,,
ChiSL,Henan Jianye,,
ChiSL,Jiangsu Suning,,
ChiSL,Liaoning Kaixin,,
ChiSL,Liaoning Whowin,,
ChiSL,Shandong Luneng,,
ChiSL,Shanghai SIPG,,
ChiSL,Shanghai Shenhua,,
ChiSL,Tianjin Quanjian,,
ChiSL,Tianjin Teda,,
ChiSL,Yanbian Funde,,
EngCh,Aston Villa,,
EngCh,Barnsley,,
EngCh,Birmingham City,,
EngCh,Blackburn Rovers,,
EngCh,Bolton Wanderers,,
EngCh,Brentford,,
EngCh,Brighton & Hove Albion,,
EngCh,Bristol City,,
EngCh,Burton Albion,,
EngCh,Cardiff City,,
EngCh,Derby County,,
EngCh,Fulham,,
EngCh,Huddersfield Town,,
EngCh,Hull City,,
EngCh,Ipswich Town,,
EngCh,Leeds United,,
EngCh,Middlesbrough,,
EngCh,Millwall,,
EngCh,Newcastle United,,
EngCh,Norwich City,,
EngCh,Nottingham Forest,,
EngCh,Preston North End,,
EngCh,Queens Park Rangers,,
EngCh,Reading,,
EngCh,Rotherham United,,
EngCh,Sheffield United,,
EngCh,Sheffield Wednesday,,
EngCh,Sunderland,,
EngCh,Wigan Athletic,,
EngCh,Wolverhampton Wanderers,,
EngPr,AFC Bournemouth,,
EngPr,Arsenal,,
EngPr,Brighton & Hove Albion,,
EngPr,Burnley,,
EngPr,Chelsea,,
EngPr,Crystal Palace,,
EngPr,Everton,,
EngPr,Huddersfield Town,,
EngPr,Leicester City,,
EngPr,Liverpool,,
EngPr,Manchester City,,
EngPr,Manchester United,,
EngPr,Newcastle United,,
EngPr,Southampton,,
EngPr,Stoke City,,
EngPr,Swansea City,,
EngPr,Tottenham Hotspur,,
EngPr,Watford,,
EngPr,West Bromwich Albion,,
EngPr,West Ham United,,
GerBL1,Augsburg,,
GerBL1,Bayer Leverkusen,,
GerBL1,Bayern Munchen,,
GerBL1,Borussia Dortmund,,
GerBL1,Borussia M'gladbach,,
GerBL1,Eintracht Frankfurt,,
GerBL1,Freiburg,,
GerBL1,Hamburger SV,,
GerBL1,Hannover 96,,
GerBL1,Hertha BSC,,
GerBL1,Hoffenheim,,
GerBL1,Koln,,
GerBL1,Mainz 05,,
GerBL1,RB Leipzig,,
GerBL1,Schalke 04,,
GerBL1,Stuttgart,,
GerBL1,Werder Bremen,,
GerBL1,Wolfsburg,,
GerBL2,1860 Munchen,,
GerBL2,Arminia Bielefeld,,
GerBL2,Bochum,,
GerBL2,Darmstadt 98,,
GerBL2,Dynamo Dresden,,
GerBL2,Eintracht Braunschweig,,
GerBL2,Erzgebirge Aue,,
GerBL2,Fortuna Dusseldorf,,
GerBL2,Greuther Furth,,
GerBL2,Hannover 96,,
GerBL2,Heidenheim,,
GerBL2,Holstein Kiel,,
GerBL2,Ingolstadt,,
GerBL2,Jahn Regensburg,,
GerBL2,Kaiserslautern,,
GerBL2,Karlsruher SC,,
GerBL2,MSV Duisburg,,
GerBL2,Nurnberg,,
GerBL2,Sandhausen,,
GerBL2,St. Pauli,,
GerBL2,Stuttgart,,
GerBL2,Union Berlin,,
GerBL2,Wurzburger Kickers,,
GreSL,AEK Athens,,x
GreSL,Apollon Smirnis,,x
GreSL,Asteras Tripolis,,x
GreSL,Atromitos,,x
GreSL,Iraklis,,x
GreSL,Kerkyra,,x
GreSL,Lamia,,x
GreSL,Larissa,,x
GreSL,Levadiakos,,x
GreSL,Olympiakos Piraeus,,x
GreSL,PAOK,,x
GreSL,PAS Giannina,,x
GreSL,Panaitolikos,,x
GreSL,Panathinaikos,,x
GreSL,Panionios,,x
GreSL,Platanias,,x
GreSL,Veria,,x
GreSL,Xanthi,,x
NetED,ADO Den Haag,,x
NetED,AZ,,x
NetED,Ajax,,x
NetED,Excelsior,,x
NetED,Feyenoord,,x
NetED,Go Ahead Eagles,,x
NetED,Groningen,,x
NetED,Heerenveen,,x
NetED,Heracles,,x
NetED,NAC Breda,,x
NetED,NEC,,x
NetED,PEC Zwolle,,x
NetED,PSV,,x
NetED,Roda JC,,x
NetED,Sparta Rotterdam,,x
NetED,Twente,,x
NetED,Utrecht,,x
NetED,VVV,,x
NetED,Vitesse,,x
NetED,Willem II,,x
NorEs,Aalesund,,x
NorEs,Brann,,x
NorEs,Haugesund,,x
NorEs,Kristiansund,,x
NorEs,Lillestrom,,x
NorEs,Molde,,x
NorEs,Odd,,x
NorEs,Rosenborg,,x
NorEs,Sandefjord,,x
NorEs,Sarpsborg 08,,x
NorEs,Sogndal,,x
NorEs,Stabaek,,x
NorEs,Stromsgodset,,x
NorEs,Tromso,,x
NorEs,Valerenga,,x
NorEs,Viking,,x
ScoPr,Aberdeen,,x
ScoPr,Celtic,,x
ScoPr,Dundee,,x
ScoPr,Hamilton Academical,,x
ScoPr,Hearts,,x
ScoPr,Hibernian,,x
ScoPr,Inverness CT,,x
ScoPr,Kilmarnock,,x
ScoPr,Motherwell,,x
ScoPr,Partick Thistle,,x
ScoPr,Rangers,,x
ScoPr,Ross County,,x
ScoPr,St. Johnstone,,x
SpaPr,Athletic Club,,
SpaPr,Atletico Madrid,,
SpaPr,Barcelona,,
SpaPr,Celta de Vigo,,
SpaPr,Deportivo Alaves,,
SpaPr,Deportivo La Coruna,,
SpaPr,Eibar,,
SpaPr,Espanyol,,
SpaPr,Getafe,,
SpaPr,Girona,,
SpaPr,Las Palmas,,
SpaPr,Leganes,,
SpaPr,Levante,,
SpaPr,Malaga,,
SpaPr,Real Betis,,
SpaPr,Real Madrid,,
SpaPr,Real Sociedad,,
SpaPr,Sevilla,,
SpaPr,Valencia,,
SpaPr,Villarreal,,
SweAV,AFC Eskilstuna,,x
SweAV,AIK,,x
SweAV,Djurgarden,,x
SweAV,Elfsborg,,x
SweAV,GIF Sundsvall,,x
SweAV,Hacken,,x
SweAV,Halmstad,,x
SweAV,Hammarby,,x
SweAV,IFK Goteborg,,x
SweAV,Jonkopings Sodra,,x
SweAV,Kalmar,,x
SweAV,Malmo FF,,x
SweAV,Norrkoping,,x
SweAV,Orebro,,x
SweAV,Ostersunds FK,,x
SweAV,Sirius,,x
SwiSL,Basel,,x
SwiSL,Grasshopper,,x
SwiSL,Lausanne Sport,,x
SwiSL,Lugano,,x
SwiSL,Luzern,,x
SwiSL,Sion,,x
SwiSL,St. Gallen,,x
SwiSL,Thun,,x
SwiSL,Vaduz,,x
SwiSL,Young Boys,,x
SwiSL,Zurich,,x
TurSL,Adanaspor,,x
TurSL,Akhisar Belediyespor,,x
TurSL,Alanyaspor,,x
TurSL,Antalyaspor,,x
TurSL,Besiktas,,x
TurSL,Bursaspor,,x
TurSL,Fenerbahce,,x
TurSL,Galatasaray,,x
TurSL,Gaziantepspor,,x
TurSL,Genclerbirligi,,x
TurSL,Istanbul Basaksehir,,x
TurSL,Karabukspor,,x
TurSL,Kasimpasa,,x
TurSL,Kayserispor,,x
