Rank,Club,Country,Level,Elo,From,To
None,West Brom,ENG,2,1365.06604004,1946-07-07,1946-09-02
None,West Brom,ENG,2,1359.86608887,1946-09-03,1946-09-07
None,West Brom,ENG,2,1365.28869629,1946-09-08,1946-09-14
None,West Brom,ENG,2,1380.70568848,1946-09-15,1946-09-18
None,West Brom,ENG,2,1388.72558594,1946-09-19,1946-09-21
None,West Brom,ENG,2,1371.63989258,1946-09-22,1946-09-25
None,West Brom,ENG,2,1365.4074707,1946-09-26,1946-09-28
None,West Brom,ENG,2,1386.93908691,1946-09-29,1946-09-29
None,West Brom,ENG,2,1403.93908691,1946-09-30,1946-10-03
None,West Brom,ENG,2,1409.93908691,1946-10-04,1946-10-05
None,West Brom,ENG,2,1416.62573242,1946-10-06,1946-10-12
None,West Brom,ENG,2,1418.07800293,1946-10-13,1946-10-19
None,West Brom,ENG,2,1426.95178223,1946-10-20,1946-10-26
None,West Brom,ENG,2,1423.52270508,1946-10-27,1946-11-02
None,West Brom,ENG,2,1411.01989746,1946-11-03,1946-11-09
None,West Brom,ENG,2,1399.50231934,1946-11-10,1946-11-16
None,West Brom,ENG,2,1416.73986816,1946-11-17,1946-11-23
None,West Brom,ENG,2,1429.89306641,1946-11-24,1946-11-30
None,West Brom,ENG,2,1419.12341309,1946-12-01,1946-12-07
None,West Brom,ENG,2,1409.07006836,1946-12-08,1946-12-14
None,West Brom,ENG,2,1403.97485352,1946-12-15,1946-12-21
None,West Brom,ENG,2,1412.4263916,1946-12-22,1946-12-25
None,West Brom,ENG,2,1428.92480469,1946-12-26,1946-12-26
None,West Brom,ENG,2,1435.39367676,1946-12-27,1946-12-28
None,West Brom,ENG,2,1439.3013916,1946-12-29,1947-01-04
None,West Brom,ENG,2,1431.95837402,1947-01-05,1947-01-18
None,West Brom,ENG,2,1430.62414551,1947-01-19,1947-02-01
None,West Brom,ENG,2,1424.64770508,1947-02-02,1947-02-08
None,West Brom,ENG,2,1433.73034668,1947-02-09,1947-03-15
None,West Brom,ENG,2,1427.74926758,1947-03-16,1947-03-22
None,West Brom,ENG,2,1431.38549805,1947-03-23,1947-03-29
None,West Brom,ENG,2,1441.25915527,1947-03-30,1947-04-04
None,West Brom,ENG,2,1443.42333984,1947-04-05,1947-04-05
None,West Brom,ENG,2,1450.56396484,1947-04-06,1947-04-07
None,West Brom,ENG,2,1455.11193848,1947-04-08,1947-04-12
None,West Brom,ENG,2,1445.41955566,1947-04-13,1947-04-13
None,West Brom,ENG,2,1435.41955566,1947-04-14,1947-04-19
None,West Brom,ENG,2,1414.46240234,1947-04-20,1947-04-26
None,West Brom,ENG,2,1417.24255371,1947-04-27,1947-05-03
None,West Brom,ENG,2,1414.15539551,1947-05-04,1947-05-04
None,West Brom,ENG,2,1418.15539551,1947-05-05,1947-05-10
None,West Brom,ENG,2,1402.04321289,1947-05-11,1947-05-17
