club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
1.FC Kaiserslautern,Olaf Marschall,28,Centre-Forward,Dynamo Dresden,£1.26m,in,Summer,1.26,1 Bundesliga,1994,1994/1995
1.FC Kaiserslautern,Piotr Nowak,29,Attacking Midfield,Dynamo Dresden,£608Th.,in,Summer,0.608,1 Bundesliga,1994,1994/1995
1.FC Kaiserslautern,Andreas Reinke,25,Goalkeeper,FC St. Pauli,£540Th.,in,Summer,0.54,1 Bundesliga,1994,1994/1995
1.FC Kaiserslautern,Dirk Anders,27,Attacking Midfield,VfB Leipzig,£540Th.,in,Summer,0.54,1 Bundesliga,1994,1994/1995
1.FC Kaiserslautern,Dirk Flock,22,Right Midfield,Stuttg. Kickers,£207Th.,in,Summer,0.207,1 Bundesliga,1994,1994/1995
1.FC Kaiserslautern,Matthias Hamann,26,Centre-Back,Eintracht Trier,£180Th.,in,Summer,0.18,1 Bundesliga,1994,1994/1995
1.FC Kaiserslautern,Thomas Riedl,18,Defensive Midfield,K'lautern U19,-,in,Summer,0,1 Bundesliga,1994,1994/1995
1.FC Kaiserslautern,Cem Karaca,18,Defensive Midfield,K'lautern U19,-,in,Summer,0,1 Bundesliga,1994,1994/1995
1.FC Kaiserslautern,Marcus Marin,27,Centre-Forward,FC St. Pauli,"End of loanJun 30, 1994",in,Summer,0,1 Bundesliga,1994,1994/1995
1.FC Kaiserslautern,Claus Reitmaier,30,Goalkeeper,Karlsruher SC,£720Th.,out,Summer,0.72,1 Bundesliga,1994,1994/1995
1.FC Kaiserslautern,Piotr Nowak,30,Attacking Midfield,1860 Munich,£675Th.,out,Summer,0.675,1 Bundesliga,1994,1994/1995
1.FC Kaiserslautern,Torsten Lieberknecht,20,Central Midfield,Waldh. Mannheim,Free transfer,out,Summer,0,1 Bundesliga,1994,1994/1995
1.FC Kaiserslautern,Uwe Fuchs,27,Centre-Forward,SC Fortuna Köln,?,out,Summer,NA,1 Bundesliga,1994,1994/1995
1.FC Kaiserslautern,Marcus Marin,27,Centre-Forward,FC Sion,Loan,out,Summer,0,1 Bundesliga,1994,1994/1995
Bayer 05 Uerdingen,Alexander Bade,23,Goalkeeper,1. FC Köln,£450Th.,in,Summer,0.45,1 Bundesliga,1994,1994/1995
Bayer 05 Uerdingen,Rainer Krieg,26,Centre-Forward,Karlsruher SC,£405Th.,in,Summer,0.405,1 Bundesliga,1994,1994/1995
Bayer 05 Uerdingen,Uwe Grauer,24,Centre-Back,Bor. Dortmund,£135Th.,in,Summer,0.135,1 Bundesliga,1994,1994/1995
Bayer 05 Uerdingen,Jan Heintze,30,Left-Back,PSV Eindhoven,Free transfer,in,Summer,0,1 Bundesliga,1994,1994/1995
Bayer 05 Uerdingen,Hannes Reinmayr,24,Attacking Midfield,MSV Duisburg,Free transfer,in,Summer,0,1 Bundesliga,1994,1994/1995
Bayer 05 Uerdingen,Mustafa Dogan,18,Centre-Back,Uerdingen U19,-,in,Summer,0,1 Bundesliga,1994,1994/1995
Bayer 05 Uerdingen,Simon Jentzsch,18,Goalkeeper,Uerdingen U19,-,in,Summer,0,1 Bundesliga,1994,1994/1995
Bayer 05 Uerdingen,Stephan Paßlack,24,Centre-Back,E. Frankfurt,"End of loanSep 1, 1994",in,Summer,0,1 Bundesliga,1994,1994/1995
Bayer 05 Uerdingen,Stephan Paßlack,23,Centre-Back,1. FC Köln,"End of loanJun 30, 1994",in,Summer,0,1 Bundesliga,1994,1994/1995
Bayer 05 Uerdingen,Alexander Kutschera,26,Centre-Back,1860 Munich,£288Th.,out,Summer,0.288,1 Bundesliga,1994,1994/1995
Bayer 05 Uerdingen,Mario Posch,27,Defender,Sturm Graz,£135Th.,out,Summer,0.135,1 Bundesliga,1994,1994/1995
Bayer 05 Uerdingen,Thomas Puschmann,21,Defensive Midfield,MSV Duisburg,Free transfer,out,Summer,0,1 Bundesliga,1994,1994/1995
Bayer 05 Uerdingen,Edmund Rottler,28,Goalkeeper,SSV Reutlingen,Free transfer,out,Summer,0,1 Bundesliga,1994,1994/1995
Bayer 05 Uerdingen,Zeljko Dakic,27,Centre-Forward,Waldh. Mannheim,Free transfer,out,Summer,0,1 Bundesliga,1994,1994/1995
Bayer 05 Uerdingen,Stephan Küsters,22,Attacking Midfield,SC Jülich 1910,Free transfer,out,Summer,0,1 Bundesliga,1994,1994/1995
Bayer 05 Uerdingen,Richard Walz,26,Attacking Midfield,FSV Frankfurt,?,out,Summer,NA,1 Bundesliga,1994,1994/1995
Bayer 05 Uerdingen,Stephan Paßlack,23,Centre-Back,E. Frankfurt,Loan,out,Summer,0,1 Bundesliga,1994,1994/1995
SV Werder Bremen,Vladimir Beschastnykh,20,Centre-Forward,Spartak Moscow,£720Th.,in,Summer,0.72,1 Bundesliga,1994,1994/1995
SV Werder Bremen,Michael Schulz,32,Centre-Back,Bor. Dortmund,£675Th.,in,Summer,0.675,1 Bundesliga,1994,1994/1995
SV Werder Bremen,Hany Ramzy,25,Centre-Back,Xamax,£630Th.,in,Summer,0.63,1 Bundesliga,1994,1994/1995
SV Werder Bremen,Jens Lellek,26,Defender,W. Bremen II,-,in,Summer,0,1 Bundesliga,1994,1994/1995
SV Werder Bremen,Sven Simonsen,24,Centre-Forward,W. Bremen II,-,in,Summer,0,1 Bundesliga,1994,1994/1995
SV Werder Bremen,Thorsten Legat,25,Left Midfield,E. Frankfurt,£1.04m,out,Summer,1.04,1 Bundesliga,1994,1994/1995
SV Werder Bremen,Martin Przondziono,25,Attacking Midfield,1.FC Nuremberg,Free transfer,out,Summer,0,1 Bundesliga,1994,1994/1995
SV Werder Bremen,Dr. Uwe Harttgen,29,Attacking Midfield,Hannover 96,Free transfer,out,Summer,0,1 Bundesliga,1994,1994/1995
SV Werder Bremen,Manfred Bockenfeld,33,Right-Back,1.FC Bocholt,?,out,Summer,NA,1 Bundesliga,1994,1994/1995
SV Werder Bremen,Rune Bratseth,33,Sweeper,Retired,-,out,Summer,0,1 Bundesliga,1994,1994/1995
SV Werder Bremen,Arie van Lent,23,Centre-Forward,W. Bremen II,-,out,Summer,0,1 Bundesliga,1994,1994/1995
VfL Bochum,Eric Wynalda,25,Centre-Forward,Saarbrücken,£675Th.,in,Summer,0.675,1 Bundesliga,1994,1994/1995
VfL Bochum,Michael Frontzeck,30,Left-Back,VfB Stuttgart,£360Th.,in,Summer,0.36,1 Bundesliga,1994,1994/1995
VfL Bochum,Uwe Schneider,22,Centre-Back,VfB Stuttgart,£225Th.,in,Summer,0.225,1 Bundesliga,1994,1994/1995
VfL Bochum,Robert Matiebel,20,Attacking Midfield,SC Concordia,Free transfer,in,Summer,0,1 Bundesliga,1994,1994/1995
VfL Bochum,Andreas Wieczorek,20,Midfielder,SV Langenau,?,in,Summer,NA,1 Bundesliga,1994,1994/1995
VfL Bochum,Tomasz Waldoch,23,Centre-Back,Górnik Zabrze,?,in,Summer,NA,1 Bundesliga,1994,1994/1995
VfL Bochum,Dirk Helmig,29,Attacking Midfield,RW Essen,?,out,Summer,NA,1 Bundesliga,1994,1994/1995
VfL Bochum,Michael Hubner,24,Centre-Back,Erkenschwick,?,out,Summer,NA,1 Bundesliga,1994,1994/1995
VfL Bochum,Robert Mawick,27,Forward,Unknown,?,out,Summer,NA,1 Bundesliga,1994,1994/1995
VfL Bochum,Olaf Dressel,25,Defender,Retired,-,out,Summer,0,1 Bundesliga,1994,1994/1995
VfL Bochum,Thomas Kempe,34,Defensive Midfield,Retired,-,out,Summer,0,1 Bundesliga,1994,1994/1995
VfB Stuttgart,Giovane Elber,21,Centre-Forward,Milan,£1.44m,in,Summer,1.44,1 Bundesliga,1994,1994/1995
VfB Stuttgart,Franco Foda,28,Sweeper,Bay. Leverkusen,£900Th.,in,Summer,0.9,1 Bundesliga,1994,1994/1995
VfB Stuttgart,Gerhard Poschner,24,Defensive Midfield,Bor. Dortmund,£900Th.,in,Summer,0.9,1 Bundesliga,1994,1994/1995
VfB Stuttgart,Fredi Bobic,22,Centre-Forward,Stuttg. Kickers,£540Th.,in,Summer,0.54,1 Bundesliga,1994,1994/1995
VfB Stuttgart,Marc Ziegler,18,Goalkeeper,Saarbrücken U19,Free transfer,in,Summer,0,1 Bundesliga,1994,1994/1995
VfB Stuttgart,Ante Covic,18,Right Midfield,Hajduk Split,Free transfer,in,Summer,0,1 Bundesliga,1994,1994/1995
VfB Stuttgart,Helgi Sigurdsson,19,Centre-Forward,Fram Reykjavík,?,in,Summer,NA,1 Bundesliga,1994,1994/1995
VfB Stuttgart,Michél Dinzey,21,Left Midfield,VfB Lichterfelde,?,in,Summer,NA,1 Bundesliga,1994,1994/1995
VfB Stuttgart,Sascha Maier,20,Forward,Stuttgart II,-,in,Summer,0,1 Bundesliga,1994,1994/1995
VfB Stuttgart,Marcus Ziegler,20,Forward,Stuttgart II,-,in,Summer,0,1 Bundesliga,1994,1994/1995
VfB Stuttgart,Joseph Addo,22,Centre-Back,Stuttgart II,-,in,Summer,0,1 Bundesliga,1994,1994/1995
VfB Stuttgart,Axel Kruse,26,Centre-Forward,FC Basel,"End of loanJun 30, 1994",in,Summer,0,1 Bundesliga,1994,1994/1995
VfB Stuttgart,Guido Buchwald,33,Centre-Back,Urawa Reds,£810Th.,out,Summer,0.81,1 Bundesliga,1994,1994/1995
VfB Stuttgart,Adrian Knup,25,Centre-Forward,Karlsruher SC,£765Th.,out,Summer,0.765,1 Bundesliga,1994,1994/1995
