,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Moses Simon,,"€ 34,615","€ 1,800,000",LW,26,,"Jun 30, 2024",3-yrs,"€ 5,400,000",Nantes,Ligue 1,2021-2022
1,Kalifa Coulibaly,,"€ 28,846","€ 1,500,000",CF,29,,"Jun 30, 2022",1-yr,"€ 1,500,000",Nantes,Ligue 1,2021-2022
2,Nicolas Pallois,,"€ 25,385","€ 1,320,000",CB,33,,"Jun 30, 2022",1-yr,"€ 1,320,000",Nantes,Ligue 1,2021-2022
3,Jean-Kévin Augustin,,"€ 23,077","€ 1,200,000",CF,24,,"Jun 30, 2022",1-yr,"€ 1,200,000",Nantes,Ligue 1,2021-2022
4,Andrei Girotto,,"€ 20,769","€ 1,080,000",CB,29,,"Jun 30, 2024",3-yrs,"€ 3,240,000",Nantes,Ligue 1,2021-2022
5,Alban Lafont,,"€ 19,615","€ 1,020,000",GK,22,,"Jun 30, 2024",3-yrs,"€ 3,060,000",Nantes,Ligue 1,2021-2022
6,Ludovic Blas,,"€ 18,462","€ 960,000",AM,23,,"Jun 30, 2024",3-yrs,"€ 2,880,000",Nantes,Ligue 1,2021-2022
7,Dennis Appiah,,"€ 18,462","€ 960,000",RB,29,,"Jun 30, 2023",2-yrs,"€ 1,920,000",Nantes,Ligue 1,2021-2022
8,Anthony Limbombe,,"€ 17,308","€ 900,000",LW,27,,"Jun 30, 2023",2-yrs,"€ 1,800,000",Nantes,Ligue 1,2021-2022
9,Wylan Cyprien,,"€ 17,308","€ 900,000",CM,26,,"Jun 30, 2022",1-yr,"€ 900,000",Nantes,Ligue 1,2021-2022
10,Sébastien Corchia,,"€ 17,308","€ 900,000",RB,30,,"Jun 30, 2023",2-yrs,"€ 1,800,000",Nantes,Ligue 1,2021-2022
11,Renaud Emond,,"€ 17,308","€ 900,000",CF,29,,"Jun 30, 2022",1-yr,"€ 900,000",Nantes,Ligue 1,2021-2022
12,Fábio,,"€ 15,000","€ 780,000",RB,31,,"Jun 30, 2022",1-yr,"€ 780,000",Nantes,Ligue 1,2021-2022
13,Pedro Chirivella,,"€ 13,846","€ 720,000",DM,24,,"Jun 30, 2023",2-yrs,"€ 1,440,000",Nantes,Ligue 1,2021-2022
14,Abdoulaye Touré,,"€ 10,385","€ 540,000",DM,27,,"Jun 30, 2022",1-yr,"€ 540,000",Nantes,Ligue 1,2021-2022
15,Charles Traoré,,"€ 10,385","€ 540,000",LB,29,,"Jun 30, 2023",2-yrs,"€ 1,080,000",Nantes,Ligue 1,2021-2022
16,Jean-Charles Castelletto,,"€ 10,385","€ 540,000",CB,26,,"Jun 30, 2023",2-yrs,"€ 1,080,000",Nantes,Ligue 1,2021-2022
17,Marcus Coco,,"€ 9,231","€ 480,000",RW,25,,"Jun 30, 2023",2-yrs,"€ 960,000",Nantes,Ligue 1,2021-2022
18,Randal Kolo Muani,,"€ 6,923","€ 360,000",CF,22,,"Jun 30, 2022",1-yr,"€ 360,000",Nantes,Ligue 1,2021-2022
19,Abdoul Kader Bamba,,"€ 6,154","€ 320,000",RW,27,,"Jun 30, 2024",3-yrs,"€ 960,000",Nantes,Ligue 1,2021-2022
20,Molla Wagué,,"€ 5,385","€ 280,000",CB,30,,"Jun 30, 2022",1-yr,"€ 280,000",Nantes,Ligue 1,2021-2022
21,Denis Petric,,"€ 4,231","€ 220,000",GK,33,,"Jun 30, 2022",1-yr,"€ 220,000",Nantes,Ligue 1,2021-2022
22,Samuel Moutoussamy,,"€ 4,038","€ 210,000",CM,24,,"Jun 30, 2024",3-yrs,"€ 630,000",Nantes,Ligue 1,2021-2022
23,Bridge Ndilu,,"€ 1,154","€ 60,000",CF,20,,"Jun 30, 2024",3-yrs,"€ 180,000",Nantes,Ligue 1,2021-2022
24,Roli Pereira de Sa,,"€ 1,154","€ 60,000",AM,24,,"Jun 30, 2022",1-yr,"€ 60,000",Nantes,Ligue 1,2021-2022
25,Santiago Eneme,,€ 0,€ 0,AM,20,,"Jun 30, 2022",1-yr,€ 0,Nantes,Ligue 1,2021-2022
26,Lucas Bonelli,,€ 0,€ 0,GK,18,,"Jun 30, 2023",2-yrs,€ 0,Nantes,Ligue 1,2021-2022
27,Quentin Merlin,,€ 0,€ 0,CF,19,,"Jun 30, 2024",3-yrs,€ 0,Nantes,Ligue 1,2021-2022
28,Yannis M'Bemba,,€ 0,€ 0,CB,20,,"Jun 30, 2024",3-yrs,€ 0,Nantes,Ligue 1,2021-2022
29,Rémy Descamps,,€ 0,€ 0,GK,25,,"Jun 30, 2024",3-yrs,€ 0,Nantes,Ligue 1,2021-2022
30,Gor Manvelyan,,€ 0,€ 0,SS,19,,"Jun 30, 2024",3-yrs,€ 0,Nantes,Ligue 1,2021-2022
