,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Ryad Boudebouz,,"€ 43,846","€ 2,280,000",AM,31,,"Jun 30, 2022",1-yr,"€ 2,280,000",St Etienne,Ligue 1,2021-2022
1,Timothée Kolodziejczak,,"€ 27,885","€ 1,450,000",CB,29,,"Jun 30, 2022",1-yr,"€ 1,450,000",St Etienne,Ligue 1,2021-2022
2,Denis Bouanga,,"€ 25,769","€ 1,340,000",LW,26,,"Jun 30, 2023",2-yrs,"€ 2,680,000",St Etienne,Ligue 1,2021-2022
3,Gabriel Silva,,"€ 14,038","€ 730,000",LB,30,,"Jun 30, 2023",2-yrs,"€ 1,460,000",St Etienne,Ligue 1,2021-2022
4,Zaydou Youssouf,,"€ 13,462","€ 700,000",CM,22,,"Jun 30, 2023",2-yrs,"€ 1,400,000",St Etienne,Ligue 1,2021-2022
5,Arnaud Nordin,,"€ 11,154","€ 580,000",LW,23,,"Jun 30, 2022",1-yr,"€ 580,000",St Etienne,Ligue 1,2021-2022
6,Miguel Trauco,,"€ 10,769","€ 560,000",LB,28,,"Jun 30, 2022",1-yr,"€ 560,000",St Etienne,Ligue 1,2021-2022
7,Harold Moukoudi,,"€ 9,615","€ 500,000",CB,23,,"Jun 30, 2023",2-yrs,"€ 1,000,000",St Etienne,Ligue 1,2021-2022
8,Adil Aouchiche,,"€ 6,154","€ 320,000",AM,19,,"Jun 30, 2023",2-yrs,"€ 640,000",St Etienne,Ligue 1,2021-2022
9,Mahdi Camara,,"€ 5,769","€ 300,000",CM,23,,"Jun 30, 2024",3-yrs,"€ 900,000",St Etienne,Ligue 1,2021-2022
10,Alpha Sissoko,,"€ 5,192","€ 270,000",RB,24,,"Jun 30, 2022",1-yr,"€ 270,000",St Etienne,Ligue 1,2021-2022
11,Assane Dioussé,,"€ 5,000","€ 260,000",DM,23,,"Jun 30, 2022",1-yr,"€ 260,000",St Etienne,Ligue 1,2021-2022
12,Boubacar Fall,,"€ 4,808","€ 250,000",GK,20,,"Jun 30, 2023",2-yrs,"€ 500,000",St Etienne,Ligue 1,2021-2022
13,Bilal Benkhedim,,"€ 4,808","€ 250,000",AM,20,,"Jun 30, 2022",1-yr,"€ 250,000",St Etienne,Ligue 1,2021-2022
14,Maxence Rivera,,"€ 4,808","€ 250,000",RW,19,,"Jun 30, 2024",3-yrs,"€ 750,000",St Etienne,Ligue 1,2021-2022
15,Charles Abi,,"€ 4,231","€ 220,000",CF,21,,"Jun 30, 2024",3-yrs,"€ 660,000",St Etienne,Ligue 1,2021-2022
16,Yvann Maçon,,"€ 4,231","€ 220,000",LB,22,,"Jun 30, 2024",3-yrs,"€ 660,000",St Etienne,Ligue 1,2021-2022
17,Aimen Moueffek,,"€ 4,038","€ 210,000",CM,20,,"Jun 30, 2024",3-yrs,"€ 630,000",St Etienne,Ligue 1,2021-2022
18,Saïdou Sow,,"€ 4,038","€ 210,000",CB,19,,"Jun 30, 2024",3-yrs,"€ 630,000",St Etienne,Ligue 1,2021-2022
19,Stefan Bajic,,"€ 4,038","€ 210,000",GK,19,,"Jun 30, 2022",1-yr,"€ 210,000",St Etienne,Ligue 1,2021-2022
20,Yvan Neyou,,"€ 3,654","€ 190,000",DM,24,,"Jun 30, 2024",3-yrs,"€ 570,000",St Etienne,Ligue 1,2021-2022
21,Alexandros Katranis,,"€ 3,269","€ 170,000",LB,23,,"Jun 30, 2022",1-yr,"€ 170,000",St Etienne,Ligue 1,2021-2022
22,Lucas Gourna-Douath,,"€ 1,923","€ 100,000",CM,17,,"Jun 30, 2023",2-yrs,"€ 200,000",St Etienne,Ligue 1,2021-2022
23,Etienne Green,,"€ 1,923","€ 100,000",GK,21,,"Jun 30, 2024",3-yrs,"€ 300,000",St Etienne,Ligue 1,2021-2022
24,Wahbi Khazri,,€ 0,€ 0,CF,30,,"Jun 30, 2022",1-yr,€ 0,St Etienne,Ligue 1,2021-2022
25,Jean-Philippe Krasso,,€ 0,€ 0,CF,24,,"Jun 30, 2023",2-yrs,€ 0,St Etienne,Ligue 1,2021-2022
