,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Renato Sanches,,"€ 69,231","€ 3,600,000",CM,23,,"Jun 30, 2023",2-yrs,"€ 7,200,000",Lille,Ligue 1,2021-2022
1,Burak Yilmaz,,"€ 42,115","€ 2,190,000",CF,36,,"Jun 30, 2022",1-yr,"€ 2,190,000",Lille,Ligue 1,2021-2022
2,José Fonte,,"€ 32,308","€ 1,680,000",CB,37,,"Jun 30, 2022",1-yr,"€ 1,680,000",Lille,Ligue 1,2021-2022
3,Jonathan David,,"€ 32,308","€ 1,680,000",CF,21,,"Jun 30, 2025",4-yrs,"€ 6,720,000",Lille,Ligue 1,2021-2022
4,Benjamin André,,"€ 30,000","€ 1,560,000",DM,30,,"Jun 30, 2023",2-yrs,"€ 3,120,000",Lille,Ligue 1,2021-2022
5,Orestis Karnezis,,"€ 28,462","€ 1,480,000",GK,36,,"Jun 30, 2023",2-yrs,"€ 2,960,000",Lille,Ligue 1,2021-2022
6,Jonathan Ikoné,,"€ 27,692","€ 1,440,000",RW,23,,"Jun 30, 2023",2-yrs,"€ 2,880,000",Lille,Ligue 1,2021-2022
7,Xeka,,"€ 27,692","€ 1,440,000",CM,26,,"Jun 30, 2022",1-yr,"€ 1,440,000",Lille,Ligue 1,2021-2022
8,Luiz Araújo,,"€ 27,692","€ 1,440,000",RW,25,,"Jun 30, 2022",1-yr,"€ 1,440,000",Lille,Ligue 1,2021-2022
9,Jonathan Bamba,,"€ 27,692","€ 1,440,000",LW,25,,"Jun 30, 2023",2-yrs,"€ 2,880,000",Lille,Ligue 1,2021-2022
10,Yusuf Yazici,,"€ 20,192","€ 1,050,000",SS,24,,"Jun 30, 2024",3-yrs,"€ 3,150,000",Lille,Ligue 1,2021-2022
11,Zeki Celik,,"€ 17,308","€ 900,000",RB,24,,"Jun 30, 2023",2-yrs,"€ 1,800,000",Lille,Ligue 1,2021-2022
12,Jérémy Pied,,"€ 16,923","€ 880,000",RB,32,,"Jun 30, 2022",1-yr,"€ 880,000",Lille,Ligue 1,2021-2022
13,Angel Gomes,,"€ 13,654","€ 710,000",AM,20,,"Jun 30, 2025",4-yrs,"€ 2,840,000",Lille,Ligue 1,2021-2022
14,Timothy Weah,,"€ 13,462","€ 700,000",CF,21,,"Jun 30, 2024",3-yrs,"€ 2,100,000",Lille,Ligue 1,2021-2022
15,Domagoj Bradaric,,"€ 9,808","€ 510,000",LB,21,,"Jun 30, 2024",3-yrs,"€ 1,530,000",Lille,Ligue 1,2021-2022
16,Léo Jardim,,"€ 9,615","€ 500,000",GK,26,,"Jun 30, 2024",3-yrs,"€ 1,500,000",Lille,Ligue 1,2021-2022
17,Kouadio-Yves Dabila,,"€ 8,654","€ 450,000",CB,24,,"Jun 30, 2023",2-yrs,"€ 900,000",Lille,Ligue 1,2021-2022
18,Sven Botman,,"€ 7,115","€ 370,000",CB,21,,"Jun 30, 2025",4-yrs,"€ 1,480,000",Lille,Ligue 1,2021-2022
19,Tiago Djaló,,"€ 6,346","€ 330,000",CB,21,,"Jun 30, 2024",3-yrs,"€ 990,000",Lille,Ligue 1,2021-2022
20,Adam Jakubech,,"€ 4,808","€ 250,000",GK,24,,"Jun 30, 2025",4-yrs,"€ 1,000,000",Lille,Ligue 1,2021-2022
21,Saad Agouzoul,,"€ 4,038","€ 210,000",CB,23,,"Jun 30, 2024",3-yrs,"€ 630,000",Lille,Ligue 1,2021-2022
22,Jean Onana,,"€ 3,654","€ 190,000",CM,21,,"Jun 30, 2025",4-yrs,"€ 760,000",Lille,Ligue 1,2021-2022
23,Reinildo Mandava,,"€ 3,654","€ 190,000",LB,27,,"Jun 30, 2022",1-yr,"€ 190,000",Lille,Ligue 1,2021-2022
24,Isaac Lihadji,,"€ 2,885","€ 150,000",RW,19,,"Jun 30, 2023",2-yrs,"€ 300,000",Lille,Ligue 1,2021-2022
25,Show,,"€ 2,115","€ 110,000",DM,22,,"Jun 30, 2022",1-yr,"€ 110,000",Lille,Ligue 1,2021-2022
26,Eugenio Pizzuto,,€ 769,"€ 40,000",DM,19,,"Jun 30, 2025",4-yrs,"€ 160,000",Lille,Ligue 1,2021-2022
27,Mamadou Usman Simbakoli,,€ 0,€ 0,CF,20,,"Jun 30, 2022",1-yr,€ 0,Lille,Ligue 1,2021-2022
28,Abou Ouattara,,€ 0,€ 0,RW,21,,"Jun 30, 2024",3-yrs,€ 0,Lille,Ligue 1,2021-2022
29,Cheikh Niasse,,€ 0,€ 0,DM,21,,"Jun 30, 2023",2-yrs,€ 0,Lille,Ligue 1,2021-2022
