,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Wissam Ben Yedder,,"€ 150,000","€ 7,800,000",CF,30,,"Jun 30, 2024",3-yrs,"€ 23,400,000",Monaco,Ligue 1,2021-2022
1,Cesc Fàbregas,,"€ 138,462","€ 7,200,000",CM,34,,"Jun 30, 2022",1-yr,"€ 7,200,000",Monaco,Ligue 1,2021-2022
2,Alexander Nübel,,"€ 96,154","€ 5,000,000",GK,24,,"Jun 30, 2023",2-yrs,"€ 10,000,000",Monaco,Ligue 1,2021-2022
3,Gelson Martins,,"€ 69,231","€ 3,600,000",RW,26,,"Jun 30, 2024",3-yrs,"€ 10,800,000",Monaco,Ligue 1,2021-2022
4,Kevin Volland,,"€ 69,231","€ 3,600,000",CF,28,,"Jun 30, 2024",3-yrs,"€ 10,800,000",Monaco,Ligue 1,2021-2022
5,Djibril Sidibé,,"€ 61,731","€ 3,210,000",RB,28,,"Jun 30, 2022",1-yr,"€ 3,210,000",Monaco,Ligue 1,2021-2022
6,Benjamin Lecomte,,"€ 59,423","€ 3,090,000",GK,30,,"Jun 30, 2024",3-yrs,"€ 9,270,000",Monaco,Ligue 1,2021-2022
7,Krépin Diatta,,"€ 57,692","€ 3,000,000",RW,22,,"Jun 30, 2025",4-yrs,"€ 12,000,000",Monaco,Ligue 1,2021-2022
8,Aleksandr Golovin,,"€ 43,654","€ 2,270,000",AM,25,,"Jun 30, 2024",3-yrs,"€ 6,810,000",Monaco,Ligue 1,2021-2022
9,Caio Henrique,,"€ 42,115","€ 2,190,000",LB,23,,"Jun 30, 2025",4-yrs,"€ 8,760,000",Monaco,Ligue 1,2021-2022
10,Guillermo Maripán,,"€ 26,923","€ 1,400,000",CB,27,,"Jun 30, 2024",3-yrs,"€ 4,200,000",Monaco,Ligue 1,2021-2022
11,Keita Baldé,,"€ 24,615","€ 1,280,000",LW,26,,"Jun 30, 2022",1-yr,"€ 1,280,000",Monaco,Ligue 1,2021-2022
12,Radoslaw Majecki,,"€ 23,654","€ 1,230,000",GK,21,,"Jun 30, 2024",3-yrs,"€ 3,690,000",Monaco,Ligue 1,2021-2022
13,Ruben Aguilar,,"€ 23,462","€ 1,220,000",RB,28,,"Jun 30, 2024",3-yrs,"€ 3,660,000",Monaco,Ligue 1,2021-2022
14,Henry Onyekuru,,"€ 19,808","€ 1,030,000",LW,24,,"Jun 30, 2024",3-yrs,"€ 3,090,000",Monaco,Ligue 1,2021-2022
15,Aurélien Tchouaméni,,"€ 19,231","€ 1,000,000",DM,21,,"Jun 30, 2024",3-yrs,"€ 3,000,000",Monaco,Ligue 1,2021-2022
16,Vito Mannone,,"€ 16,538","€ 860,000",GK,33,,"Jun 30, 2022",1-yr,"€ 860,000",Monaco,Ligue 1,2021-2022
17,Antonio Barreca,,"€ 14,808","€ 770,000",LB,26,,"Jun 30, 2023",2-yrs,"€ 1,540,000",Monaco,Ligue 1,2021-2022
18,Axel Disasi,,"€ 13,846","€ 720,000",CB,23,,"Jun 30, 2025",4-yrs,"€ 2,880,000",Monaco,Ligue 1,2021-2022
19,Willem Geubbels,,"€ 11,538","€ 600,000",LW,19,,"Jun 30, 2023",2-yrs,"€ 1,200,000",Monaco,Ligue 1,2021-2022
20,Benoît Badiashile,,"€ 11,154","€ 580,000",CB,20,,"Jun 30, 2024",3-yrs,"€ 1,740,000",Monaco,Ligue 1,2021-2022
21,Sofiane Diop,,"€ 10,577","€ 550,000",AM,21,,"Jun 30, 2023",2-yrs,"€ 1,100,000",Monaco,Ligue 1,2021-2022
22,Chrislain Matsima,,"€ 7,308","€ 380,000",CB,19,,"Jun 30, 2025",4-yrs,"€ 1,520,000",Monaco,Ligue 1,2021-2022
23,Anthony Musaba,,"€ 6,923","€ 360,000",RW,20,,"Jun 30, 2025",4-yrs,"€ 1,440,000",Monaco,Ligue 1,2021-2022
24,Youssouf Fofana,,"€ 5,385","€ 280,000",CM,22,,"Jun 30, 2024",3-yrs,"€ 840,000",Monaco,Ligue 1,2021-2022
25,Julien Serrano,,"€ 4,038","€ 210,000",LB,23,,"Jun 30, 2022",1-yr,"€ 210,000",Monaco,Ligue 1,2021-2022
26,Strahinja Pavlovic,,"€ 3,846","€ 200,000",CB,20,,"Jun 30, 2024",3-yrs,"€ 600,000",Monaco,Ligue 1,2021-2022
27,Jean Marcelin,,"€ 3,654","€ 190,000",CB,21,,"Jun 30, 2024",3-yrs,"€ 570,000",Monaco,Ligue 1,2021-2022
28,Pelé,,"€ 2,885","€ 150,000",DM,29,,"Jun 30, 2023",2-yrs,"€ 300,000",Monaco,Ligue 1,2021-2022
29,Giulian Biancone,,"€ 1,538","€ 80,000",RB,21,,"Jun 30, 2022",1-yr,"€ 80,000",Monaco,Ligue 1,2021-2022
30,Eliot Matazo,,€ 769,"€ 40,000",CM,19,,"Jun 30, 2024",3-yrs,"€ 120,000",Monaco,Ligue 1,2021-2022
31,Enzo Millot,,€ 769,"€ 40,000",CM,19,,"Jun 30, 2022",1-yr,"€ 40,000",Monaco,Ligue 1,2021-2022
32,Adrien Bongiovanni,,€ 0,€ 0,AM,21,,"Jun 30, 2022",1-yr,€ 0,Monaco,Ligue 1,2021-2022
33,Jorge,,€ 0,€ 0,LB,25,,"Jun 30, 2022",1-yr,€ 0,Monaco,Ligue 1,2021-2022
34,Ismail Jakobs,,€ 0,€ 0,LW,21,,"Jun 30, 2026",5-yrs,€ 0,Monaco,Ligue 1,2021-2022
35,Valentin Decarpentrie,,€ 0,€ 0,LW,19,,"Jun 30, 2022",1-yr,€ 0,Monaco,Ligue 1,2021-2022
36,Wilson Isidor,,€ 0,€ 0,CF,20,,"Jun 30, 2023",2-yrs,€ 0,Monaco,Ligue 1,2021-2022
