,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Paul Lasne,,"€ 12,692","€ 660,000",DM,32,,"Jun 30, 2022",1-yr,"€ 660,000",Brest,Ligue 1,2021-2022
1,Romain Philippoteaux,,"€ 11,923","€ 620,000",LW,33,,"Jun 30, 2022",1-yr,"€ 620,000",Brest,Ligue 1,2021-2022
2,Steve Mounié,,"€ 11,731","€ 610,000",CF,26,,"Jun 30, 2024",3-yrs,"€ 1,830,000",Brest,Ligue 1,2021-2022
3,Gautier Larsonneur,,"€ 11,731","€ 610,000",GK,24,,"Jun 30, 2023",2-yrs,"€ 1,220,000",Brest,Ligue 1,2021-2022
4,Haris Belkebla,,"€ 9,808","€ 510,000",CM,27,,"Jun 30, 2023",2-yrs,"€ 1,020,000",Brest,Ligue 1,2021-2022
5,Gaëtan Charbonnier,,"€ 9,231","€ 480,000",CF,32,,"Jun 30, 2022",1-yr,"€ 480,000",Brest,Ligue 1,2021-2022
6,Irvin Cardona,,"€ 8,654","€ 450,000",CF,23,,"Jun 30, 2023",2-yrs,"€ 900,000",Brest,Ligue 1,2021-2022
7,Franck Honorat,,"€ 7,115","€ 370,000",RW,24,,"Jun 30, 2025",4-yrs,"€ 1,480,000",Brest,Ligue 1,2021-2022
8,Ronaël Pierre-Gabriel,,"€ 6,923","€ 360,000",RB,23,,"Jun 30, 2022",1-yr,"€ 360,000",Brest,Ligue 1,2021-2022
9,Romain Faivre,,"€ 5,962","€ 310,000",LM,23,,"Jun 30, 2025",4-yrs,"€ 1,240,000",Brest,Ligue 1,2021-2022
10,Jean-Kevin Duverne,,"€ 4,231","€ 220,000",CB,24,,"Jun 30, 2023",2-yrs,"€ 440,000",Brest,Ligue 1,2021-2022
11,Denys Bain,,"€ 4,231","€ 220,000",CB,28,,"Jun 30, 2022",1-yr,"€ 220,000",Brest,Ligue 1,2021-2022
12,Julien Faussurier,,"€ 4,231","€ 220,000",RB,34,,"Jun 30, 2022",1-yr,"€ 220,000",Brest,Ligue 1,2021-2022
13,Christophe Hérelle,,"€ 3,846","€ 200,000",CB,28,,"Jun 30, 2024",3-yrs,"€ 600,000",Brest,Ligue 1,2021-2022
14,Lilian Brassier,,"€ 1,731","€ 90,000",CB,21,,"Jun 30, 2022",1-yr,"€ 90,000",Brest,Ligue 1,2021-2022
15,Jérémy Le Douaron,,"€ 1,538","€ 80,000",CF,23,,"Jun 30, 2022",1-yr,"€ 80,000",Brest,Ligue 1,2021-2022
16,Brendan Chardonnet,,"€ 1,154","€ 60,000",CB,26,,"Jun 30, 2023",2-yrs,"€ 120,000",Brest,Ligue 1,2021-2022
17,Hianga'a Mbock,,"€ 1,154","€ 60,000",CM,21,,"Jun 30, 2024",3-yrs,"€ 180,000",Brest,Ligue 1,2021-2022
18,Hugo Magnetti,,€ 962,"€ 50,000",CM,23,,"Jun 30, 2024",3-yrs,"€ 150,000",Brest,Ligue 1,2021-2022
19,Sébastien Cibois,,€ 962,"€ 50,000",GK,23,,"Jun 30, 2022",1-yr,"€ 50,000",Brest,Ligue 1,2021-2022
20,Idrissa Dioh,,€ 577,"€ 30,000",DM,22,,"Jun 30, 2022",1-yr,"€ 30,000",Brest,Ligue 1,2021-2022
21,Heriberto Tavares,,€ 0,€ 0,RW,24,,"Jun 30, 2024",3-yrs,€ 0,Brest,Ligue 1,2021-2022
22,Grégoire Coudert,,€ 0,€ 0,GK,22,,"Jun 30, 2022",1-yr,€ 0,Brest,Ligue 1,2021-2022
23,Rafiki Saïd,,€ 0,€ 0,CF,21,,"Jun 30, 2022",1-yr,€ 0,Brest,Ligue 1,2021-2022
