,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Seko Fofana,,"€ 29,808","€ 1,550,000",CM,26,,"Jun 30, 2024",3-yrs,"€ 4,650,000",Lens,Ligue 1,2021-2022
1,Gaël Kakuta,,"€ 20,000","€ 1,040,000",AM,30,,"Jun 30, 2023",2-yrs,"€ 2,080,000",Lens,Ligue 1,2021-2022
2,Ignatius Ganago,,"€ 15,000","€ 780,000",CF,22,,"Jun 30, 2024",3-yrs,"€ 2,340,000",Lens,Ligue 1,2021-2022
3,Wuilker Fariñez,,"€ 9,038","€ 470,000",GK,23,,"Jun 30, 2024",3-yrs,"€ 1,410,000",Lens,Ligue 1,2021-2022
4,Yannick Cahuzac,,"€ 8,654","€ 450,000",DM,36,,"Jun 30, 2022",1-yr,"€ 450,000",Lens,Ligue 1,2021-2022
5,Jonathan Clauss,,"€ 6,538","€ 340,000",RB,28,,"Jun 30, 2023",2-yrs,"€ 680,000",Lens,Ligue 1,2021-2022
6,Jean-Louis Leca,,"€ 6,538","€ 340,000",GK,35,,"Jun 30, 2022",1-yr,"€ 340,000",Lens,Ligue 1,2021-2022
7,Corentin Jean,,"€ 6,154","€ 320,000",CF,26,,"Jun 30, 2023",2-yrs,"€ 640,000",Lens,Ligue 1,2021-2022
8,Steven Fortes,,"€ 5,962","€ 310,000",CB,29,,"Jun 30, 2022",1-yr,"€ 310,000",Lens,Ligue 1,2021-2022
9,Massadio Haidara,,"€ 4,615","€ 240,000",LB,28,,"Jun 30, 2022",1-yr,"€ 240,000",Lens,Ligue 1,2021-2022
10,Florian Sotoca,,"€ 4,615","€ 240,000",CF,30,,"Jun 30, 2023",2-yrs,"€ 480,000",Lens,Ligue 1,2021-2022
11,Cheick Doucouré,,"€ 4,038","€ 210,000",DM,21,,"Jun 30, 2024",3-yrs,"€ 630,000",Lens,Ligue 1,2021-2022
12,Clément Michelin,,"€ 3,846","€ 200,000",RB,24,,"Jun 30, 2022",1-yr,"€ 200,000",Lens,Ligue 1,2021-2022
13,Jonathan Gradit,,"€ 3,269","€ 170,000",CB,28,,"Jun 30, 2024",3-yrs,"€ 510,000",Lens,Ligue 1,2021-2022
14,Charles Boli,,"€ 3,269","€ 170,000",CM,22,,"Jun 30, 2024",3-yrs,"€ 510,000",Lens,Ligue 1,2021-2022
15,Simon Banza,,"€ 2,308","€ 120,000",CF,24,,"Jun 30, 2023",2-yrs,"€ 240,000",Lens,Ligue 1,2021-2022
16,Facundo Medina,,"€ 2,308","€ 120,000",CB,22,,"Jun 30, 2024",3-yrs,"€ 360,000",Lens,Ligue 1,2021-2022
17,Adam Oudjani,,€ 577,"€ 30,000",AM,19,,"Jun 30, 2023",2-yrs,"€ 60,000",Lens,Ligue 1,2021-2022
18,David Costa,,€ 577,"€ 30,000",AM,20,,"Jun 30, 2024",3-yrs,"€ 90,000",Lens,Ligue 1,2021-2022
19,Ismaël Boura,,€ 385,"€ 20,000",LB,20,,"Jun 30, 2023",2-yrs,"€ 40,000",Lens,Ligue 1,2021-2022
20,Jules Keita,,€ 0,€ 0,LW,23,,"Jun 30, 2023",2-yrs,€ 0,Lens,Ligue 1,2021-2022
21,Ibrahima Baldé,,€ 0,€ 0,CF,18,,"Jun 30, 2024",3-yrs,€ 0,Lens,Ligue 1,2021-2022
22,Valentino Lesieur,,€ 0,€ 0,GK,18,,"Jun 30, 2024",3-yrs,€ 0,Lens,Ligue 1,2021-2022
23,Wesley Saïd,,€ 0,€ 0,CF,26,,"Jun 30, 2024",3-yrs,€ 0,Lens,Ligue 1,2021-2022
24,Deiver Machado,,€ 0,€ 0,LB,27,,"Jun 30, 2024",3-yrs,€ 0,Lens,Ligue 1,2021-2022
25,Christopher Wooh,,€ 0,€ 0,CB,19,,"Jun 30, 2025",4-yrs,€ 0,Lens,Ligue 1,2021-2022
26,Mamadou Camara,,€ 0,€ 0,CM,18,,"Jun 30, 2024",3-yrs,€ 0,Lens,Ligue 1,2021-2022
27,Yannick Pandor,,€ 0,€ 0,GK,20,,"Jun 30, 2022",1-yr,€ 0,Lens,Ligue 1,2021-2022
