,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Jodel Dossou,,"€ 7,692","€ 400,000",RM,29,,"Jun 30, 2023",2-yrs,"€ 800,000",Clermont,Ligue 1,2021-2022
1,Mohamed Bayo,,"€ 6,154","€ 320,000",CF,23,,"Jun 30, 2023",2-yrs,"€ 640,000",Clermont,Ligue 1,2021-2022
2,Florent Ogier,,"€ 5,385","€ 280,000",CB,32,,"Jun 30, 2023",2-yrs,"€ 560,000",Clermont,Ligue 1,2021-2022
3,Vital N'Simba,,"€ 4,423","€ 230,000",LB,28,,"Jun 30, 2022",1-yr,"€ 230,000",Clermont,Ligue 1,2021-2022
4,Johan Gastien,,"€ 3,846","€ 200,000",DM,33,,"Jun 30, 2023",2-yrs,"€ 400,000",Clermont,Ligue 1,2021-2022
5,Alidu Seidu,,"€ 3,462","€ 180,000",RB,21,,"Jun 30, 2025",4-yrs,"€ 720,000",Clermont,Ligue 1,2021-2022
6,Jérôme Phojo,,"€ 2,885","€ 150,000",RB,28,,"Jun 30, 2022",1-yr,"€ 150,000",Clermont,Ligue 1,2021-2022
7,Jason Berthomier,,"€ 2,885","€ 150,000",AM,31,,"Jun 30, 2022",1-yr,"€ 150,000",Clermont,Ligue 1,2021-2022
8,Cédric Hountondji,,"€ 2,692","€ 140,000",CB,27,,"Jun 30, 2023",2-yrs,"€ 280,000",Clermont,Ligue 1,2021-2022
9,Jim Allevinah,,"€ 2,500","€ 130,000",LM,26,,"Jun 30, 2023",2-yrs,"€ 260,000",Clermont,Ligue 1,2021-2022
10,Arthur Desmas,,"€ 1,538","€ 80,000",GK,27,,"Jun 30, 2023",2-yrs,"€ 160,000",Clermont,Ligue 1,2021-2022
11,Jonathan Iglesias,,"€ 1,346","€ 70,000",AM,32,,"Jun 30, 2022",1-yr,"€ 70,000",Clermont,Ligue 1,2021-2022
12,Akim Zedadka,,"€ 1,154","€ 60,000",RB,26,,"Jun 30, 2022",1-yr,"€ 60,000",Clermont,Ligue 1,2021-2022
13,Jordan Tell,,€ 962,"€ 50,000",CF,24,,"Jun 30, 2022",1-yr,"€ 50,000",Clermont,Ligue 1,2021-2022
14,Fred Gnalega,,€ 962,"€ 50,000",DM,19,,"Jun 30, 2025",4-yrs,"€ 200,000",Clermont,Ligue 1,2021-2022
15,Salis Abdul Samed,,€ 962,"€ 50,000",DM,21,,"Jun 30, 2025",4-yrs,"€ 200,000",Clermont,Ligue 1,2021-2022
16,Driss Trichard,,€ 769,"€ 40,000",LB,26,,"Jun 30, 2022",1-yr,"€ 40,000",Clermont,Ligue 1,2021-2022
17,Josué Albert,,€ 769,"€ 40,000",CB,29,,"Jun 30, 2022",1-yr,"€ 40,000",Clermont,Ligue 1,2021-2022
18,Yohann Magnin,,€ 577,"€ 30,000",DM,24,,"Jun 30, 2023",2-yrs,"€ 60,000",Clermont,Ligue 1,2021-2022
19,Lucas Margueron,,€ 385,"€ 20,000",GK,20,,"Jun 30, 2023",2-yrs,"€ 40,000",Clermont,Ligue 1,2021-2022
20,Ouparine Djoco,,€ 385,"€ 20,000",GK,23,,"Jun 30, 2025",4-yrs,"€ 80,000",Clermont,Ligue 1,2021-2022
21,Blankson Anoff,,€ 0,€ 0,AM,20,,"Jun 30, 2023",2-yrs,€ 0,Clermont,Ligue 1,2021-2022
22,Naël Jaby,,€ 0,€ 0,AM,20,,"Jun 30, 2024",3-yrs,€ 0,Clermont,Ligue 1,2021-2022
23,Bryan Silva Teixeira,,€ 0,€ 0,RW,20,,"Jun 30, 2022",1-yr,€ 0,Clermont,Ligue 1,2021-2022
24,Till Cissokho,,€ 0,€ 0,CB,21,,"Jun 30, 2022",1-yr,€ 0,Clermont,Ligue 1,2021-2022
25,Arial Mendy,,€ 0,€ 0,LB,26,,"Jun 30, 2023",2-yrs,€ 0,Clermont,Ligue 1,2021-2022
26,Brandon Baiye,,€ 0,€ 0,DM,20,,"Jun 30, 2022",1-yr,€ 0,Clermont,Ligue 1,2021-2022
27,Elbasan Rashani,,€ 0,€ 0,LW,28,,"Jun 30, 2023",2-yrs,€ 0,Clermont,Ligue 1,2021-2022
28,Julien Boyer,,€ 0,€ 0,LB,23,,"Jun 30, 2022",1-yr,€ 0,Clermont,Ligue 1,2021-2022
