,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,M'Baye Niang,,"€ 50,769","€ 2,640,000",CF,26,,"Jun 30, 2023",2-yrs,"€ 5,280,000",Rennes,Ligue 1,2021-2022
1,Benjamin Bourigeaud,,"€ 32,308","€ 1,680,000",CM,27,,"Jun 30, 2023",2-yrs,"€ 3,360,000",Rennes,Ligue 1,2021-2022
2,Flavien Tait,,"€ 27,692","€ 1,440,000",CM,28,,"Jun 30, 2023",2-yrs,"€ 2,880,000",Rennes,Ligue 1,2021-2022
3,Jonas Martin,,"€ 27,692","€ 1,440,000",CM,31,,"Jun 30, 2022",1-yr,"€ 1,440,000",Rennes,Ligue 1,2021-2022
4,Serhou Guirassy,,"€ 25,192","€ 1,310,000",CF,25,,"Jun 30, 2025",4-yrs,"€ 5,240,000",Rennes,Ligue 1,2021-2022
5,Martin Terrier,,"€ 24,808","€ 1,290,000",LW,24,,"Jun 30, 2025",4-yrs,"€ 5,160,000",Rennes,Ligue 1,2021-2022
6,Jérémy Doku,,"€ 16,154","€ 840,000",RW,19,,"Jun 30, 2025",4-yrs,"€ 3,360,000",Rennes,Ligue 1,2021-2022
7,Eduardo Camavinga,,"€ 15,385","€ 800,000",CM,18,,"Jun 30, 2022",1-yr,"€ 800,000",Rennes,Ligue 1,2021-2022
8,Jérémy Gélin,,"€ 15,000","€ 780,000",CB,24,,"Jun 30, 2022",1-yr,"€ 780,000",Rennes,Ligue 1,2021-2022
9,Romain Salin,,"€ 13,269","€ 690,000",GK,36,,"Jun 30, 2022",1-yr,"€ 690,000",Rennes,Ligue 1,2021-2022
10,Romain Del Castillo,,"€ 12,885","€ 670,000",RW,25,,"Jun 30, 2022",1-yr,"€ 670,000",Rennes,Ligue 1,2021-2022
11,Alfred Gomis,,"€ 10,577","€ 550,000",GK,27,,"Jun 30, 2025",4-yrs,"€ 2,200,000",Rennes,Ligue 1,2021-2022
12,Hamari Traoré,,"€ 6,923","€ 360,000",RB,29,,"Jun 30, 2023",2-yrs,"€ 720,000",Rennes,Ligue 1,2021-2022
13,Faitout Maouassa,,"€ 6,923","€ 360,000",LB,23,,"Jun 30, 2022",1-yr,"€ 360,000",Rennes,Ligue 1,2021-2022
14,Yann Gboho,,"€ 4,423","€ 230,000",LW,20,,"Jun 30, 2023",2-yrs,"€ 460,000",Rennes,Ligue 1,2021-2022
15,Nayef Aguerd,,"€ 4,231","€ 220,000",CB,25,,"Jun 30, 2024",3-yrs,"€ 660,000",Rennes,Ligue 1,2021-2022
16,Gerzino Nyamsi,,"€ 3,846","€ 200,000",CB,24,,"Jun 30, 2024",3-yrs,"€ 600,000",Rennes,Ligue 1,2021-2022
17,Adrien Truffert,,"€ 2,885","€ 150,000",LB,19,,"Jun 30, 2025",4-yrs,"€ 600,000",Rennes,Ligue 1,2021-2022
18,Brandon Soppy,,"€ 2,500","€ 130,000",RB,19,,"Jun 30, 2022",1-yr,"€ 130,000",Rennes,Ligue 1,2021-2022
19,Pépé Bonet,,"€ 2,500","€ 130,000",GK,18,,"Jun 30, 2022",1-yr,"€ 130,000",Rennes,Ligue 1,2021-2022
20,Rafik Guitane,,"€ 2,115","€ 110,000",AM,22,,"Jun 30, 2022",1-yr,"€ 110,000",Rennes,Ligue 1,2021-2022
21,James Léa Siliki,,"€ 1,346","€ 70,000",CM,25,,"Jun 30, 2023",2-yrs,"€ 140,000",Rennes,Ligue 1,2021-2022
22,Metehan Güçlü,,€ 385,"€ 20,000",CF,22,,"Jun 30, 2023",2-yrs,"€ 40,000",Rennes,Ligue 1,2021-2022
23,Kamaldeen Sulemana,,€ 0,€ 0,LW,19,,"Jun 30, 2026",5-yrs,€ 0,Rennes,Ligue 1,2021-2022
24,Junior Kadile,,€ 0,€ 0,RW,18,,"Jun 30, 2023",2-yrs,€ 0,Rennes,Ligue 1,2021-2022
25,Noah Françoise,,€ 0,€ 0,DM,18,,"Jun 30, 2024",3-yrs,€ 0,Rennes,Ligue 1,2021-2022
26,Franck Rivollier,,€ 0,€ 0,CF,20,,"Jun 30, 2022",1-yr,€ 0,Rennes,Ligue 1,2021-2022
27,Warmed Omari,,€ 0,€ 0,CB,21,,"Jun 30, 2024",3-yrs,€ 0,Rennes,Ligue 1,2021-2022
28,Loïc Badé,,€ 0,€ 0,CB,21,,"Jun 30, 2026",5-yrs,€ 0,Rennes,Ligue 1,2021-2022
29,Andy Diouf,,€ 0,€ 0,RW,18,,"Jun 30, 2024",3-yrs,€ 0,Rennes,Ligue 1,2021-2022
30,Lorenz Assignon,,€ 0,€ 0,RB,21,,"Jun 30, 2025",4-yrs,€ 0,Rennes,Ligue 1,2021-2022
31,Loum Tchaouna,,€ 0,€ 0,CF,17,,"Jun 30, 2024",3-yrs,€ 0,Rennes,Ligue 1,2021-2022
32,Lesley Ugochukwu,,€ 0,€ 0,CM,17,,"Jun 30, 2024",3-yrs,€ 0,Rennes,Ligue 1,2021-2022
33,Matthis Abline,,€ 0,€ 0,CF,18,,"Jun 30, 2024",3-yrs,€ 0,Rennes,Ligue 1,2021-2022
