,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Matz Sels,,"€ 20,769","€ 1,080,000",GK,29,,"Jun 30, 2024",3-yrs,"€ 3,240,000",Strasbourg,Ligue 1,2021-2022
1,Jean-Eudes Aholou,,"€ 17,885","€ 930,000",DM,27,,"Jun 30, 2022",1-yr,"€ 930,000",Strasbourg,Ligue 1,2021-2022
2,Alexander Djiku,,"€ 16,154","€ 840,000",CB,26,,"Jun 30, 2023",2-yrs,"€ 1,680,000",Strasbourg,Ligue 1,2021-2022
3,Sanjin Prcic,,"€ 16,154","€ 840,000",CM,27,,"Jun 30, 2022",1-yr,"€ 840,000",Strasbourg,Ligue 1,2021-2022
4,Habib Diallo,,"€ 11,731","€ 610,000",CF,26,,"Jun 30, 2025",4-yrs,"€ 2,440,000",Strasbourg,Ligue 1,2021-2022
5,Dimitri Liénard,,"€ 11,731","€ 610,000",CM,33,,"Jun 30, 2023",2-yrs,"€ 1,220,000",Strasbourg,Ligue 1,2021-2022
6,Majeed Waris,,"€ 10,962","€ 570,000",CF,29,,"Jun 30, 2022",1-yr,"€ 570,000",Strasbourg,Ligue 1,2021-2022
7,Ludovic Ajorque,,"€ 9,423","€ 490,000",CF,27,,"Jun 30, 2024",3-yrs,"€ 1,470,000",Strasbourg,Ligue 1,2021-2022
8,Adrien Thomasson,,"€ 8,462","€ 440,000",AM,27,,"Jun 30, 2024",3-yrs,"€ 1,320,000",Strasbourg,Ligue 1,2021-2022
9,Lebo Mothiba,,"€ 7,500","€ 390,000",CF,25,,"Jun 30, 2023",2-yrs,"€ 780,000",Strasbourg,Ligue 1,2021-2022
10,Eiji Kawashima,,"€ 7,115","€ 370,000",GK,38,,"Jun 30, 2023",2-yrs,"€ 740,000",Strasbourg,Ligue 1,2021-2022
11,Jean-Ricner Bellegarde,,"€ 6,538","€ 340,000",LM,23,,"Jun 30, 2023",2-yrs,"€ 680,000",Strasbourg,Ligue 1,2021-2022
12,Ibrahima Sissoko,,"€ 6,346","€ 330,000",DM,23,,"Jun 30, 2024",3-yrs,"€ 990,000",Strasbourg,Ligue 1,2021-2022
13,Bingourou Kamara,,"€ 5,577","€ 290,000",GK,24,,"Jun 30, 2023",2-yrs,"€ 580,000",Strasbourg,Ligue 1,2021-2022
14,Mehdi Chahiri,,"€ 2,500","€ 130,000",LW,24,,"Jun 30, 2024",3-yrs,"€ 390,000",Strasbourg,Ligue 1,2021-2022
15,Mahamé Siby,,"€ 2,500","€ 130,000",DM,25,,"Jun 30, 2023",2-yrs,"€ 260,000",Strasbourg,Ligue 1,2021-2022
16,Lucas Perrin,,"€ 1,923","€ 100,000",CB,22,,"Jun 30, 2022",1-yr,"€ 100,000",Strasbourg,Ligue 1,2021-2022
17,Anthony Caci,,€ 577,"€ 30,000",LB,24,,"Jun 30, 2022",1-yr,"€ 30,000",Strasbourg,Ligue 1,2021-2022
18,Kévin Gameiro,,€ 0,€ 0,CF,34,,"Jun 30, 2023",2-yrs,€ 0,Strasbourg,Ligue 1,2021-2022
19,Karol Fila,,€ 0,€ 0,RB,23,,"Jun 30, 2025",4-yrs,€ 0,Strasbourg,Ligue 1,2021-2022
20,Adrien Lebeau,,€ 0,€ 0,AM,22,,"Jun 30, 2022",1-yr,€ 0,Strasbourg,Ligue 1,2021-2022
21,Marvin Senaya,,€ 0,€ 0,RB,20,,"Jun 30, 2024",3-yrs,€ 0,Strasbourg,Ligue 1,2021-2022
22,Moataz Zemzemi,,€ 0,€ 0,LM,21,,"Jun 30, 2022",1-yr,€ 0,Strasbourg,Ligue 1,2021-2022
23,Moïse Sahi Dion,,€ 0,€ 0,AM,19,,"Jun 30, 2025",4-yrs,€ 0,Strasbourg,Ligue 1,2021-2022
