,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Laurent Koscielny,,"€ 69,231","€ 3,600,000",CB,35,,"Jun 30, 2022",1-yr,"€ 3,600,000",Bordeaux,Ligue 1,2021-2022
1,Benoît Costil,,"€ 41,538","€ 2,160,000",GK,34,,"Jun 30, 2022",1-yr,"€ 2,160,000",Bordeaux,Ligue 1,2021-2022
2,Otávio,,"€ 34,615","€ 1,800,000",DM,27,,"Jun 30, 2022",1-yr,"€ 1,800,000",Bordeaux,Ligue 1,2021-2022
3,Rubén Pardo,,"€ 30,769","€ 1,600,000",CM,28,,"Jun 30, 2022",1-yr,"€ 1,600,000",Bordeaux,Ligue 1,2021-2022
4,Mexer,,"€ 27,692","€ 1,440,000",CB,32,,"Jun 30, 2023",2-yrs,"€ 2,880,000",Bordeaux,Ligue 1,2021-2022
5,Ui-jo Hwang,,"€ 27,692","€ 1,440,000",CF,28,,"Jun 30, 2023",2-yrs,"€ 2,880,000",Bordeaux,Ligue 1,2021-2022
6,Loris Benito,,"€ 25,385","€ 1,320,000",LB,29,,"Jun 30, 2022",1-yr,"€ 1,320,000",Bordeaux,Ligue 1,2021-2022
7,Rémi Oudin,,"€ 25,385","€ 1,320,000",RW,24,,"Jun 30, 2024",3-yrs,"€ 3,960,000",Bordeaux,Ligue 1,2021-2022
8,Yacine Adli,,"€ 15,962","€ 830,000",AM,20,,"Jun 30, 2023",2-yrs,"€ 1,660,000",Bordeaux,Ligue 1,2021-2022
9,Josh Maja,,"€ 15,000","€ 780,000",CF,22,,"Jun 30, 2023",2-yrs,"€ 1,560,000",Bordeaux,Ligue 1,2021-2022
10,Samuel Kalu,,"€ 11,731","€ 610,000",RW,23,,"Jun 30, 2023",2-yrs,"€ 1,220,000",Bordeaux,Ligue 1,2021-2022
11,Paul Baysse,,"€ 7,885","€ 410,000",CB,33,,"Jun 30, 2024",3-yrs,"€ 1,230,000",Bordeaux,Ligue 1,2021-2022
12,Toma Basic,,"€ 4,038","€ 210,000",CM,24,,"Jun 30, 2022",1-yr,"€ 210,000",Bordeaux,Ligue 1,2021-2022
13,Enock Kwateng,,"€ 4,038","€ 210,000",RB,24,,"Jun 30, 2023",2-yrs,"€ 420,000",Bordeaux,Ligue 1,2021-2022
14,Tom Lacoux,,"€ 2,885","€ 150,000",CM,19,,"Jun 30, 2024",3-yrs,"€ 450,000",Bordeaux,Ligue 1,2021-2022
15,Logan Delaurier-Chaubet,,"€ 2,500","€ 130,000",LW,19,,"Jun 30, 2023",2-yrs,"€ 260,000",Bordeaux,Ligue 1,2021-2022
16,Ismaël Sow,,"€ 2,308","€ 120,000",RB,20,,"Jun 30, 2023",2-yrs,"€ 240,000",Bordeaux,Ligue 1,2021-2022
17,Loïc Bessile,,"€ 2,115","€ 110,000",CB,22,,"Jun 30, 2023",2-yrs,"€ 220,000",Bordeaux,Ligue 1,2021-2022
18,Gaëtan Poussin,,"€ 1,731","€ 90,000",GK,22,,"Jun 30, 2023",2-yrs,"€ 180,000",Bordeaux,Ligue 1,2021-2022
19,Raoul Bellanova,,"€ 1,154","€ 60,000",RB,21,,"Jun 30, 2022",1-yr,"€ 60,000",Bordeaux,Ligue 1,2021-2022
20,Amadou Traoré,,€ 577,"€ 30,000",RW,19,,"Jun 30, 2022",1-yr,"€ 30,000",Bordeaux,Ligue 1,2021-2022
21,Abdel Medioub,,€ 0,€ 0,CB,23,,"Jun 30, 2022",1-yr,€ 0,Bordeaux,Ligue 1,2021-2022
22,Jimmy Briand,,€ 0,€ 0,CF,35,,"Jun 30, 2022",1-yr,€ 0,Bordeaux,Ligue 1,2021-2022
23,Malcom Bokele Mputu,,€ 0,€ 0,CB,21,,"Jun 30, 2022",1-yr,€ 0,Bordeaux,Ligue 1,2021-2022
24,Mehdi Zerkane,,€ 0,€ 0,RW,22,,"Jun 30, 2024",3-yrs,€ 0,Bordeaux,Ligue 1,2021-2022
25,Dilane Bakwa,,€ 0,€ 0,CF,18,,"Jun 30, 2022",1-yr,€ 0,Bordeaux,Ligue 1,2021-2022
26,Davy Rouyard,,€ 0,€ 0,GK,21,,"Jun 30, 2025",4-yrs,€ 0,Bordeaux,Ligue 1,2021-2022
27,Sékou Mara,,€ 0,€ 0,CF,18,,"Jun 30, 2023",2-yrs,€ 0,Bordeaux,Ligue 1,2021-2022
28,Tidiane Malbec,,€ 0,€ 0,GK,19,,"Jun 30, 2022",1-yr,€ 0,Bordeaux,Ligue 1,2021-2022
29,Alexandre Lauray,,€ 0,€ 0,CB,24,,"Jun 30, 2022",1-yr,€ 0,Bordeaux,Ligue 1,2021-2022
30,Issouf Sissokho,,€ 0,€ 0,CM,19,,"Jun 30, 2024",3-yrs,€ 0,Bordeaux,Ligue 1,2021-2022
