,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Dimitri Payet,,"€ 115,385","€ 6,000,000",LW,34,,"Jun 30, 2024",3-yrs,"€ 18,000,000",Marseille,Ligue 1,2021-2022
1,Cengiz Ünder,,"€ 104,808","€ 5,450,000",RW,24,,"Jun 30, 2022",1-yr,"€ 5,450,000",Marseille,Ligue 1,2021-2022
2,Arkadiusz Milik,,"€ 92,308","€ 4,800,000",CF,27,,"Jun 30, 2022",1-yr,"€ 4,800,000",Marseille,Ligue 1,2021-2022
3,Gerson,,"€ 76,923","€ 4,000,000",CM,24,,"Jun 30, 2026",5-yrs,"€ 20,000,000",Marseille,Ligue 1,2021-2022
4,Pau López,,"€ 74,038","€ 3,850,000",GK,26,,"Jun 30, 2022",1-yr,"€ 3,850,000",Marseille,Ligue 1,2021-2022
5,Steve Mandanda,,"€ 69,231","€ 3,600,000",GK,36,,"Jun 30, 2024",3-yrs,"€ 10,800,000",Marseille,Ligue 1,2021-2022
6,Darío Benedetto,,"€ 59,615","€ 3,100,000",CF,31,,"Jun 30, 2023",2-yrs,"€ 6,200,000",Marseille,Ligue 1,2021-2022
7,Mattéo Guendouzi,,"€ 46,538","€ 2,420,000",CM,22,,"Jun 30, 2022",1-yr,"€ 2,420,000",Marseille,Ligue 1,2021-2022
8,William Saliba,,"€ 44,423","€ 2,310,000",CB,20,,"Jun 30, 2022",1-yr,"€ 2,310,000",Marseille,Ligue 1,2021-2022
9,Duje Caleta-Car,,"€ 38,846","€ 2,020,000",CB,24,,"Jun 30, 2023",2-yrs,"€ 4,040,000",Marseille,Ligue 1,2021-2022
10,Valentin Rongier,,"€ 33,077","€ 1,720,000",CM,26,,"Jun 30, 2024",3-yrs,"€ 5,160,000",Marseille,Ligue 1,2021-2022
11,Boubacar Kamara,,"€ 27,692","€ 1,440,000",DM,21,,"Jun 30, 2022",1-yr,"€ 1,440,000",Marseille,Ligue 1,2021-2022
12,Jordan Amavi,,"€ 19,615","€ 1,020,000",LB,27,,"Jun 30, 2025",4-yrs,"€ 4,080,000",Marseille,Ligue 1,2021-2022
13,Leonardo Balerdi,,"€ 19,038","€ 990,000",CB,22,,"Jun 30, 2026",5-yrs,"€ 4,950,000",Marseille,Ligue 1,2021-2022
14,Nemanja Radonjic,,"€ 18,077","€ 940,000",LW,25,,"Jun 30, 2023",2-yrs,"€ 1,880,000",Marseille,Ligue 1,2021-2022
15,Luis Henrique,,"€ 17,115","€ 890,000",LW,19,,"Jun 30, 2025",4-yrs,"€ 3,560,000",Marseille,Ligue 1,2021-2022
16,Franco Tongya,,"€ 15,385","€ 800,000",AM,19,,"Jun 30, 2025",4-yrs,"€ 3,200,000",Marseille,Ligue 1,2021-2022
17,Álvaro González,,"€ 12,692","€ 660,000",CB,31,,"Jun 30, 2024",3-yrs,"€ 1,980,000",Marseille,Ligue 1,2021-2022
18,Pape Gueye,,"€ 2,692","€ 140,000",DM,22,,"Jun 30, 2024",3-yrs,"€ 420,000",Marseille,Ligue 1,2021-2022
19,Nassim Ahmed,,"€ 1,923","€ 100,000",DM,20,,"Jun 30, 2023",2-yrs,"€ 200,000",Marseille,Ligue 1,2021-2022
20,Simon Ngapandouetnbu,,"€ 1,538","€ 80,000",GK,18,,"Jun 30, 2022",1-yr,"€ 80,000",Marseille,Ligue 1,2021-2022
21,Ugo Bertelli,,"€ 1,538","€ 80,000",CM,18,,"Jun 30, 2023",2-yrs,"€ 160,000",Marseille,Ligue 1,2021-2022
22,Cheick Souaré,,"€ 1,538","€ 80,000",CM,18,,"Jun 30, 2023",2-yrs,"€ 160,000",Marseille,Ligue 1,2021-2022
23,Jorès Rahou,,"€ 1,538","€ 80,000",AM,18,,"Jun 30, 2023",2-yrs,"€ 160,000",Marseille,Ligue 1,2021-2022
24,Konrad de la Fuente,,€ 0,€ 0,LW,20,,"Jun 30, 2025",4-yrs,€ 0,Marseille,Ligue 1,2021-2022
25,Bamba Dieng,,€ 0,€ 0,CF,21,,"Jun 30, 2022",1-yr,€ 0,Marseille,Ligue 1,2021-2022
26,Bilal Nadir,,€ 0,€ 0,CM,17,,"Jun 30, 2024",3-yrs,€ 0,Marseille,Ligue 1,2021-2022
27,Esey Gebreyesus,,€ 0,€ 0,RW,17,,"Jun 30, 2022",1-yr,€ 0,Marseille,Ligue 1,2021-2022
28,Ahmadou Dia,,€ 0,€ 0,GK,21,,"Jun 30, 2022",1-yr,€ 0,Marseille,Ligue 1,2021-2022
29,Luan Peres,,€ 0,€ 0,CB,27,,"Jun 30, 2025",4-yrs,€ 0,Marseille,Ligue 1,2021-2022
30,Manuel Nazaretian,,€ 0,€ 0,GK,20,,"Jun 30, 2024",3-yrs,€ 0,Marseille,Ligue 1,2021-2022
31,Paolo Sciortino,,€ 0,€ 0,DM,17,,"Jun 30, 2024",3-yrs,€ 0,Marseille,Ligue 1,2021-2022
32,Salim Ben Seghir,,€ 0,€ 0,RW,18,,"Jun 30, 2024",3-yrs,€ 0,Marseille,Ligue 1,2021-2022
