,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Lionel Messi,,"€ 1,223,846","€ 63,640,000",RW,34,,"Jun 30, 2023",2-yrs,"€ 127,280,000",Psg,Ligue 1,2021-2022
1,Neymar,,"€ 1,083,846","€ 56,360,000",LW,29,,"Jun 30, 2025",4-yrs,"€ 225,440,000",Psg,Ligue 1,2021-2022
2,Kylian Mbappé,,"€ 617,115","€ 32,090,000",CF,22,,"Jun 30, 2022",1-yr,"€ 32,090,000",Psg,Ligue 1,2021-2022
3,Sergio Ramos,,"€ 524,423","€ 27,270,000",CB,35,,"Jun 30, 2023",2-yrs,"€ 54,540,000",Psg,Ligue 1,2021-2022
4,Gianluigi Donnarumma,,"€ 349,615","€ 18,180,000",GK,22,,"Jun 30, 2026",5-yrs,"€ 90,900,000",Psg,Ligue 1,2021-2022
5,Presnel Kimpembe,,"€ 349,615","€ 18,180,000",CB,25,,"Jun 30, 2024",3-yrs,"€ 54,540,000",Psg,Ligue 1,2021-2022
6,Georginio Wijnaldum,,"€ 332,115","€ 17,270,000",CM,30,,"Jun 30, 2024",3-yrs,"€ 51,810,000",Psg,Ligue 1,2021-2022
7,Achraf Hakimi,,"€ 279,808","€ 14,550,000",RB,22,,"Jun 30, 2026",5-yrs,"€ 72,750,000",Psg,Ligue 1,2021-2022
8,Marquinhos,,"€ 276,923","€ 14,400,000",CB,27,,"Jun 30, 2024",3-yrs,"€ 43,200,000",Psg,Ligue 1,2021-2022
9,Marco Verratti,,"€ 276,923","€ 14,400,000",CM,28,,"Jun 30, 2024",3-yrs,"€ 43,200,000",Psg,Ligue 1,2021-2022
10,Ángel Di María,,"€ 253,846","€ 13,200,000",RW,33,,"Jun 30, 2022",1-yr,"€ 13,200,000",Psg,Ligue 1,2021-2022
11,Keylor Navas,,"€ 230,769","€ 12,000,000",GK,34,,"Jun 30, 2024",3-yrs,"€ 36,000,000",Psg,Ligue 1,2021-2022
12,Mauro Icardi,,"€ 184,615","€ 9,600,000",CF,28,,"Jun 30, 2024",3-yrs,"€ 28,800,000",Psg,Ligue 1,2021-2022
13,Leandro Paredes,,"€ 173,077","€ 9,000,000",DM,27,,"Jun 30, 2023",2-yrs,"€ 18,000,000",Psg,Ligue 1,2021-2022
14,Juan Bernat,,"€ 161,538","€ 8,400,000",LB,28,,"Jun 30, 2025",4-yrs,"€ 33,600,000",Psg,Ligue 1,2021-2022
15,Ander Herrera,,"€ 150,000","€ 7,800,000",CM,31,,"Jun 30, 2024",3-yrs,"€ 23,400,000",Psg,Ligue 1,2021-2022
16,Julian Draxler,,"€ 138,462","€ 7,200,000",LW,27,,"Jun 30, 2024",3-yrs,"€ 21,600,000",Psg,Ligue 1,2021-2022
17,Idrissa Gueye,,"€ 115,385","€ 6,000,000",DM,31,,"Jun 30, 2023",2-yrs,"€ 12,000,000",Psg,Ligue 1,2021-2022
18,Abdou Diallo,,"€ 103,846","€ 5,400,000",CB,25,,"Jun 30, 2024",3-yrs,"€ 16,200,000",Psg,Ligue 1,2021-2022
19,Layvin Kurzawa,,"€ 103,846","€ 5,400,000",LB,28,,"Jun 30, 2024",3-yrs,"€ 16,200,000",Psg,Ligue 1,2021-2022
20,Pablo Sarabia,,"€ 103,846","€ 5,400,000",RW,29,,"Jun 30, 2024",3-yrs,"€ 16,200,000",Psg,Ligue 1,2021-2022
21,Thilo Kehrer,,"€ 94,615","€ 4,920,000",CB,24,,"Jun 30, 2023",2-yrs,"€ 9,840,000",Psg,Ligue 1,2021-2022
22,Alphonse Areola,,"€ 64,038","€ 3,330,000",GK,28,,"Jun 30, 2023",2-yrs,"€ 6,660,000",Psg,Ligue 1,2021-2022
23,Rafinha,,"€ 62,500","€ 3,250,000",CM,28,,"Jun 30, 2023",2-yrs,"€ 6,500,000",Psg,Ligue 1,2021-2022
24,Sergio Rico,,"€ 39,423","€ 2,050,000",GK,27,,"Jun 30, 2024",3-yrs,"€ 6,150,000",Psg,Ligue 1,2021-2022
25,Danilo Pereira,,"€ 30,192","€ 1,570,000",DM,29,,"Jun 30, 2025",4-yrs,"€ 6,280,000",Psg,Ligue 1,2021-2022
26,Colin Dagba,,"€ 11,346","€ 590,000",RB,22,,"Jun 30, 2024",3-yrs,"€ 1,770,000",Psg,Ligue 1,2021-2022
27,Alexandre Letellier,,"€ 10,962","€ 570,000",GK,30,,"Jun 30, 2022",1-yr,"€ 570,000",Psg,Ligue 1,2021-2022
28,Timothée Pembélé,,"€ 8,269","€ 430,000",CB,18,,"Jun 30, 2024",3-yrs,"€ 1,290,000",Psg,Ligue 1,2021-2022
29,Denis Franchi,,"€ 7,115","€ 370,000",GK,18,,"Jun 30, 2023",2-yrs,"€ 740,000",Psg,Ligue 1,2021-2022
30,Bandiougou Fadiga,,"€ 6,346","€ 330,000",AM,20,,"Jun 30, 2022",1-yr,"€ 330,000",Psg,Ligue 1,2021-2022
31,Marcin Bulka,,"€ 2,115","€ 110,000",GK,21,,"Jun 30, 2025",4-yrs,"€ 440,000",Psg,Ligue 1,2021-2022
32,Arnaud Kalimuendo,,"€ 1,154","€ 60,000",CF,19,,"Jun 30, 2024",3-yrs,"€ 180,000",Psg,Ligue 1,2021-2022
33,Garissone Innocent,,€ 962,"€ 50,000",GK,21,,"Jun 30, 2023",2-yrs,"€ 100,000",Psg,Ligue 1,2021-2022
34,Éric Ebimbe,,€ 962,"€ 50,000",RW,20,,"Jun 30, 2023",2-yrs,"€ 100,000",Psg,Ligue 1,2021-2022
35,Xavi Simons,,€ 0,€ 0,CM,18,,"Jun 30, 2022",1-yr,€ 0,Psg,Ligue 1,2021-2022
36,Edouard Michut,,€ 0,€ 0,AM,18,,"Jun 30, 2025",4-yrs,€ 0,Psg,Ligue 1,2021-2022
37,El Chadaille Bitshiabu,,€ 0,€ 0,CB,16,,"Jun 30, 2023",2-yrs,€ 0,Psg,Ligue 1,2021-2022
38,Ismaël Gharbi,,€ 0,€ 0,AM,17,,"Jun 30, 2022",1-yr,€ 0,Psg,Ligue 1,2021-2022
39,Kenny Nagera,,€ 0,€ 0,CF,19,,"Jun 30, 2025",4-yrs,€ 0,Psg,Ligue 1,2021-2022
