,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Opa Nguette,,"€ 16,154","€ 840,000",LW,27,,"Jun 30, 2022",1-yr,"€ 840,000",Metz,Ligue 1,2021-2022
1,Vincent Pajot,,"€ 16,154","€ 840,000",DM,30,,"Jun 30, 2022",1-yr,"€ 840,000",Metz,Ligue 1,2021-2022
2,Dylan Bronn,,"€ 16,154","€ 840,000",CB,26,,"Jun 30, 2024",3-yrs,"€ 2,520,000",Metz,Ligue 1,2021-2022
3,Farid Boulaya,,"€ 13,462","€ 700,000",RW,28,,"Jun 30, 2022",1-yr,"€ 700,000",Metz,Ligue 1,2021-2022
4,Vagner,,"€ 9,615","€ 500,000",RW,25,,"Jun 30, 2024",3-yrs,"€ 1,500,000",Metz,Ligue 1,2021-2022
5,Habib Maïga,,"€ 8,654","€ 450,000",DM,25,,"Jun 30, 2024",3-yrs,"€ 1,350,000",Metz,Ligue 1,2021-2022
6,Thierry Ambrose,,"€ 7,500","€ 390,000",CF,24,,"Jun 30, 2023",2-yrs,"€ 780,000",Metz,Ligue 1,2021-2022
7,Kévin N'Doram,,"€ 7,500","€ 390,000",DM,25,,"Jun 30, 2024",3-yrs,"€ 1,170,000",Metz,Ligue 1,2021-2022
8,Alexandre Oukidja,,"€ 5,577","€ 290,000",GK,33,,"Jun 30, 2023",2-yrs,"€ 580,000",Metz,Ligue 1,2021-2022
9,Thomas Delaine,,"€ 5,385","€ 280,000",LB,29,,"Jun 30, 2022",1-yr,"€ 280,000",Metz,Ligue 1,2021-2022
10,Kiki Kouyaté,,"€ 4,615","€ 240,000",CB,24,,"Jun 30, 2024",3-yrs,"€ 720,000",Metz,Ligue 1,2021-2022
11,Fabien Centonze,,"€ 4,038","€ 210,000",RB,25,,"Jun 30, 2024",3-yrs,"€ 630,000",Metz,Ligue 1,2021-2022
12,Mamadou Fofana,,"€ 3,846","€ 200,000",DM,23,,"Jun 30, 2024",3-yrs,"€ 600,000",Metz,Ligue 1,2021-2022
13,Lamine Gueye,,"€ 3,846","€ 200,000",RW,23,,"Jun 30, 2024",3-yrs,"€ 600,000",Metz,Ligue 1,2021-2022
14,Manuel Cabit,,"€ 3,654","€ 190,000",LB,28,,"Jun 30, 2022",1-yr,"€ 190,000",Metz,Ligue 1,2021-2022
15,Pape Sarr,,"€ 3,462","€ 180,000",DM,18,,"Jun 30, 2025",4-yrs,"€ 720,000",Metz,Ligue 1,2021-2022
16,Marc-Aurèle Caillard,,"€ 3,462","€ 180,000",GK,27,,"Jun 30, 2022",1-yr,"€ 180,000",Metz,Ligue 1,2021-2022
17,Ibrahima Niane,,"€ 3,077","€ 160,000",CF,22,,"Jun 30, 2024",3-yrs,"€ 480,000",Metz,Ligue 1,2021-2022
18,Warren Tchimbembé,,"€ 2,885","€ 150,000",RM,23,,"Jun 30, 2024",3-yrs,"€ 450,000",Metz,Ligue 1,2021-2022
19,Ernest Boahene,,"€ 2,885","€ 150,000",RB,21,,"Jun 30, 2022",1-yr,"€ 150,000",Metz,Ligue 1,2021-2022
20,Matthieu Udol,,"€ 1,346","€ 70,000",LB,25,,"Jun 30, 2024",3-yrs,"€ 210,000",Metz,Ligue 1,2021-2022
21,Cheikh Sabaly,,"€ 1,154","€ 60,000",LW,22,,"Jun 30, 2022",1-yr,"€ 60,000",Metz,Ligue 1,2021-2022
22,Papa Ndiaga Yade,,€ 962,"€ 50,000",SS,21,,"Jun 30, 2024",3-yrs,"€ 150,000",Metz,Ligue 1,2021-2022
23,Boubacar Traoré,,€ 577,"€ 30,000",CM,19,,"Jun 30, 2024",3-yrs,"€ 90,000",Metz,Ligue 1,2021-2022
24,Lenny Lacroix,,€ 385,"€ 20,000",CB,18,,"Jun 30, 2023",2-yrs,"€ 40,000",Metz,Ligue 1,2021-2022
25,Amine Bassi,,€ 0,€ 0,AM,23,,"Jun 30, 2025",4-yrs,€ 0,Metz,Ligue 1,2021-2022
26,Lenny Joseph,,€ 0,€ 0,CF,20,,"Jun 30, 2024",3-yrs,€ 0,Metz,Ligue 1,2021-2022
27,Georges Mikautadze,,€ 0,€ 0,CF,20,,"Jun 30, 2025",4-yrs,€ 0,Metz,Ligue 1,2021-2022
