,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Mario Lemina,,"€ 157,308","€ 8,180,000",DM,27,,"Jun 30, 2024",3-yrs,"€ 24,540,000",Nice,Ligue 1,2021-2022
1,Kasper Dolberg,,"€ 57,692","€ 3,000,000",CF,23,,"Jun 30, 2024",3-yrs,"€ 9,000,000",Nice,Ligue 1,2021-2022
2,Youcef Atal,,"€ 34,615","€ 1,800,000",RB,25,,"Jun 30, 2023",2-yrs,"€ 3,600,000",Nice,Ligue 1,2021-2022
3,Morgan Schneiderlin,,"€ 29,615","€ 1,540,000",DM,31,,"Jun 30, 2022",1-yr,"€ 1,540,000",Nice,Ligue 1,2021-2022
4,Dante,,"€ 28,846","€ 1,500,000",CB,37,,"Jun 30, 2022",1-yr,"€ 1,500,000",Nice,Ligue 1,2021-2022
5,Myziane Maolida,,"€ 23,269","€ 1,210,000",CF,22,,"Jun 30, 2023",2-yrs,"€ 2,420,000",Nice,Ligue 1,2021-2022
6,Alexis Claude-Maurice,,"€ 23,077","€ 1,200,000",AM,23,,"Jun 30, 2024",3-yrs,"€ 3,600,000",Nice,Ligue 1,2021-2022
7,Stanley Nsoki,,"€ 22,500","€ 1,170,000",LB,22,,"Jun 30, 2023",2-yrs,"€ 2,340,000",Nice,Ligue 1,2021-2022
8,Walter Benítez,,"€ 19,808","€ 1,030,000",GK,28,,"Jun 30, 2023",2-yrs,"€ 2,060,000",Nice,Ligue 1,2021-2022
9,Jean-Clair Todibo,,"€ 15,000","€ 780,000",CB,21,,"Jun 30, 2026",5-yrs,"€ 3,900,000",Nice,Ligue 1,2021-2022
10,Jordan Lotomba,,"€ 14,615","€ 760,000",RB,22,,"Jun 30, 2025",4-yrs,"€ 3,040,000",Nice,Ligue 1,2021-2022
11,Robson Bambu,,"€ 12,692","€ 660,000",CB,23,,"Jun 30, 2025",4-yrs,"€ 2,640,000",Nice,Ligue 1,2021-2022
12,Amine Gouiri,,"€ 8,077","€ 420,000",CF,21,,"Jun 30, 2024",3-yrs,"€ 1,260,000",Nice,Ligue 1,2021-2022
13,Hassane Kamara,,"€ 8,077","€ 420,000",LB,27,,"Jun 30, 2024",3-yrs,"€ 1,260,000",Nice,Ligue 1,2021-2022
14,Hicham Boudaoui,,"€ 5,577","€ 290,000",CM,21,,"Jun 30, 2023",2-yrs,"€ 580,000",Nice,Ligue 1,2021-2022
15,Dan Ndoye,,"€ 3,846","€ 200,000",RW,20,,"Jun 30, 2024",3-yrs,"€ 600,000",Nice,Ligue 1,2021-2022
16,Deji Sotona,,"€ 3,654","€ 190,000",LW,18,,"Jun 30, 2023",2-yrs,"€ 380,000",Nice,Ligue 1,2021-2022
17,Ihsan Sacko,,"€ 2,500","€ 130,000",AM,24,,"Jun 30, 2022",1-yr,"€ 130,000",Nice,Ligue 1,2021-2022
18,Alexis Trouillet,,"€ 1,154","€ 60,000",CM,20,,"Jun 30, 2024",3-yrs,"€ 180,000",Nice,Ligue 1,2021-2022
19,Flavius Daniliuc,,€ 769,"€ 40,000",CB,20,,"Jun 30, 2024",3-yrs,"€ 120,000",Nice,Ligue 1,2021-2022
20,Khéphren Thuram,,€ 577,"€ 30,000",DM,20,,"Jun 30, 2022",1-yr,"€ 30,000",Nice,Ligue 1,2021-2022
21,Teddy Boulhendi,,€ 385,"€ 20,000",GK,20,,"Jun 30, 2022",1-yr,"€ 20,000",Nice,Ligue 1,2021-2022
22,Lucas Da Cunha,,€ 0,€ 0,LW,20,,"Jun 30, 2022",1-yr,€ 0,Nice,Ligue 1,2021-2022
23,Calvin Stengs,,€ 0,€ 0,RW,22,,"Jun 30, 2026",5-yrs,€ 0,Nice,Ligue 1,2021-2022
24,Evann Guessand,,€ 0,€ 0,CF,20,,"Jun 30, 2023",2-yrs,€ 0,Nice,Ligue 1,2021-2022
25,Melvin Bard,,€ 0,€ 0,LB,20,,"Jun 30, 2022",1-yr,€ 0,Nice,Ligue 1,2021-2022
26,Pedro Brazão,,€ 0,€ 0,AM,18,,"Jun 30, 2022",1-yr,€ 0,Nice,Ligue 1,2021-2022
