,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Andre Gray,"£ 70,000","£ 3,640,000","£ 3,640,000",F,28,England,Watford,Premier League,2019-2020
1,Danny Welbeck,"£ 70,000","£ 3,640,000","£ 3,640,000",F,29,England,Watford,Premier League,2019-2020
2,Ismaïla Sarr,"£ 70,000","£ 3,640,000","£ 3,640,000",F,21,Senegal,Watford,Premier League,2019-2020
3,Abdoulaye Doucouré,"£ 70,000","£ 3,640,000","£ 3,640,000",M,27,France,Watford,Premier League,2019-2020
4,Troy Deeney,"£ 65,000","£ 3,380,000","£ 3,380,000",F,31,England,Watford,Premier League,2019-2020
5,Gerard Deulofeu,"£ 60,000","£ 3,120,000","£ 3,120,000",F,25,Spain,Watford,Premier League,2019-2020
6,Tom Cleverley,"£ 50,000","£ 2,600,000","£ 2,600,000",M,30,England,Watford,Premier League,2019-2020
7,Roberto Pereyra,"£ 45,000","£ 2,340,000","£ 2,340,000",F,29,Argentina,Watford,Premier League,2019-2020
8,Sebastian Prödl,"£ 45,000","£ 2,340,000","£ 2,340,000",D,32,Austria,Watford,Premier League,2019-2020
9,Daryl Janmaat,"£ 45,000","£ 2,340,000","£ 2,340,000",D,30,Netherlands,Watford,Premier League,2019-2020
10,Craig Dawson,"£ 42,500","£ 2,210,000","£ 2,210,000",D,29,England,Watford,Premier League,2019-2020
11,Étienne Capoue,"£ 40,000","£ 2,080,000","£ 2,080,000",M,31,France,Watford,Premier League,2019-2020
12,Nathaniel Chalobah,"£ 35,000","£ 1,820,000","£ 1,820,000",M,25,England,Watford,Premier League,2019-2020
13,Will Hughes,"£ 30,000","£ 1,560,000","£ 1,560,000",M,24,England,Watford,Premier League,2019-2020
14,Ben Foster,"£ 30,000","£ 1,560,000","£ 1,560,000",K,36,England,Watford,Premier League,2019-2020
15,Christian Kabasele,"£ 30,000","£ 1,560,000","£ 1,560,000",D,28,Belgium,Watford,Premier League,2019-2020
16,Ignacio Pussetto,"£ 30,000","£ 1,560,000","£ 1,560,000",F,24,Argentina,Watford,Premier League,2019-2020
17,Isaac Success,"£ 30,000","£ 1,560,000","£ 1,560,000",F,24,Nigeria,Watford,Premier League,2019-2020
18,José Holebas,"£ 30,000","£ 1,560,000","£ 1,560,000",D,35,Greece,Watford,Premier League,2019-2020
19,Adam Masina,"£ 28,077","£ 1,460,000","£ 1,460,000",D,26,Italy,Watford,Premier League,2019-2020
20,Craig Cathcart,"£ 23,077","£ 1,200,000","£ 1,200,000",D,30,Northern Ireland,Watford,Premier League,2019-2020
21,João Pedro,"£ 23,077","£ 1,200,000","£ 1,200,000",F,18,Brazil,Watford,Premier League,2019-2020
22,Dimitri Foulquier,"£ 20,000","£ 1,040,000","£ 1,040,000",D,26,Guadeloupe,Watford,Premier League,2019-2020
23,Kiko Femenía,"£ 20,000","£ 1,040,000","£ 1,040,000",D,29,Spain,Watford,Premier League,2019-2020
24,Marvin Zeegelaar,"£ 20,000","£ 1,040,000","£ 1,040,000",D,29,Netherlands,Watford,Premier League,2019-2020
25,Adalberto Peñaranda,"£ 18,077","£ 940,000","£ 940,000",F,22,Venezuela,Watford,Premier League,2019-2020
26,Heurelho Gomes,"£ 17,500","£ 910,000","£ 910,000",K,38,Brazil,Watford,Premier League,2019-2020
27,Adrian Mariappa,"£ 15,000","£ 780,000","£ 780,000",D,33,Jamaica,Watford,Premier League,2019-2020
28,Filip Stuparevic,"£ 15,000","£ 780,000","£ 780,000",F,19,Serbia,Watford,Premier League,2019-2020
29,Domingos Quina,"£ 8,077","£ 420,000","£ 420,000",M,20,Portugal,Watford,Premier League,2019-2020
30,Tom Dele-Bashiru,"£ 5,000","£ 260,000","£ 260,000",M,20,Nigeria,Watford,Premier League,2019-2020
31,Pontus Dahlberg,"£ 3,077","£ 160,000","£ 160,000",K,20,Sweden,Watford,Premier League,2019-2020
32,Jorge Segura,"£ 3,077","£ 160,000","£ 160,000",D,23,Colombia,Watford,Premier League,2019-2020
33,Daniel Bachmann,"£ 2,500","£ 130,000","£ 130,000",K,25,Austria,Watford,Premier League,2019-2020
