,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Mesut Özil,"£ 350,000","£ 18,200,000","£ 18,200,000",F,31,Germany,Arsenal,Premier League,2019-2020
1,Pierre-Emerick Aubameyang,"£ 250,000","£ 13,000,000","£ 13,000,000",F,30,Gabon,Arsenal,Premier League,2019-2020
2,Alexandre Lacazette,"£ 182,115","£ 9,470,000","£ 9,470,000",F,28,France,Arsenal,Premier League,2019-2020
3,Héctor Bellerín,"£ 110,000","£ 5,720,000","£ 5,720,000",D,24,Spain,Arsenal,Premier League,2019-2020
4,David Luiz,"£ 100,962","£ 5,250,000","£ 5,250,000",D,32,Brazil,Arsenal,Premier League,2019-2020
5,Sead Kolasinac,"£ 100,000","£ 5,200,000","£ 5,200,000",D,26,Bosnia-Herzegovina,Arsenal,Premier League,2019-2020
6,Granit Xhaka,"£ 100,000","£ 5,200,000","£ 5,200,000",M,27,Switzerland,Arsenal,Premier League,2019-2020
7,Nicolas Pépé,"£ 100,000","£ 5,200,000","£ 5,200,000",F,24,Cote d'Ivoire,Arsenal,Premier League,2019-2020
8,Bernd Leno,"£ 100,000","£ 5,200,000","£ 5,200,000",K,27,Germany,Arsenal,Premier League,2019-2020
9,Sokratis,"£ 91,923","£ 4,780,000","£ 4,780,000",D,31,Greece,Arsenal,Premier League,2019-2020
10,Shkodran Mustafi,"£ 90,000","£ 4,680,000","£ 4,680,000",D,27,Germany,Arsenal,Premier League,2019-2020
11,Gabriel Martinelli,"£ 90,000","£ 4,680,000","£ 4,680,000",F,18,Brazil,Arsenal,Premier League,2019-2020
12,Kieran Tierney,"£ 80,769","£ 4,200,000","£ 4,200,000",D,22,Scotland,Arsenal,Premier League,2019-2020
13,Lucas Torreira,"£ 75,000","£ 3,900,000","£ 3,900,000",M,23,Uruguay,Arsenal,Premier League,2019-2020
14,Cédric Soares,"£ 65,000","£ 3,380,000","£ 3,380,000",D,28,Portugal,Arsenal,Premier League,2019-2020
15,Dani Ceballos,"£ 51,923","£ 2,700,000","£ 2,700,000",M,23,Spain,Arsenal,Premier League,2019-2020
16,Calum Chambers,"£ 50,000","£ 2,600,000","£ 2,600,000",D,25,England,Arsenal,Premier League,2019-2020
17,Mattéo Guendouzi,"£ 40,000","£ 2,080,000","£ 2,080,000",M,20,France,Arsenal,Premier League,2019-2020
18,Ainsley Maitland-Niles,"£ 35,000","£ 1,820,000","£ 1,820,000",M,22,England,Arsenal,Premier League,2019-2020
19,Rob Holding,"£ 25,000","£ 1,300,000","£ 1,300,000",D,24,England,Arsenal,Premier League,2019-2020
20,Emiliano Martínez,"£ 20,000","£ 1,040,000","£ 1,040,000",K,27,Argentina,Arsenal,Premier League,2019-2020
21,Joe Willock,"£ 20,000","£ 1,040,000","£ 1,040,000",M,20,England,Arsenal,Premier League,2019-2020
22,Pablo Marí,"£ 16,923","£ 880,000","£ 880,000",D,26,Spain,Arsenal,Premier League,2019-2020
23,Eddie Nketiah,"£ 15,000","£ 780,000","£ 780,000",F,20,England,Arsenal,Premier League,2019-2020
24,Reiss Nelson,"£ 15,000","£ 780,000","£ 780,000",F,20,England,Arsenal,Premier League,2019-2020
25,Matt Macey,"£ 10,000","£ 520,000","£ 520,000",K,25,England,Arsenal,Premier League,2019-2020
26,Bukayo Saka,"£ 10,000","£ 520,000","£ 520,000",M,18,England,Arsenal,Premier League,2019-2020
27,Konstantinos Mavropanos,"£ 6,923","£ 360,000","£ 360,000",D,21,Greece,Arsenal,Premier League,2019-2020
