,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,David de Gea,"£ 375,000","£ 19,500,000","£ 19,500,000",K,29,Spain,Manchester United,Premier League,2019-2020
1,Paul Pogba,"£ 290,000","£ 15,080,000","£ 15,080,000",M,26,France,Manchester United,Premier League,2019-2020
2,Anthony Martial,"£ 250,000","£ 13,000,000","£ 13,000,000",F,24,France,Manchester United,Premier League,2019-2020
3,Marcus Rashford,"£ 200,000","£ 10,400,000","£ 10,400,000",F,22,England,Manchester United,Premier League,2019-2020
4,Harry Maguire,"£ 190,000","£ 9,880,000","£ 9,880,000",D,26,England,Manchester United,Premier League,2019-2020
5,Bruno Fernandes,"£ 180,000","£ 9,360,000","£ 9,360,000",F,25,Portugal,Manchester United,Premier League,2019-2020
6,Juan Mata,"£ 160,000","£ 8,320,000","£ 8,320,000",F,31,Spain,Manchester United,Premier League,2019-2020
7,Luke Shaw,"£ 150,000","£ 7,800,000","£ 7,800,000",D,24,England,Manchester United,Premier League,2019-2020
8,Victor Lindelöf,"£ 120,000","£ 6,240,000","£ 6,240,000",D,25,Sweden,Manchester United,Premier League,2019-2020
9,Ashley Young,"£ 120,000","£ 6,240,000","£ 6,240,000",D,34,England,Manchester United,Premier League,2019-2020
10,Fred,"£ 120,000","£ 6,240,000","£ 6,240,000",M,26,Brazil,Manchester United,Premier League,2019-2020
11,Nemanja Matic,"£ 120,000","£ 6,240,000","£ 6,240,000",M,31,Serbia,Manchester United,Premier League,2019-2020
12,Marcos Rojo,"£ 110,000","£ 5,720,000","£ 5,720,000",D,29,Argentina,Manchester United,Premier League,2019-2020
13,Odion Ighalo,"£ 99,038","£ 5,150,000","£ 5,150,000",F,30,Nigeria,Manchester United,Premier League,2019-2020
14,Aaron Wan-Bissaka,"£ 90,000","£ 4,680,000","£ 4,680,000",D,22,England,Manchester United,Premier League,2019-2020
15,Eric Bailly,"£ 80,000","£ 4,160,000","£ 4,160,000",D,25,Cote d'Ivoire,Manchester United,Premier League,2019-2020
16,Jesse Lingard,"£ 75,000","£ 3,900,000","£ 3,900,000",F,27,England,Manchester United,Premier League,2019-2020
17,Phil Jones,"£ 75,000","£ 3,900,000","£ 3,900,000",D,27,England,Manchester United,Premier League,2019-2020
18,Sergio Romero,"£ 70,000","£ 3,640,000","£ 3,640,000",K,32,Argentina,Manchester United,Premier League,2019-2020
19,Brandon Williams,"£ 65,000","£ 3,380,000","£ 3,380,000",D,19,England,Manchester United,Premier League,2019-2020
20,Axel Tuanzebe,"£ 50,000","£ 2,600,000","£ 2,600,000",D,22,England,Manchester United,Premier League,2019-2020
21,Daniel James,"£ 45,000","£ 2,340,000","£ 2,340,000",F,22,Wales,Manchester United,Premier League,2019-2020
22,Andreas Pereira,"£ 30,000","£ 1,560,000","£ 1,560,000",F,24,Brazil,Manchester United,Premier League,2019-2020
23,Lee Grant,"£ 30,000","£ 1,560,000","£ 1,560,000",K,37,England,Manchester United,Premier League,2019-2020
24,Mason Greenwood,"£ 27,500","£ 1,430,000","£ 1,430,000",F,18,England,Manchester United,Premier League,2019-2020
25,Diogo Dalot,"£ 25,000","£ 1,300,000","£ 1,300,000",D,20,Portugal,Manchester United,Premier League,2019-2020
26,Scott McTominay,"£ 20,000","£ 1,040,000","£ 1,040,000",M,23,Scotland,Manchester United,Premier League,2019-2020
27,Timothy Fosu-Mensah,"£ 15,000","£ 780,000","£ 780,000",D,22,Netherlands,Manchester United,Premier League,2019-2020
