,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Christian Pulisic,"£ 158,654","£ 8,250,000","£ 8,250,000",F,21,United States,Chelsea,Premier League,2019-2020
1,Kepa,"£ 150,000","£ 7,800,000","£ 7,800,000",K,25,Spain,Chelsea,Premier League,2019-2020
2,César Azpilicueta,"£ 145,000","£ 7,540,000","£ 7,540,000",D,30,Spain,Chelsea,Premier League,2019-2020
3,N'Golo Kanté,"£ 144,231","£ 7,500,000","£ 7,500,000",M,28,France,Chelsea,Premier League,2019-2020
4,Willian,"£ 138,462","£ 7,200,000","£ 7,200,000",F,31,Brazil,Chelsea,Premier League,2019-2020
5,Callum Hudson-Odoi,"£ 120,000","£ 6,240,000","£ 6,240,000",F,19,England,Chelsea,Premier League,2019-2020
6,Olivier Giroud,"£ 110,000","£ 5,720,000","£ 5,720,000",F,33,France,Chelsea,Premier League,2019-2020
7,Jorginho,"£ 110,000","£ 5,720,000","£ 5,720,000",M,28,Italy,Chelsea,Premier League,2019-2020
8,Mateo Kovacic,"£ 100,000","£ 5,200,000","£ 5,200,000",M,25,Croatia,Chelsea,Premier League,2019-2020
9,Antonio Rüdiger,"£ 100,000","£ 5,200,000","£ 5,200,000",D,26,Germany,Chelsea,Premier League,2019-2020
10,Reece James,"£ 100,000","£ 5,200,000","£ 5,200,000",D,20,England,Chelsea,Premier League,2019-2020
11,Marcos Alonso,"£ 100,000","£ 5,200,000","£ 5,200,000",D,29,Spain,Chelsea,Premier League,2019-2020
12,Ross Barkley,"£ 96,154","£ 5,000,000","£ 5,000,000",M,26,England,Chelsea,Premier League,2019-2020
13,Michy Batshuayi,"£ 90,000","£ 4,680,000","£ 4,680,000",F,26,Belgium,Chelsea,Premier League,2019-2020
14,Mason Mount,"£ 88,462","£ 4,600,000","£ 4,600,000",F,21,England,Chelsea,Premier League,2019-2020
15,Andreas Christensen,"£ 80,000","£ 4,160,000","£ 4,160,000",D,23,Denmark,Chelsea,Premier League,2019-2020
16,Emerson,"£ 75,000","£ 3,900,000","£ 3,900,000",D,25,Italy,Chelsea,Premier League,2019-2020
17,Ruben Loftus-Cheek,"£ 60,000","£ 3,120,000","£ 3,120,000",M,24,England,Chelsea,Premier League,2019-2020
18,Pedro,"£ 57,692","£ 3,000,000","£ 3,000,000",F,32,Spain,Chelsea,Premier League,2019-2020
19,Tammy Abraham,"£ 57,692","£ 3,000,000","£ 3,000,000",F,22,England,Chelsea,Premier League,2019-2020
20,Marco van Ginkel,"£ 52,885","£ 2,750,000","£ 2,750,000",M,27,Netherlands,Chelsea,Premier League,2019-2020
21,Lewis Baker,"£ 43,269","£ 2,250,000","£ 2,250,000",M,24,England,Chelsea,Premier League,2019-2020
22,Kurt Zouma,"£ 40,000","£ 2,080,000","£ 2,080,000",D,25,France,Chelsea,Premier League,2019-2020
23,Willy Caballero,"£ 35,000","£ 1,820,000","£ 1,820,000",K,38,Argentina,Chelsea,Premier League,2019-2020
24,Michael Hector,"£ 16,923","£ 880,000","£ 880,000",D,27,Jamaica,Chelsea,Premier League,2019-2020
25,Fikayo Tomori,"£ 14,423","£ 750,000","£ 750,000",D,22,England,Chelsea,Premier League,2019-2020
26,Danilo Pantic,"£ 10,000","£ 520,000","£ 520,000",M,23,Serbia,Chelsea,Premier League,2019-2020
27,Jamie Cumming,"£ 2,115","£ 110,000","£ 110,000",K,20,England,Chelsea,Premier League,2019-2020
