,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Callum Wilson,"£ 60,000","£ 3,120,000","£ 3,120,000",F,27,England,Bournemouth,Premier League,2019-2020
1,Jefferson Lerma,"£ 50,000","£ 2,600,000","£ 2,600,000",M,25,Colombia,Bournemouth,Premier League,2019-2020
2,Steve Cook,"£ 45,000","£ 2,340,000","£ 2,340,000",D,28,England,Bournemouth,Premier League,2019-2020
3,Joshua King,"£ 45,000","£ 2,340,000","£ 2,340,000",F,28,Norway,Bournemouth,Premier League,2019-2020
4,Nathan Aké,"£ 40,000","£ 2,080,000","£ 2,080,000",D,24,Netherlands,Bournemouth,Premier League,2019-2020
5,Artur Boruc,"£ 40,000","£ 2,080,000","£ 2,080,000",K,39,Poland,Bournemouth,Premier League,2019-2020
6,Jordon Ibe,"£ 38,077","£ 1,980,000","£ 1,980,000",F,24,England,Bournemouth,Premier League,2019-2020
7,Arnaut Danjuma,"£ 37,500","£ 1,950,000","£ 1,950,000",F,23,Netherlands,Bournemouth,Premier League,2019-2020
8,Dan Gosling,"£ 35,000","£ 1,820,000","£ 1,820,000",M,30,England,Bournemouth,Premier League,2019-2020
9,Ryan Fraser,"£ 35,000","£ 1,820,000","£ 1,820,000",F,25,Scotland,Bournemouth,Premier League,2019-2020
10,Adam Smith,"£ 35,000","£ 1,820,000","£ 1,820,000",D,28,England,Bournemouth,Premier League,2019-2020
11,Lewis Cook,"£ 35,000","£ 1,820,000","£ 1,820,000",M,23,England,Bournemouth,Premier League,2019-2020
12,Junior Stanislas,"£ 35,000","£ 1,820,000","£ 1,820,000",F,30,England,Bournemouth,Premier League,2019-2020
13,Charlie Daniels,"£ 35,000","£ 1,820,000","£ 1,820,000",D,33,England,Bournemouth,Premier League,2019-2020
14,Andrew Surman,"£ 35,000","£ 1,820,000","£ 1,820,000",M,33,England,Bournemouth,Premier League,2019-2020
15,Jack Stacey,"£ 31,346","£ 1,630,000","£ 1,630,000",D,23,England,Bournemouth,Premier League,2019-2020
16,Simon Francis,"£ 30,000","£ 1,560,000","£ 1,560,000",D,34,England,Bournemouth,Premier League,2019-2020
17,Lloyd Kelly,"£ 30,000","£ 1,560,000","£ 1,560,000",D,21,England,Bournemouth,Premier League,2019-2020
18,Dominic Solanke,"£ 25,000","£ 1,300,000","£ 1,300,000",F,22,England,Bournemouth,Premier League,2019-2020
19,David Brooks,"£ 20,000","£ 1,040,000","£ 1,040,000",F,22,Wales,Bournemouth,Premier League,2019-2020
20,Diego Rico,"£ 19,231","£ 1,000,000","£ 1,000,000",D,26,Spain,Bournemouth,Premier League,2019-2020
21,Philip Billing,"£ 15,000","£ 780,000","£ 780,000",M,23,Denmark,Bournemouth,Premier League,2019-2020
22,Harry Wilson,"£ 11,923","£ 620,000","£ 620,000",F,22,Wales,Bournemouth,Premier League,2019-2020
23,Chris Mepham,"£ 11,731","£ 610,000","£ 610,000",D,22,Wales,Bournemouth,Premier League,2019-2020
24,Sam Surridge,"£ 5,385","£ 280,000","£ 280,000",F,21,England,Bournemouth,Premier League,2019-2020
25,Mark Travers,"£ 5,000","£ 260,000","£ 260,000",K,20,Ireland,Bournemouth,Premier League,2019-2020
26,Aaron Ramsdale,"£ 3,077","£ 160,000","£ 160,000",K,21,England,Bournemouth,Premier League,2019-2020
27,Kyle Taylor,"£ 3,077","£ 160,000","£ 160,000",M,20,England,Bournemouth,Premier League,2019-2020
28,Jack Simpson,"£ 3,077","£ 160,000","£ 160,000",D,23,England,Bournemouth,Premier League,2019-2020
