,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,João Moutinho,"£ 100,000","£ 5,200,000","£ 5,200,000",M,33,Portugal,Wolverhampton,Premier League,2019-2020
1,Rui Patrício,"£ 100,000","£ 5,200,000","£ 5,200,000",K,31,Portugal,Wolverhampton,Premier League,2019-2020
2,Leander Dendoncker,"£ 90,000","£ 4,680,000","£ 4,680,000",M,24,Belgium,Wolverhampton,Premier League,2019-2020
3,Jonny Otto,"£ 75,000","£ 3,900,000","£ 3,900,000",D,25,Spain,Wolverhampton,Premier League,2019-2020
4,Patrick Cutrone,"£ 62,885","£ 3,270,000","£ 3,270,000",F,21,Italy,Wolverhampton,Premier League,2019-2020
5,Daniel Podence,"£ 60,000","£ 3,120,000","£ 3,120,000",F,24,Portugal,Wolverhampton,Premier League,2019-2020
6,Conor Coady,"£ 55,000","£ 2,860,000","£ 2,860,000",D,26,England,Wolverhampton,Premier League,2019-2020
7,Willy Boly,"£ 55,000","£ 2,860,000","£ 2,860,000",D,29,France,Wolverhampton,Premier League,2019-2020
8,Pedro Neto,"£ 50,000","£ 2,600,000","£ 2,600,000",F,19,Portugal,Wolverhampton,Premier League,2019-2020
9,Rúben Neves,"£ 50,000","£ 2,600,000","£ 2,600,000",M,22,Portugal,Wolverhampton,Premier League,2019-2020
10,Diogo Jota,"£ 45,000","£ 2,340,000","£ 2,340,000",F,23,Portugal,Wolverhampton,Premier League,2019-2020
11,Adama Traoré,"£ 43,077","£ 2,240,000","£ 2,240,000",F,24,Spain,Wolverhampton,Premier League,2019-2020
12,Raúl Jiménez,"£ 41,154","£ 2,140,000","£ 2,140,000",F,28,Mexico,Wolverhampton,Premier League,2019-2020
13,Jesús Vallejo,"£ 33,077","£ 1,720,000","£ 1,720,000",D,22,Spain,Wolverhampton,Premier League,2019-2020
14,John Ruddy,"£ 32,500","£ 1,690,000","£ 1,690,000",K,33,England,Wolverhampton,Premier League,2019-2020
15,Rúben Vinagre,"£ 30,000","£ 1,560,000","£ 1,560,000",D,20,Portugal,Wolverhampton,Premier League,2019-2020
16,Romain Saïss,"£ 21,923","£ 1,140,000","£ 1,140,000",M,29,Morocco,Wolverhampton,Premier League,2019-2020
17,Ryan Bennett,"£ 20,000","£ 1,040,000","£ 1,040,000",D,29,England,Wolverhampton,Premier League,2019-2020
18,Leonardo Campana,"£ 20,000","£ 1,040,000","£ 1,040,000",F,19,Ecuador,Wolverhampton,Premier League,2019-2020
19,Bruno Jordão,"£ 17,500","£ 910,000","£ 910,000",M,21,Portugal,Wolverhampton,Premier League,2019-2020
20,Matt Doherty,"£ 10,000","£ 520,000","£ 520,000",D,28,Ireland,Wolverhampton,Premier League,2019-2020
21,Phil Ofosu-Ayeh,"£ 7,500","£ 390,000","£ 390,000",D,28,Ghana,Wolverhampton,Premier League,2019-2020
22,Jordan Graham,"£ 5,962","£ 310,000","£ 310,000",F,24,England,Wolverhampton,Premier League,2019-2020
23,Renat Dadashov,"£ 5,000","£ 260,000","£ 260,000",F,20,Azerbaijan,Wolverhampton,Premier League,2019-2020
24,Harry Burgoyne,"£ 2,500","£ 130,000","£ 130,000",K,22,England,Wolverhampton,Premier League,2019-2020
25,Bright Enobakhare,"£ 2,500","£ 130,000","£ 130,000",F,21,Nigeria,Wolverhampton,Premier League,2019-2020
26,Morgan Gibbs-White,"£ 1,538","£ 80,000","£ 80,000",M,20,England,Wolverhampton,Premier League,2019-2020
27,Max Kilman,"£ 1,538","£ 80,000","£ 80,000",D,22,England,Wolverhampton,Premier League,2019-2020
28,Ming-Yang Yang,"£ 1,346","£ 70,000","£ 70,000",M,24,Switzerland,Wolverhampton,Premier League,2019-2020
29,Enzo Loiodice,£ 962,"£ 50,000","£ 50,000",M,19,France,Wolverhampton,Premier League,2019-2020
