,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Harry Kane,"£ 200,000","£ 10,400,000","£ 10,400,000",F,26,England,Tottenham,Premier League,2019-2020
1,Tanguy Ndombélé,"£ 200,000","£ 10,400,000","£ 10,400,000",M,23,France,Tottenham,Premier League,2019-2020
2,Heung-min Son,"£ 140,000","£ 7,280,000","£ 7,280,000",F,27,South Korea,Tottenham,Premier League,2019-2020
3,Hugo Lloris,"£ 100,000","£ 5,200,000","£ 5,200,000",K,33,France,Tottenham,Premier League,2019-2020
4,Jan Vertonghen,"£ 100,000","£ 5,200,000","£ 5,200,000",D,32,Belgium,Tottenham,Premier League,2019-2020
5,Dele Alli,"£ 100,000","£ 5,200,000","£ 5,200,000",F,23,England,Tottenham,Premier League,2019-2020
6,Erik Lamela,"£ 80,000","£ 4,160,000","£ 4,160,000",F,27,Argentina,Tottenham,Premier League,2019-2020
7,Lucas Moura,"£ 80,000","£ 4,160,000","£ 4,160,000",F,27,Brazil,Tottenham,Premier League,2019-2020
8,Toby Alderweireld,"£ 80,000","£ 4,160,000","£ 4,160,000",D,30,Belgium,Tottenham,Premier League,2019-2020
9,Moussa Sissoko,"£ 80,000","£ 4,160,000","£ 4,160,000",M,30,France,Tottenham,Premier League,2019-2020
10,Christian Eriksen,"£ 75,000","£ 3,900,000","£ 3,900,000",F,27,Denmark,Tottenham,Premier League,2019-2020
11,Steven Bergwijn,"£ 75,000","£ 3,900,000","£ 3,900,000",F,22,Netherlands,Tottenham,Premier League,2019-2020
12,Giovani Lo Celso,"£ 70,000","£ 3,640,000","£ 3,640,000",M,23,Argentina,Tottenham,Premier League,2019-2020
13,Serge Aurier,"£ 70,000","£ 3,640,000","£ 3,640,000",D,27,Cote d'Ivoire,Tottenham,Premier League,2019-2020
14,Victor Wanyama,"£ 65,000","£ 3,380,000","£ 3,380,000",M,28,Kenya,Tottenham,Premier League,2019-2020
15,Davinson Sánchez,"£ 65,000","£ 3,380,000","£ 3,380,000",D,23,Colombia,Tottenham,Premier League,2019-2020
16,Ben Davies,"£ 60,000","£ 3,120,000","£ 3,120,000",D,26,Wales,Tottenham,Premier League,2019-2020
17,Danny Rose,"£ 60,000","£ 3,120,000","£ 3,120,000",D,29,England,Tottenham,Premier League,2019-2020
18,Eric Dier,"£ 60,000","£ 3,120,000","£ 3,120,000",M,26,England,Tottenham,Premier League,2019-2020
19,Ryan Sessegnon,"£ 55,000","£ 2,860,000","£ 2,860,000",M,19,England,Tottenham,Premier League,2019-2020
20,Gedson Fernandes,"£ 50,769","£ 2,640,000","£ 2,640,000",M,21,Portugal,Tottenham,Premier League,2019-2020
21,Harry Winks,"£ 50,000","£ 2,600,000","£ 2,600,000",M,24,England,Tottenham,Premier League,2019-2020
22,Michel Vorm,"£ 45,000","£ 2,340,000","£ 2,340,000",K,36,Netherlands,Tottenham,Premier League,2019-2020
23,Japhet Tanganga,"£ 41,538","£ 2,160,000","£ 2,160,000",D,20,England,Tottenham,Premier League,2019-2020
24,Juan Foyth,"£ 21,538","£ 1,120,000","£ 1,120,000",D,22,Argentina,Tottenham,Premier League,2019-2020
25,Kyle Walker-Peters,"£ 20,000","£ 1,040,000","£ 1,040,000",D,22,England,Tottenham,Premier League,2019-2020
26,Paulo Gazzaniga,"£ 20,000","£ 1,040,000","£ 1,040,000",K,28,Argentina,Tottenham,Premier League,2019-2020
27,Oliver Skipp,"£ 5,000","£ 260,000","£ 260,000",M,19,England,Tottenham,Premier League,2019-2020
