,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Mohamed Salah,"£ 200,000","£ 10,400,000","£ 10,400,000",F,27,Egypt,Liverpool,Premier League,2019-2020
1,Virgil van Dijk,"£ 180,000","£ 9,360,000","£ 9,360,000",D,28,Netherlands,Liverpool,Premier League,2019-2020
2,Roberto Firmino,"£ 180,000","£ 9,360,000","£ 9,360,000",F,28,Brazil,Liverpool,Premier League,2019-2020
3,Jordan Henderson,"£ 140,000","£ 7,280,000","£ 7,280,000",M,29,England,Liverpool,Premier League,2019-2020
4,James Milner,"£ 140,000","£ 7,280,000","£ 7,280,000",M,34,England,Liverpool,Premier League,2019-2020
5,Alex Oxlade-Chamberlain,"£ 120,000","£ 6,240,000","£ 6,240,000",M,26,England,Liverpool,Premier League,2019-2020
6,Naby Keïta,"£ 120,000","£ 6,240,000","£ 6,240,000",M,24,Guinea,Liverpool,Premier League,2019-2020
7,Adam Lallana,"£ 110,000","£ 5,720,000","£ 5,720,000",F,31,England,Liverpool,Premier League,2019-2020
8,Joel Matip,"£ 100,000","£ 5,200,000","£ 5,200,000",D,28,Cameroon,Liverpool,Premier League,2019-2020
9,Sadio Mané,"£ 100,000","£ 5,200,000","£ 5,200,000",F,27,Senegal,Liverpool,Premier League,2019-2020
10,Dejan Lovren,"£ 100,000","£ 5,200,000","£ 5,200,000",D,30,Croatia,Liverpool,Premier League,2019-2020
11,Fabinho,"£ 100,000","£ 5,200,000","£ 5,200,000",M,26,Brazil,Liverpool,Premier League,2019-2020
12,Alisson,"£ 90,000","£ 4,680,000","£ 4,680,000",K,27,Brazil,Liverpool,Premier League,2019-2020
13,Xherdan Shaqiri,"£ 80,000","£ 4,160,000","£ 4,160,000",F,28,Switzerland,Liverpool,Premier League,2019-2020
14,Takumi Minamino,"£ 75,000","£ 3,900,000","£ 3,900,000",F,25,Japan,Liverpool,Premier League,2019-2020
15,Georginio Wijnaldum,"£ 75,000","£ 3,900,000","£ 3,900,000",M,29,Netherlands,Liverpool,Premier League,2019-2020
16,Nathaniel Clyne,"£ 70,000","£ 3,640,000","£ 3,640,000",D,28,England,Liverpool,Premier League,2019-2020
17,Adrián,"£ 55,000","£ 2,860,000","£ 2,860,000",K,33,Spain,Liverpool,Premier League,2019-2020
18,Andrew Robertson,"£ 50,000","£ 2,600,000","£ 2,600,000",D,25,Scotland,Liverpool,Premier League,2019-2020
19,Divock Origi,"£ 45,000","£ 2,340,000","£ 2,340,000",F,24,Belgium,Liverpool,Premier League,2019-2020
20,Trent Alexander-Arnold,"£ 40,000","£ 2,080,000","£ 2,080,000",D,21,England,Liverpool,Premier League,2019-2020
21,Joe Gomez,"£ 28,077","£ 1,460,000","£ 1,460,000",D,22,England,Liverpool,Premier League,2019-2020
22,Caoimhin Kelleher,"£ 5,962","£ 310,000","£ 310,000",K,21,Ireland,Liverpool,Premier League,2019-2020
23,Andy Lonergan,"£ 5,000","£ 260,000","£ 260,000",K,36,England,Liverpool,Premier League,2019-2020
