,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Danny Drinkwater,"£ 60,000","£ 3,120,000","£ 3,120,000",M,29,England,Burnley,Premier League,2019-2020
1,Ben Mee,"£ 55,000","£ 2,860,000","£ 2,860,000",D,30,England,Burnley,Premier League,2019-2020
2,Chris Wood,"£ 50,000","£ 2,600,000","£ 2,600,000",F,28,New Zealand,Burnley,Premier League,2019-2020
3,James Tarkowski,"£ 50,000","£ 2,600,000","£ 2,600,000",D,27,England,Burnley,Premier League,2019-2020
4,Joe Hart,"£ 45,000","£ 2,340,000","£ 2,340,000",K,32,England,Burnley,Premier League,2019-2020
5,Ben Gibson,"£ 40,000","£ 2,080,000","£ 2,080,000",D,27,England,Burnley,Premier League,2019-2020
6,Ashley Barnes,"£ 40,000","£ 2,080,000","£ 2,080,000",F,30,England,Burnley,Premier League,2019-2020
7,Jack Cork,"£ 38,077","£ 1,980,000","£ 1,980,000",M,30,England,Burnley,Premier League,2019-2020
8,Robbie Brady,"£ 35,000","£ 1,820,000","£ 1,820,000",M,28,Ireland,Burnley,Premier League,2019-2020
9,Jay Rodríguez,"£ 35,000","£ 1,820,000","£ 1,820,000",F,30,England,Burnley,Premier League,2019-2020
10,Jeff Hendrick,"£ 35,000","£ 1,820,000","£ 1,820,000",M,28,Ireland,Burnley,Premier League,2019-2020
11,Josh Brownhill,"£ 35,000","£ 1,820,000","£ 1,820,000",M,24,England,Burnley,Premier League,2019-2020
12,Matej Vydra,"£ 35,000","£ 1,820,000","£ 1,820,000",F,27,Czech Republic,Burnley,Premier League,2019-2020
13,Nick Pope,"£ 35,000","£ 1,820,000","£ 1,820,000",K,27,England,Burnley,Premier League,2019-2020
14,Aaron Lennon,"£ 35,000","£ 1,820,000","£ 1,820,000",F,32,England,Burnley,Premier League,2019-2020
15,Ashley Westwood,"£ 30,962","£ 1,610,000","£ 1,610,000",M,29,England,Burnley,Premier League,2019-2020
16,Johann Berg Gudmundsson,"£ 30,000","£ 1,560,000","£ 1,560,000",F,29,Iceland,Burnley,Premier League,2019-2020
17,Erik Pieters,"£ 25,000","£ 1,300,000","£ 1,300,000",D,31,Netherlands,Burnley,Premier League,2019-2020
18,Phil Bardsley,"£ 25,000","£ 1,300,000","£ 1,300,000",D,34,Scotland,Burnley,Premier League,2019-2020
19,Matthew Lowton,"£ 25,000","£ 1,300,000","£ 1,300,000",D,30,England,Burnley,Premier League,2019-2020
20,Charlie Taylor,"£ 25,000","£ 1,300,000","£ 1,300,000",D,26,England,Burnley,Premier League,2019-2020
21,Kevin Long,"£ 23,077","£ 1,200,000","£ 1,200,000",D,29,Ireland,Burnley,Premier League,2019-2020
22,Bailey Peacock-Farrell,"£ 15,000","£ 780,000","£ 780,000",K,23,Northern Ireland,Burnley,Premier League,2019-2020
23,Dwight McNeil,"£ 5,000","£ 260,000","£ 260,000",F,20,England,Burnley,Premier League,2019-2020
24,Adam Legzdins,"£ 5,000","£ 260,000","£ 260,000",K,33,England,Burnley,Premier League,2019-2020
