,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Danny Ings,"£ 75,000","£ 3,900,000","£ 3,900,000",F,27,England,Southampton,Premier League,2019-2020
1,Ryan Bertrand,"£ 70,000","£ 3,640,000","£ 3,640,000",D,30,England,Southampton,Premier League,2019-2020
2,Oriol Romeu,"£ 65,000","£ 3,380,000","£ 3,380,000",M,28,Spain,Southampton,Premier League,2019-2020
3,Cédric Soares,"£ 65,000","£ 3,380,000","£ 3,380,000",D,28,Portugal,Southampton,Premier League,2019-2020
4,Sofiane Boufal,"£ 65,000","£ 3,380,000","£ 3,380,000",F,26,Morocco,Southampton,Premier League,2019-2020
5,Jannik Vestergaard,"£ 60,000","£ 3,120,000","£ 3,120,000",D,27,Denmark,Southampton,Premier League,2019-2020
6,Shane Long,"£ 60,000","£ 3,120,000","£ 3,120,000",F,33,Ireland,Southampton,Premier League,2019-2020
7,Nathan Redmond,"£ 60,000","£ 3,120,000","£ 3,120,000",F,25,England,Southampton,Premier League,2019-2020
8,Moussa Djenepo,"£ 55,000","£ 2,860,000","£ 2,860,000",F,21,Mali,Southampton,Premier League,2019-2020
9,Alex McCarthy,"£ 50,000","£ 2,600,000","£ 2,600,000",K,30,England,Southampton,Premier League,2019-2020
10,Maya Yoshida,"£ 50,000","£ 2,600,000","£ 2,600,000",D,31,Japan,Southampton,Premier League,2019-2020
11,Pierre-Emile Höjbjerg,"£ 50,000","£ 2,600,000","£ 2,600,000",M,24,Denmark,Southampton,Premier League,2019-2020
12,Stuart Armstrong,"£ 50,000","£ 2,600,000","£ 2,600,000",M,27,Scotland,Southampton,Premier League,2019-2020
13,Jack Stephens,"£ 47,885","£ 2,490,000","£ 2,490,000",D,26,England,Southampton,Premier League,2019-2020
14,James Ward-Prowse,"£ 45,000","£ 2,340,000","£ 2,340,000",M,25,England,Southampton,Premier League,2019-2020
15,Angus Gunn,"£ 40,000","£ 2,080,000","£ 2,080,000",K,24,England,Southampton,Premier League,2019-2020
16,Che Adams,"£ 30,000","£ 1,560,000","£ 1,560,000",F,23,England,Southampton,Premier League,2019-2020
17,Kyle Walker-Peters,"£ 20,000","£ 1,040,000","£ 1,040,000",D,22,England,Southampton,Premier League,2019-2020
18,Jan Bednarek,"£ 20,000","£ 1,040,000","£ 1,040,000",D,23,Poland,Southampton,Premier League,2019-2020
19,Sam McQueen,"£ 18,077","£ 940,000","£ 940,000",D,24,England,Southampton,Premier League,2019-2020
20,Michael Obafemi,"£ 16,923","£ 880,000","£ 880,000",F,19,Ireland,Southampton,Premier League,2019-2020
21,Kevin Danso,"£ 14,808","£ 770,000","£ 770,000",D,21,Austria,Southampton,Premier League,2019-2020
22,Yan Valery,"£ 1,923","£ 100,000","£ 100,000",D,20,France,Southampton,Premier League,2019-2020
