,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Nabil Bentaleb,"£ 85,000","£ 4,420,000","£ 4,420,000",M,25,Algeria,Newcastle,Premier League,2019-2020
1,Joelinton,"£ 80,000","£ 4,160,000","£ 4,160,000",F,23,Brazil,Newcastle,Premier League,2019-2020
2,Andy Carroll,"£ 75,000","£ 3,900,000","£ 3,900,000",F,31,England,Newcastle,Premier League,2019-2020
3,Jonjo Shelvey,"£ 70,000","£ 3,640,000","£ 3,640,000",M,27,England,Newcastle,Premier League,2019-2020
4,Allan Saint-Maximin,"£ 65,000","£ 3,380,000","£ 3,380,000",F,22,France,Newcastle,Premier League,2019-2020
5,Danny Rose,"£ 60,000","£ 3,120,000","£ 3,120,000",D,29,England,Newcastle,Premier League,2019-2020
6,Yoshinori Muto,"£ 54,038","£ 2,810,000","£ 2,810,000",F,27,Japan,Newcastle,Premier League,2019-2020
7,Matt Ritchie,"£ 45,000","£ 2,340,000","£ 2,340,000",M,30,Scotland,Newcastle,Premier League,2019-2020
8,Federico Fernández,"£ 43,077","£ 2,240,000","£ 2,240,000",D,30,Argentina,Newcastle,Premier League,2019-2020
9,Miguel Almirón,"£ 42,308","£ 2,200,000","£ 2,200,000",F,25,Paraguay,Newcastle,Premier League,2019-2020
10,Sung-yong Ki,"£ 40,000","£ 2,080,000","£ 2,080,000",M,30,South Korea,Newcastle,Premier League,2019-2020
11,Jamaal Lascelles,"£ 40,000","£ 2,080,000","£ 2,080,000",D,26,England,Newcastle,Premier League,2019-2020
12,Dwight Gayle,"£ 40,000","£ 2,080,000","£ 2,080,000",F,29,England,Newcastle,Premier League,2019-2020
13,Fabian Schär,"£ 40,000","£ 2,080,000","£ 2,080,000",D,28,Switzerland,Newcastle,Premier League,2019-2020
14,Martin Dubravka,"£ 38,077","£ 1,980,000","£ 1,980,000",K,31,Slovakia,Newcastle,Premier League,2019-2020
15,Florian Lejeune,"£ 38,077","£ 1,980,000","£ 1,980,000",D,28,France,Newcastle,Premier League,2019-2020
16,Valentino Lazaro,"£ 38,077","£ 1,980,000","£ 1,980,000",M,23,Austria,Newcastle,Premier League,2019-2020
17,Henri Saivet,"£ 35,000","£ 1,820,000","£ 1,820,000",F,29,Senegal,Newcastle,Premier League,2019-2020
18,Jack Colback,"£ 35,000","£ 1,820,000","£ 1,820,000",M,30,England,Newcastle,Premier League,2019-2020
19,Javier Manquillo,"£ 35,000","£ 1,820,000","£ 1,820,000",D,25,Spain,Newcastle,Premier League,2019-2020
20,Ciaran Clark,"£ 35,000","£ 1,820,000","£ 1,820,000",D,30,Ireland,Newcastle,Premier League,2019-2020
21,Paul Dummett,"£ 35,000","£ 1,820,000","£ 1,820,000",D,28,Wales,Newcastle,Premier League,2019-2020
22,Jetro Willems,"£ 32,500","£ 1,690,000","£ 1,690,000",D,25,Netherlands,Newcastle,Premier League,2019-2020
23,Christian Atsu,"£ 30,000","£ 1,560,000","£ 1,560,000",F,28,Ghana,Newcastle,Premier League,2019-2020
24,DeAndre Yedlin,"£ 30,000","£ 1,560,000","£ 1,560,000",D,26,United States,Newcastle,Premier League,2019-2020
25,Emil Krafth,"£ 30,000","£ 1,560,000","£ 1,560,000",D,25,Sweden,Newcastle,Premier League,2019-2020
26,Karl Darlow,"£ 25,000","£ 1,300,000","£ 1,300,000",K,29,England,Newcastle,Premier League,2019-2020
27,Rob Elliot,"£ 25,000","£ 1,300,000","£ 1,300,000",K,33,Ireland,Newcastle,Premier League,2019-2020
28,Isaac Hayden,"£ 21,923","£ 1,140,000","£ 1,140,000",M,24,England,Newcastle,Premier League,2019-2020
29,Jamie Sterry,"£ 1,923","£ 100,000","£ 100,000",D,24,England,Newcastle,Premier League,2019-2020
30,Sean Longstaff,£ 962,"£ 50,000","£ 50,000",M,22,England,Newcastle,Premier League,2019-2020
31,Matthew Longstaff,£ 769,"£ 40,000","£ 40,000",M,19,England,Newcastle,Premier League,2019-2020
